case,cores,status,singlecore_makespan,makespan,speedup,added_copy_bytes,v1_makespan,gain_over_v1,selected_source,generation_seconds,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_019,2,ok,81144,66614,1.2181223166301378,98304,68432,1.027291560332663,paired_b_plan,0.182,0.374,66614,66614,1.0,0.01777376633745856,0.01777376633745856
