case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_064,2,19116,13543,1.4115040980580373,73190,73190,0,round2_round1_paired_b_plan_swap_0_1_boundary_78_12,0.344,13569,13558,73702,73702,1.0008113291045877,0.1593367528312427,0.1538363236722384
case_064,5,19116,7247,2.6377811508210294,111384,111384,0,paired_b_plan,0.484,7287,7247,111384,111384,1.0055195253208224,0.2910284886528247,0.2910284886528247
