case,cores,base_best,refine_speedup_increment,components_speedup_increment,affinity_speedup_increment,chains_speedup_increment
case_085,4,2598766,0.00030595215139195275,0.0,0.0,0.1962130518735412
case_085,5,2443670,0.0,0.0,0.0,0.36026712049125487
case_086,2,114156,0.003427566417256056,0.0,0.0,0.0
case_086,3,114521,0.0,0.0,0.0,0.0
case_086,4,114521,0.0,0.0,0.0,0.0
case_086,5,114521,0.0,0.0,0.0,0.0
case_087,2,2459286,0.0,0.0,0.33322873957333443,0.0
case_087,3,2459286,0.0,1.2356027672250893,0.059612129052982965,0.0
case_087,4,2109363,0.00308737254638336,0.0,1.9384936812270859,0.0
case_087,5,1931455,0.006667861201723468,0.0,2.704574700775,0.0
case_088,2,238233,0.0017414395623607248,0.18133594608438774,0.008012987228109392,0.0
case_088,3,206677,0.01395992005062352,0.008604512992914204,0.002999010646375977,0.0
case_088,4,226231,0.013563571116983475,0.1063004567972401,0.006763253775350808,0.0
case_088,5,219082,0.005606433265580746,0.07406543859311876,0.010686609481486142,0.0
case_089,2,366435,0.0020255729953659873,0.0,0.10262320796180946,0.0
case_089,3,264254,0.021454110182281383,0.0,0.200762626915592,0.0
case_089,4,212731,0.0,0.0,0.6322107009137148,0.0
case_089,5,178293,0.17441559390733063,0.0,0.6393041073543761,0.0
case_090,2,599563,0.019488966845641942,0.0,0.0,0.0
case_090,3,515214,0.12379538079254893,0.0,0.0,0.0
case_090,4,460594,0.005722766747040975,0.0,0.0,0.0
case_090,5,467744,0.06280357952174498,0.0,0.0,0.0
case_091,2,5630649,0.00018025372483720936,0.0,0.37299573390707264,0.0
case_091,3,4476896,0.0011626064642173972,0.0,0.9042658449806358,0.0
case_091,4,4313434,0.003311361778747468,0.0,1.7834612045484617,0.0
case_091,5,4109011,0.0387394821037379,0.0,2.2846261378724,0.0
case_092,2,3089715,0.010764429871723324,0.0,0.1678303309590734,0.0
case_092,3,2029708,0.024280999025212413,0.0,0.0,0.0
case_092,4,2029708,0.024280999025212413,0.0,0.24997227149519352,0.0
case_092,5,2189710,0.26123828701229046,0.0,0.3771936364125166,0.0
case_093,2,39236,0.01638475333377931,0.0,0.05406144111922151,0.0
case_093,3,26140,0.0,0.0,0.11726832352010419,0.0
case_093,4,20943,0.017853671598361487,0.0,0.190664028706379,0.0
case_093,5,19605,0.045722517948469044,0.0,0.8433099376759641,0.0
case_094,2,61893,0.045844852233647204,0.0,0.39490774917946836,0.0
case_094,3,61893,0.045844852233647204,0.43401838587355046,0.9319191397614728,0.0
case_094,4,61893,0.045844852233647204,0.9290411813500494,1.3430882600285932,0.0
case_094,5,61893,0.045844852233647204,1.3635631596078213,1.4560763743528793,0.0
case_095,2,1063685,0.000753945061465533,0.0,0.03832859894490781,0.0
case_095,3,713364,0.013346851940379434,0.0,0.06053479687025787,0.0
case_095,4,546819,0.00851846192435124,0.0,0.15431392535852684,0.0
case_095,5,434594,0.0,0.0,0.15664345788138867,0.0
case_096,2,66921,0.01054033499433138,0.0,0.6444145682868696,0.0
case_096,3,60072,0.013212185571563895,0.0,1.3622664899683126,0.0
case_096,4,57062,0.02183179257336665,0.0,1.6228306705249327,0.0
case_096,5,57846,0.01870580922397047,0.0,1.645954208097751,0.0
case_097,2,5332254,0.00035855127666639675,0.0,0.05784610819623026,0.0
case_097,3,4416927,0.00043595443957977764,0.0,0.6104520037583141,0.0
case_097,4,2760484,0.04553416104997243,0.0,0.19781177540395767,0.0
case_097,5,2760484,0.04553416104997243,1.2031231615806988,0.05451806328489628,0.0
case_098,2,151388,0.007299281508148736,0.7012103659346078,0.0,0.0
case_098,3,134871,0.01220739343408983,0.0,1.232002624903806,0.0
case_098,4,134748,0.012229793379791687,0.0,1.621102428245176,0.0
case_098,5,134906,0.009445992465474395,0.0,2.130985131917029,0.0
case_099,2,934346,0.001248352718600021,0.0,0.2655473709746963,0.0
case_099,3,781341,0.0064883397485160366,0.0,0.899352188391116,0.0
case_099,4,564016,0.01914141876483333,0.0,1.1073654455316677,0.0
