case,cores,a_new_makespan,b_makespan,b_speedup,b_added_bytes,b_copy_amplification,b_active,b_groups,b_source,b_peak_L1,b_peak_UB,b_calls,b_valid,b_errors,b_cycle_errors,l2_makespan,l2_speedup,paired_makespan,cache_gain,paired_hit_rate,selected_hit_rate,selected_added_bytes,selected_source,l2_extra_search_gain,l2_calls,l2_errors
case_025,2,2433620,2432174,1.9994564533623005,27648,1.0033644859813085,2,18662,local1_fixed_1_move_1_0_0,35328,6144,44,37,7,0,2431840,1.9997310678334101,2432174,1.0,0.0044411547002220575,0.0,27648,local1_paired_b_plan_merge_1_0,1.0001373445621422,45,2
case_025,3,1624040,1623962,2.994544207315196,55296,1.006728971962617,3,4666,fixed_4,35328,6144,44,44,0,0,1623962,2.994544207315196,1623962,1.0,0.0,0.0,55296,b_candidate_local1_fixed_4_merge_0_1,1.0,45,0
case_025,4,1271901,1219268,3.9884799732298397,82944,1.0100934579439251,4,4666,fixed_4,35328,6144,44,44,0,0,1219268,3.9884799732298397,1219268,1.0,0.0,0.0,82944,b_candidate_local1_fixed_4_merge_0_1,1.0,45,0
case_025,5,1067084,978930,4.967695340831316,110592,1.0134579439252336,5,4666,fixed_4,35328,6144,44,44,0,0,978930,4.967695340831316,978930,1.0,0.0,0.0,110592,b_candidate_local1_fixed_4_merge_0_1,1.0,45,0
case_026,2,63846,60836,1.6306627654678152,402636,1.7613367772579955,2,317,local1_fixed_2_merge_19_20,131072,73734,72,47,25,9,59405,1.6699436074404512,60627,1.0034473089547562,0.2234276814007197,0.22880590890439065,416076,local1_b_candidate_local2_fixed_2_split_19_1_move_279_1_0,1.0205706590354346,73,24
case_026,3,40115,45428,2.1837413049220746,530996,2.0040502671814906,3,317,local1_fixed_2_merge_13_14,114688,73732,72,50,22,10,44944,2.207257920968316,44969,1.0102070315105962,0.2732603732812854,0.2769755592020036,543284,local1_paired_b_plan_move_282_0_0,1.000556247775009,73,17
case_026,4,33527,39505,2.511150487280091,688292,2.301478290794813,4,318,local1_fixed_2_move_17_1_0,65536,65538,72,41,31,8,38640,2.567365424430642,38653,1.0220422735622072,0.389500626749833,0.37312435173447045,665764,local1_b_candidate_local1_fixed_2_move_19_1_0_merge_13_14,1.0003364389233955,73,31
case_026,5,31375,37307,2.659098828638057,660744,2.2493882999844947,5,318,local1_fixed_2_move_279_2_37,88064,65538,72,47,25,9,35206,2.8177867408964383,35854,1.0405254643833324,0.3300148723122298,0.3810185092619016,736520,local1_paired_b_plan_move_17_0_0,1.0184059535306482,73,24
case_027,2,1120962,1120962,2.10886006840553,1744896,1.855421686746988,2,712,fixed_2,524288,0,72,44,28,2,1120962,2.10886006840553,1120962,1.0,0.08904109589041095,0.08904109589041095,1744896,b_candidate_local1_fixed_2_merge_0_1,1.0,73,22
case_027,3,837049,839330,2.8164750455720635,2953216,2.4477911646586343,3,712,local1_fixed_2_move_0_2_0,522240,0,72,48,24,0,837298,2.823310219300655,839252,1.0000929399036285,0.39184549356223175,0.38097269624573377,3006464,local1_b_candidate_local1_fixed_2_move_89_2_0_move_534_2_89,1.0023336972021908,73,24
case_027,4,559196,559196,4.227412213249022,1843200,1.9036144578313252,4,712,fixed_2,518144,0,72,48,24,0,559196,4.227412213249022,559196,1.0,0.0,0.0,1843200,b_candidate_local1_fixed_2_merge_0_1,1.0,73,22
case_027,5,558753,559163,4.227661701507432,3317760,2.6265060240963853,5,712,fixed_2,333824,0,72,48,24,0,558958,4.2292122127243905,559163,1.0,0.0,0.0899803536345776,3405824,local1_b_candidate_local1_fixed_2_merge_177_534_move_177_3_44,1.0003667538527046,73,22
case_028,2,20808437,22103658,1.9832029612474098,284769720,49.195737473191656,2,19583,local1_fixed_1_merge_501_512,523224,0,44,29,15,10,22100410,1.9834944238591048,22100796,1.000129497598186,0.002548319558045951,0.002548331279999816,284768424,local1_paired_b_plan_merge_245_256,1.0000174657393235,45,14
case_028,3,14071516,15001681,2.922075199439316,278956272,48.21184278936765,3,407,local1_a_selected_move_17_0_0,523776,0,44,44,0,0,15230064,2.8782571104100416,15260665,0.9830293109769462,0.3034112783280012,0.2876415717990916,278879280,local1_b_candidate_local1_a_selected_move_17_1_0_split_17_2,1.0020092496000017,45,5
case_028,4,10924174,11557427,3.7928891958391775,280580088,48.48666487944369,4,408,local1_a_selected_move_1_3_0,523776,0,44,39,5,2,11531992,3.801254804894072,11699302,0.9878732081623331,0.33432719698296226,0.27468397114117626,278976120,local1_paired_b_plan_move_17_3_0,1.0145083347265589,45,4
case_028,5,10039308,10575290,4.145138336631903,278820000,48.188779489179176,5,1224,local1_fixed_16_move_3_3_0,523704,0,44,44,0,0,9210117,4.759553000249617,9561845,1.1059884363321095,0.3493036515694222,0.2960176296762798,279995616,local1_b_candidate_local1_fixed_16_move_3_4_0_move_9_3_0,1.038189308561444,45,0
case_029,2,19740,23800,1.5779411764705882,487584,2.1334839735542723,2,13,local1_a_selected_move_3_1_0,0,129106,72,56,16,3,22863,1.642610331102655,23766,1.0014306151645207,0.280664134087398,0.280664134087398,487584,local1_paired_b_plan_swap_1_1,1.0394961291169138,73,16
case_029,3,12743,22853,1.6433291033999913,43054,1.1000874085232608,3,108,local1_fixed_8_swap_0_1,0,18440,72,48,24,15,22845,1.6439045743050995,22848,1.000218837535014,0.11560478676070181,0.11560478676070181,43054,local1_paired_b_plan_swap_0_2,1.0001313197636243,73,22
case_029,4,11028,18514,2.028464945446689,180550,1.4197236402860305,4,431,fixed_2,0,16390,72,33,39,16,16879,2.2249540849576395,17764,1.04222022067102,0.40173310225303294,0.3792807432587625,610698,local1_adaptive_memory_24_merge_21_26,1.0524320161146987,73,20
case_029,5,9383,16225,2.314637904468413,59452,1.1382077533219888,5,107,local1_a_selected_move_19_3_0,0,16396,72,58,14,3,15581,2.4103074257108017,16192,1.002038043478261,0.16123770295632897,0.3998554711175346,582026,local1_adaptive_memory_24_merge_22_28,1.0392144278287658,73,19
case_030,2,1401492,1426431,1.9685733133954604,7211524,4.012257002748469,2,630,local1_a_selected_move_64_1_0,524288,310,44,29,15,7,1425894,1.969314689591232,1425894,1.0003766058346553,0.3829654784695858,0.3829654784695858,7211524,local1_paired_b_plan_split_14_1,1.0,45,13
case_030,3,936416,988944,2.839426701613034,7492120,4.129462085327853,3,630,fixed_16,524288,340,44,34,10,6,988866,2.839650670566083,988866,1.0000788782302152,0.43301238158933036,0.43301238158933036,7492120,b_candidate_local1_fixed_16_merge_0_1,1.0,45,10
case_030,4,699900,749038,3.7488538632218926,8482584,4.543179368938122,4,631,local1_a_selected_split_14_1,524288,220,44,33,11,5,744938,3.76948685662431,748960,1.0001041444135867,0.4803025761560332,0.17457965491347668,31811336,local1_fixed_4_move_15_0_0,1.0053991070397805,45,10
case_030,5,561102,624499,4.496458761343092,9372552,4.914919425578306,5,630,local1_a_selected_move_64_0_0,524288,168,44,33,11,9,623128,4.506351824986199,623262,1.0019847191068925,0.4950588554127026,0.4802746946532939,9548680,local1_b_candidate_local1_a_selected_move_64_4_0_move_14_0_0,1.0002150441000885,45,8
case_031,2,731359,763891,1.8515324830375015,5468662,3.502774319920917,2,384,local1_fixed_16_move_78_1_0,524288,98324,44,35,9,3,763622,1.8521847196649652,763794,1.000126997593592,0.3026433112135608,0.30165835772471894,5468662,local1_paired_b_plan_split_27_2,1.000225242331939,45,7
case_031,3,503429,559854,2.5263175756536524,14045048,7.427821916303592,3,1534,fixed_4,524288,65542,44,35,9,7,557935,2.5350067660211315,558206,1.002952315095144,0.15687973590914028,0.15687973590914028,14045048,local1_b_candidate_local1_fixed_4_split_0_1_split_4_1,1.0004857196626846,45,8
case_031,4,379558,461687,3.0634802366105176,7474218,4.420632116574525,4,384,local1_fixed_16_move_19_2_0,524288,98316,44,39,5,5,460314,3.0726178217477633,460321,1.0029674944223705,0.2517027637329223,0.24535835336406647,7486506,b_candidate_local1_fixed_16_move_38_2_0,1.0000152070108665,45,3
case_031,5,315425,407625,3.4697798221404477,7905324,4.617931021857723,5,384,local1_fixed_16_move_11_1_0,523264,98324,44,41,3,3,389238,3.63368684455269,400578,1.0175920794452016,0.28992821784104794,0.29250494366385443,7748652,local1_paired_b_plan_move_62_3_0,1.0291338461301311,45,3
case_032,2,21040,22200,1.8668018018018018,82032,1.2798886341303635,2,35,fixed_24,40960,47108,72,60,12,0,22200,1.8668018018018018,22200,1.0,0.025263054017047627,0.025263054017047627,82032,b_candidate_local1_fixed_24_merge_22_23,1.0,73,10
case_032,3,14175,14073,2.9448589497619557,82032,1.2798886341303635,3,34,local1_fixed_24_merge_29_30,40960,47108,72,60,12,0,14073,2.9448589497619557,14073,1.0,0.025263054017047627,0.025263054017047627,82032,local1_paired_b_plan_merge_22_23,1.0,73,10
case_032,4,11004,14073,2.9448589497619557,82032,1.2798886341303635,3,34,local1_fixed_24_merge_29_30,40960,47108,72,60,12,0,14073,2.9448589497619557,14073,1.0,0.025263054017047627,0.025263054017047627,82032,local1_paired_b_plan_merge_22_23,1.0,73,10
case_032,5,10496,14073,2.9448589497619557,82032,1.2798886341303635,3,34,local1_fixed_24_merge_29_30,40960,47108,72,60,12,0,14073,2.9448589497619557,14073,1.0,0.025263054017047627,0.025263054017047627,82032,local1_paired_b_plan_merge_22_23,1.0,73,10
case_033,2,895153,948152,1.8712147419401108,12898424,5.338652700552657,2,435,local1_fixed_8_split_22_1,523776,57370,72,50,22,8,948151,1.871216715480973,948151,1.0000010546843277,0.07864648145481071,0.07864648145481071,12898424,local1_paired_b_plan_merge_0_1,1.0,73,20
case_033,3,593958,675566,2.62623637068769,17176740,6.777753110588615,3,435,local1_fixed_8_split_22_1,523776,57372,72,50,22,10,675331,2.6271502418813886,675331,1.0003479775102875,0.08928750291067367,0.08928750291067367,17176740,local1_paired_b_plan_merge_0_1,1.0,73,20
case_033,4,445071,536561,3.3066063318057033,24113996,9.111243192696717,4,867,local1_fixed_4_move_50_1_0,523776,57358,72,56,16,10,527218,3.365203767701406,527681,1.0168283489456698,0.08694961270489357,0.08767708755443984,24113996,local1_b_candidate_local1_fixed_4_move_62_1_0_split_47_2,1.0008781945988188,73,16
case_033,5,355787,474621,3.738132109620097,13261996,5.460947690982909,5,217,local1_a_selected_move_53_4_13,523776,49164,72,56,16,5,466500,3.8032068595927115,474450,1.000360417325324,0.24031804344399066,0.10940656289689626,24392028,local1_fixed_4_split_44_1,1.0170418006430868,73,17
case_034,2,429811,434660,1.9394377214374454,2193484,1.9618915394148184,2,235,fixed_16,422912,122896,72,50,22,6,433979,1.9424810877945706,433979,1.0015692003530126,0.25411915019049386,0.25411915019049386,2193484,b_candidate_local1_fixed_16_merge_118_119,1.0,73,20
case_034,3,295827,310533,2.714674446838178,5596584,3.454226609003914,3,469,local1_fixed_8_move_295_2_69,317440,122886,72,56,16,3,305467,2.759695810022032,308685,1.0059866854560475,0.3261704557251116,0.31916747306729076,5613992,local1_paired_b_plan_move_289_2_69,1.0105346895081957,73,13
case_034,4,227131,253639,3.3236055969310714,6260120,3.7452019087996504,4,469,local1_fixed_8_move_248_3_65,282624,122886,72,56,16,2,245907,3.428109000557121,254462,0.9967657253342346,0.36835507154615676,0.31605218421282005,10975236,local1_fixed_4_move_798_2_122,1.0347895749206,73,13
case_034,5,187886,216638,3.8912656136042614,6952904,4.049003107368665,5,469,local1_fixed_8_move_245_0_47,226304,98324,72,56,16,3,202988,4.1529351488757955,209407,1.0345308418534243,0.3581562191439286,0.3183585698484711,6780872,local1_b_candidate_local1_fixed_8_move_264_0_0_move_273_0_0,1.0316225589690031,73,12
case_035,2,95406,118452,1.4315587748623915,156018,1.3797407351516597,2,160,local1_fixed_24_merge_123_124,73728,25606,72,52,20,7,117507,1.4430714765928838,118452,1.0,8.001583471255365e-05,8.001583471255365e-05,156018,local1_paired_b_plan_merge_123_125,1.008042074089203,73,18
case_035,3,95424,114524,1.480659075826901,1249080,4.040204062757087,3,1928,local1_fixed_2_merge_1474_1479,49152,16386,72,44,28,9,113589,1.4928470186373681,114352,1.0015041276059886,0.23378408629832245,0.23378408629832245,1249080,local1_paired_b_plan_merge_1472_1474,1.0067171997288469,73,29
case_035,4,95442,105834,1.6022355764688097,1551776,4.776952396715135,4,1928,local1_fixed_2_merge_1855_1856,32768,16388,72,41,31,12,105409,1.608695652173913,105465,1.0034987910681268,0.3240679402479127,0.3240679402479127,1551776,local1_paired_b_plan_merge_1854_1855,1.0005312639338197,73,28
case_035,5,95460,85995,1.9718704575847432,248118,1.6039079575713027,5,161,local1_a_selected_move_154_4_0,73728,20488,72,56,16,4,85514,1.9829618541993124,85995,1.0,0.03022419523778913,0.029537954405194362,272694,local1_paired_b_plan_move_155_3_0,1.0056248099726361,73,18
case_036,2,466068,466068,1.998656848356892,1152,1.0001757503563826,2,49,a_selected,13440,8192,72,72,0,0,466068,1.998656848356892,466068,1.0,0.0,0.0,1152,b_candidate_fixed_1,1.0,73,16
case_036,3,311345,311345,2.991890025534375,2304,1.0003515007127652,3,2400,fixed_1,13440,8192,72,56,16,0,311345,2.991890025534375,311345,1.0,0.0,0.0,2304,b_candidate_local1_fixed_1_merge_0_1,1.0,73,16
case_036,4,233584,233584,3.987901568600589,3456,1.000527251069148,4,2400,fixed_1,13440,8192,72,56,16,0,233584,3.987901568600589,233584,1.0,0.0,0.0,3456,b_candidate_fixed_2,1.0,73,16
case_036,5,187182,187182,4.976493466252097,4608,1.0007030014255307,5,25,a_selected,13440,8192,72,71,1,0,187182,4.976493466252097,187182,1.0,0.0,0.0,4608,b_candidate_fixed_1,1.0,73,16
case_037,2,105374,107927,1.9457688993486337,729088,2.1866666666666665,2,34,local1_a_selected_move_8_1_7,401408,0,72,58,14,2,106205,1.9773174520973589,107729,1.0018379452143806,0.3420074349442379,0.3382899628252788,729088,local1_b_candidate_local2_a_selected_split_13_1_split_26_1,1.0143496068923308,73,21
case_037,3,74038,74011,2.837429571279945,2058240,4.35,3,98,local1_fixed_8_move_5_0_0,245760,0,72,52,20,2,72387,2.9010872117921727,73071,1.0128642005720463,0.36363636363636365,0.36470588235294116,2058240,local1_b_candidate_local2_fixed_8_split_5_1_split_1_2,1.0094492104935968,73,14
case_037,4,53320,65878,3.1877257961686754,2752512,5.48,4,97,local1_fixed_8_merge_25_39,161792,0,72,54,18,0,64303,3.265804083790803,65279,1.0091759984068382,0.34476843910806176,0.346483704974271,2752512,local1_b_candidate_local2_fixed_8_split_0_1_split_6_2,1.0151781409887564,73,16
case_037,5,43800,72471,2.897724607084213,3055616,5.973333333333334,5,98,local1_fixed_8_move_11_0_0,151552,0,72,55,17,0,54025,3.887107820453494,54128,1.3388819095477387,0.3490566037735849,0.3404255319148936,3049472,local1_b_candidate_local2_fixed_8_split_0_1_move_21_4_5,1.0019065247570569,73,10
case_038,2,683286,710415,1.9207857379137547,7175944,3.5601398526552384,2,370,a_selected,524288,57344,44,39,5,2,708772,1.9252382994813564,708772,1.0023180938298917,0.34368823189743664,0.34368823189743664,7175944,b_candidate_local1_a_selected_split_167_1,1.0,45,4
case_038,3,452248,499748,2.7304861650271737,8698660,4.103394637792326,3,370,local1_fixed_16_move_226_1_56,524288,57344,44,38,6,6,499610,2.7312403674866395,499610,1.0002762154480496,0.3443090959740744,0.35234130163808175,8595748,b_candidate_fixed_16,1.0,45,6
case_038,4,339624,403599,3.3809672471933774,9441092,4.368269858541893,4,370,local1_a_selected_move_205_0_0,523776,57344,44,41,3,1,390791,3.491776934473926,401766,1.004562357192993,0.3167558114606225,0.33652361573705325,9484100,local1_b_candidate_local1_a_selected_move_211_2_47_move_205_2_47,1.0280840653955694,45,2
case_038,5,275133,321219,4.248051952094988,10703452,4.818638220446315,5,370,local1_fixed_16_move_208_3_33,523776,57344,44,40,4,2,303004,4.503422397064065,304042,1.0564954841765282,0.34901938719623155,0.3486505441612583,10706524,local1_paired_b_plan_move_223_4_22,1.00342569735053,45,2
case_039,2,703838,731052,1.9632830496325844,10723328,3.3886861313868613,2,110,local1_a_selected_move_53_1_25,524288,0,44,42,2,2,722358,1.9869123066401977,731052,1.0,0.2752447552447552,0.2753505933117584,11382784,local1_b_candidate_local1_a_selected_move_3_1_0_move_0_1_0,1.0120355834641548,45,6
case_039,3,485565,550615,2.6066525612269915,21016576,5.681569343065694,3,329,local1_fixed_16_move_1_0_0,524288,0,44,34,10,6,545805,2.6296241331611108,546030,1.0083969745252093,0.1632870864461046,0.16029882604055495,21016576,local1_b_candidate_local1_fixed_16_move_15_0_0_split_1_1,1.0004122351389233,45,9
case_039,4,395323,438148,3.2757470078603577,10788864,3.403284671532847,4,110,local1_fixed_48_move_3_1_0,524288,0,44,44,0,0,425438,3.3736102557834515,437875,1.0006234656009134,0.3307543520309478,0.20742402610646543,22077440,fixed_16,1.02923340181178,45,4
case_039,5,395323,335425,4.27893567861668,11079680,3.468065693430657,5,110,local1_fixed_48_move_3_4_0,524288,0,44,44,0,0,333553,4.302950355715583,334691,1.0021930676355206,0.22493224932249323,0.1463083604777416,11030528,local1_b_candidate_local1_fixed_48_move_14_4_0_split_14_1,1.0034117516556589,45,0
case_040,2,139970,178488,1.4200058267222446,717954,1.7878885647876845,2,772,local1_fixed_4_split_3_1,180224,106506,72,54,18,10,178477,1.420093345361027,178477,1.0000616325913143,0.24911680457212637,0.24911680457212637,717954,local1_paired_b_plan_merge_678_679,1.0,73,17
case_040,3,110105,135089,1.8762001347259956,1564672,2.7170837915012322,3,29,local1_a_selected_merge_4_7,245760,131072,72,60,12,0,134952,1.8781048076353073,135089,1.0,0.012020542920029346,0.012020542920029346,1564672,local1_paired_b_plan_merge_4_8,1.0010151757661983,73,9
case_040,4,110202,156892,1.6154679652244857,3179902,4.489650343817971,4,3083,local1_fixed_1_move_3017_1_376,131072,40964,72,61,11,3,152944,1.6571686368867036,153172,1.0242864231060507,0.298132073670477,0.29788940335069847,3184510,local1_paired_b_plan_move_3023_1_376,1.001490741709384,73,16
case_040,5,110337,124168,2.0412183493331617,2986700,4.277628896073254,5,3083,local1_fixed_1_swap_0_10,65536,40964,72,58,14,8,120151,2.109462259989513,120525,1.0302260941713337,0.31043349149758703,0.31135876683928837,2986700,local1_b_candidate_local1_fixed_1_swap_0_15_swap_0_21,1.0031127497898478,73,14
case_041,2,3032665,3027536,1.9831166334603454,35010916,8.072940900771316,2,1037,local1_a_selected_move_27_0_0,524288,8550,44,34,10,0,3024810,1.9849038452001944,3027016,1.0001717863400788,0.11563067080208526,0.11516591730207688,35010916,local1_paired_b_plan_split_4_1,1.0007293020057457,45,9
case_041,3,2034639,2076367,2.891568301750124,38865632,8.851674552220413,3,1038,local1_fixed_16_move_10_0_0,524288,8204,44,34,10,4,2063243,2.909961163081615,2075469,1.000432673289748,0.1964758955457732,0.1980301539446872,38694624,local1_paired_b_plan_move_20_0_0,1.0059256229149935,45,9
case_041,4,1539197,1596198,3.761411178312465,39504588,8.980757093968057,4,1038,local1_fixed_16_move_37_3_0,524288,8206,44,34,10,4,1587802,3.7813008171043996,1589452,1.0042442300868475,0.19910962571738636,0.2008135368493493,39430860,b_candidate_local1_fixed_16_split_4_2,1.001039172390512,45,9
case_041,5,1195280,1284104,4.6756002629070545,40316836,9.14484826201318,5,1038,local1_fixed_16_move_4_0_0,524288,8204,44,35,9,4,1258387,4.771153071352454,1260109,1.0190420035092203,0.23249787757032728,0.2305213567993401,40469412,local1_b_candidate_local1_fixed_16_split_4_1_split_7_1,1.0013684184595042,45,8
case_042,2,849248,861574,1.957742457409346,4522120,2.8929209481599556,2,1184,local1_fixed_4_move_44_0_0,524288,32848,72,55,17,5,858685,1.964329177754357,859773,1.0020947389601673,0.5312431186085026,0.5312431186085026,4522120,local1_b_candidate_local2_fixed_4_split_1133_1_split_142_1,1.0012670536925647,73,19
case_042,3,573264,604000,2.792615894039735,9667436,5.046706438439424,3,1184,local1_fixed_4_move_142_1_0,524288,32832,72,53,19,6,596979,2.825459522026738,597230,1.011335666326206,0.46227548381761274,0.45925541022288285,9669484,b_candidate_local1_fixed_4_merge_190_289,1.000420450300597,73,18
case_042,4,438976,448283,3.7626677790592105,2903344,2.2153150905580827,4,2367,local1_fixed_2_move_382_2_0,424960,32778,72,43,29,5,446723,3.775807379517061,448283,1.0,0.44226638410172336,0.4478029898771076,2932016,local1_b_candidate_local1_fixed_2_move_382_1_0_move_578_2_0,1.0034920968922576,73,26
case_042,5,362820,383193,4.401802746918655,11488576,5.809020144296858,5,2367,local1_fixed_2_move_480_3_0,524288,32778,72,43,29,5,378663,4.454462147080649,381473,1.0045088381091192,0.2500481539034204,0.2510696201858225,11482432,local1_b_candidate_fixed_2_move_725_4_0,1.0074208465046757,73,29
case_043,2,353689,482993,1.4030348265916897,4019720,3.80878918778413,2,2328,fixed_4,296960,57374,44,28,16,10,482811,1.4035637133371028,482811,1.0003769590999376,0.20701622194535158,0.20701622194535158,4019720,b_candidate_local1_fixed_4_merge_270_271,1.0,45,15
case_043,3,268518,419993,1.6134935582259704,5721394,4.997838059927805,3,2328,fixed_4,206848,57366,44,30,14,4,418276,1.6201168606374738,418536,1.0034811820249632,0.30398826409541585,0.30398826409541585,5721394,local1_b_candidate_local1_fixed_4_split_266_1_split_45_1,1.000621599135499,45,12
case_043,4,268677,386997,1.751062669736458,6082948,5.250474802287995,4,2328,fixed_4,155648,57350,44,30,14,14,386348,1.7540041620507936,386348,1.0016798326896994,0.31999538772158864,0.31999538772158864,6082948,b_candidate_local1_fixed_4_split_266_1,1.0,45,12
case_043,5,269040,381093,1.7781906253854045,6540190,5.569973768833125,5,2328,fixed_4,198656,57350,44,33,11,11,377790,1.7937372614415417,378012,1.008150534903654,0.3664761731457332,0.3664761731457332,6540190,local1_b_candidate_local1_fixed_4_split_266_1_split_45_2,1.0005876280473278,45,9
case_044,2,95186,82205,1.878316404111672,0,1.0,1,22,adaptive_reuse_63,266368,0,72,52,20,0,80883,1.9090167278661772,82205,1.0,0.0,0.08736008736008737,111872,local1_b_candidate_local1_adaptive_reuse_63_split_10_1_move_13_1_0,1.0163445965159552,73,18
case_044,3,98442,80927,1.907978795704771,0,1.0,1,32,local1_adaptive_reuse_42_merge_17_18,266496,0,72,60,12,0,80842,1.9099849088345167,80927,1.0,0.0,0.004731394775751602,37376,local1_paired_b_plan_move_9_1_0,1.0010514336607208,73,9
case_044,4,98259,76983,2.0057285374693112,54784,1.0561624512023096,2,46,local1_adaptive_critical_31_move_16_1_0,192768,0,72,60,12,0,76644,2.0145999686863942,76857,1.0016394082516882,0.03691006375957195,0.056343318621466805,83456,local1_b_candidate_local1_adaptive_critical_31_move_16_2_0_move_17_1_0,1.0027790825113512,73,10
case_044,5,99825,75601,2.042393619132022,26624,1.0272939015188793,2,56,local1_adaptive_critical_25_move_42_1_0,192768,0,72,60,12,0,75001,2.0587325502326634,75601,1.0,0.0,0.0,26624,local1_b_candidate_local1_adaptive_critical_25_move_42_2_0_split_42_2,1.0079998933347556,73,9
case_045,2,63059,63059,1.99200748505368,0,1.0,2,413,fixed_4,0,32768,72,60,12,0,63059,1.99200748505368,63059,1.0,0.0,0.0,0,b_candidate_local1_fixed_4_merge_0_1,1.0,73,11
case_045,3,42601,44660,2.8126735333631885,0,1.0,3,207,fixed_8,0,45056,72,60,12,0,44660,2.8126735333631885,44660,1.0,0.0,0.0,0,b_candidate_local1_fixed_8_merge_0_1,1.0,73,11
case_045,4,31878,37053,3.390116859633498,0,1.0,4,207,fixed_8,0,45056,72,60,12,0,37053,3.390116859633498,37053,1.0,0.0,0.0,0,b_candidate_local1_fixed_8_merge_0_1,1.0,73,10
case_045,5,26164,34994,3.589586786306224,0,1.0,5,413,fixed_4,0,32768,72,60,12,0,34994,3.589586786306224,34994,1.0,0.0,0.0,0,b_candidate_local1_fixed_4_merge_0_1,1.0,73,10
case_046,2,158876,150352,1.8387184739810578,3553184,4.347411895933194,2,63,local1_a_selected_split_0_1,524288,0,72,53,19,5,124548,2.2196663133892156,128678,1.1684359408756742,0.7441333446289393,0.7598907150118603,3553184,local1_paired_b_plan_merge_1_31,1.0331599062208947,73,17
case_046,3,142176,132915,2.0799383064364445,4050240,4.8156823731572755,3,992,local1_fixed_1_move_4_1_0,524288,0,72,48,24,0,109653,2.5211804510592506,111381,1.1933363859186037,0.5095272329352785,0.5409870453476399,4062816,local1_b_candidate_local1_fixed_1_move_4_2_0_move_124_0_0,1.015758802768734,73,21
case_046,4,124612,106184,2.6035466736984856,4579360,5.314159959000332,4,125,local1_a_selected_move_42_0_0,524288,0,72,60,12,0,86016,3.2139950706845237,94895,1.1189630644396438,0.6055934625757821,0.5134194486771021,4564640,a_selected,1.1032249813988095,73,12
case_046,5,124612,106184,2.6035466736984856,4579360,5.314159959000332,4,125,local1_a_selected_move_42_0_0,524288,0,72,60,12,0,79427,3.4806174222871316,94895,1.1189630644396438,0.6055934625757821,0.5998476665281817,4567712,local1_b_candidate_local1_a_selected_move_54_4_0_merge_124_31,1.194744860060181,73,12
case_047,2,321420,215262,1.5167934888647323,869574,2.8743161860749833,2,3428,fixed_4,14976,11782,44,28,16,14,215054,1.518260529913417,215054,1.000967198936081,0.15658694636960627,0.15658694636960627,869574,b_candidate_local1_fixed_4_split_1003_1,1.0,45,15
case_047,3,321420,209325,1.5598136868505912,1429452,4.081100654823232,3,3428,fixed_4,13440,11046,44,28,16,12,209124,1.5613129052619499,209124,1.0009611522350377,0.2964390316773626,0.2964390316773626,1429452,b_candidate_local1_fixed_4_split_1003_1,1.0,45,14
case_047,4,321420,206889,1.5781796035555298,1755986,4.7849257019196365,4,3428,fixed_4,13376,10022,44,30,14,14,206687,1.579721995094031,206687,1.0009773231988466,0.36695562814824784,0.36695562814824784,1755986,b_candidate_local1_fixed_4_split_1003_1,1.0,45,12
case_047,5,321420,205158,1.5914953353025474,2009624,5.331627660354096,5,3428,fixed_4,12416,8262,44,30,14,14,204571,1.5960620029231904,204571,1.0028694194191747,0.41006694727654,0.41006694727654,2009624,b_candidate_local1_fixed_4_split_1003_1,1.0,45,12
case_048,2,218441,150276,1.4787457744416939,892262,3.151117432917862,2,1728,fixed_1,13952,10822,72,40,32,16,150024,1.4812296699194796,150024,1.001679731243001,0.15854833368455912,0.15854833368455912,892262,b_candidate_local1_fixed_1_merge_1129_1130,1.0,73,32
case_048,3,191366,135690,1.637703589063306,1118538,3.6966368523831337,3,1728,fixed_1,10368,10310,72,38,34,16,135690,1.637703589063306,135690,1.0,0.17032613195541177,0.17032613195541177,1118538,b_candidate_local1_fixed_1_merge_1129_1130,1.0,73,32
case_048,4,172737,120337,1.846647332075754,1192206,3.8742399768557583,4,1728,local1_fixed_1_swap_0_5,12288,10308,72,43,29,17,120273,1.8476299751398901,120273,1.0005321227540678,0.17761855971355545,0.17761855971355545,1192206,local1_paired_b_plan_merge_1129_1130,1.0,73,29
case_048,5,174566,100325,2.2150012459506603,1064404,3.566127437980665,5,1727,local1_a_selected_swap_0_7,10304,10308,72,42,30,16,100312,2.2152883005024324,100312,1.000129595661536,0.17228034069646417,0.17228034069646417,1064404,a_selected,1.0,73,31
case_049,2,160206,137913,1.4231870817109338,628798,5.122184345089813,2,537,local1_fixed_8_merge_501_502,24576,27780,72,50,22,13,137886,1.423465761571153,137904,1.0000652627915072,0.038791274798482794,0.038791274798482794,628798,local1_paired_b_plan_swap_0_1,1.000130542622166,73,22
case_049,3,160206,121826,1.6111174954443221,1755192,12.506437655696866,3,1076,local1_fixed_4_swap_0_0,19488,20550,72,49,23,15,121755,1.6120569997125376,121828,0.9999835834126801,0.08749973812167533,0.0885053508883865,1755192,local1_b_candidate_local1_fixed_4_swap_0_5_swap_0_8,1.0005995646996018,73,20
