case,cores,a_new_makespan,b_makespan,b_speedup,b_added_bytes,b_copy_amplification,b_active,b_groups,b_source,b_peak_L1,b_peak_UB,b_calls,b_valid,b_errors,b_cycle_errors,l2_makespan,l2_speedup,paired_makespan,cache_gain,paired_hit_rate,selected_hit_rate,selected_added_bytes,selected_source,l2_extra_search_gain,l2_calls,l2_errors
case_074,2,859741,862860,1.9496082794427834,8094048,3.14313765778208,2,1805,fixed_2,524288,49156,72,49,23,6,862355,1.9507499811562523,862355,1.00058560569603,0.12379621501843081,0.12379621501843081,8094048,b_candidate_local1_fixed_2_swap_0_13,1.0,73,21
case_074,3,578393,599695,2.805157621791077,9232816,3.4446600337646767,3,1805,local1_fixed_2_move_1_0_0,524288,49156,72,49,23,8,597826,2.813927463843995,597826,1.0031263277274658,0.25174343565404445,0.2489462901628709,9232816,local1_paired_b_plan_merge_1_0,1.0,73,22
case_074,4,438898,477149,3.525605209274252,8028492,3.1257797755093826,4,904,local1_fixed_4_split_0_1,524288,73738,72,54,18,10,475387,3.5386727024508455,475387,1.003706453899665,0.37150723079518044,0.37150723079518044,8028492,local1_paired_b_plan_merge_12_13,1.0,73,16
case_074,5,366949,394142,4.268103881342257,12681708,4.357855794751436,5,1805,local1_fixed_2_move_12_3_0,524288,49162,72,52,20,8,386605,4.351312062699654,386605,1.0194953505515967,0.3343316979657541,0.3343316979657541,12681708,local1_paired_b_plan_merge_1_8,1.0,73,19
case_075,2,1357733,959724,1.5023162909336434,5156358,3.806654728144612,2,7410,fixed_1,49408,34884,44,26,18,16,959672,1.5023976942121893,959672,1.0000541851799365,0.14210296864742655,0.14210296864742655,5156358,b_candidate_local1_fixed_1_merge_1419_1420,1.0,45,16
case_075,3,1099067,796841,1.8094061425052175,7685900,5.183508510279285,3,7410,local1_fixed_1_swap_0_1,49280,29254,44,28,16,16,794064,1.8157339962521912,794064,1.0034971992181991,0.24299495848978328,0.24299495848978328,7685900,local1_paired_b_plan_merge_1419_1420,1.0,45,16
case_075,4,874977,636045,2.266834893757517,9161746,5.986825532470784,4,7409,a_selected,24832,24646,44,28,16,16,630793,2.2857086239067335,630793,1.0083260277143216,0.3442091284141434,0.3442091284141434,9161746,b_candidate_fixed_1,1.0,45,16
case_075,5,711096,573688,2.513228444729539,9649940,6.252554172404596,5,7409,a_selected,24704,20612,44,28,16,16,568367,2.5367570601389593,568367,1.0093619087666947,0.28848210429666005,0.28848210429666005,9649940,b_candidate_fixed_1,1.0,45,16
case_076,2,3065465,3189150,1.9394236708840913,45742012,11.710724349364995,2,2034,local1_a_selected_split_708_1,524288,22660,44,35,9,2,3188397,1.9398817023099695,3188876,1.000085923692235,0.09185581094426926,0.08645712946281685,45801404,local1_paired_b_plan_move_715_1_0,1.0001502322326863,45,9
case_076,3,2063432,2137226,2.8939910893840897,52466932,13.28539851086737,3,2034,local1_a_selected_split_708_2,524288,24618,44,30,14,14,2134750,2.89734769879377,2134867,1.0011049868680344,0.14527055606736616,0.14458119799616487,52520180,local1_paired_b_plan_move_711_1_0,1.0000548073544913,45,14
case_076,4,1534042,1649600,3.7494622938894278,51999092,13.175851399568312,4,2033,local1_a_selected_move_715_3_0,524288,24582,44,31,13,13,1640191,3.770971185672888,1643554,1.003678613541143,0.17871966552699592,0.18019099344952502,52050292,local1_paired_b_plan_move_722_3_0,1.002050370962894,45,13
case_076,5,1245872,1392492,4.441758372759054,53169512,13.449911184979232,5,2034,local1_a_selected_split_708_1,524288,24582,44,32,12,12,1339454,4.617637485124535,1340123,1.0390777562955043,0.17734884322123495,0.17829256293925483,53241192,local1_b_candidate_local1_a_selected_move_1960_4_390_split_1960_2,1.0004994572415327,45,9
case_077,2,248734,281500,1.7595737122557726,2614918,2.2211482422385775,2,2243,fixed_2,188416,40966,72,51,21,3,281381,1.760317860836375,281381,1.0004229141271088,0.09947317664563414,0.09947317664563414,2614918,b_candidate_local1_fixed_2_merge_2041_2042,1.0,73,17
case_077,3,168976,222860,2.2225612492147535,4066332,2.8989483319012215,3,2243,local1_fixed_2_swap_0_0,163840,36864,72,55,17,2,222804,2.223119872174647,222804,1.000251341986679,0.09452494931521967,0.09452494931521967,4066332,local1_paired_b_plan_merge_2049_2055,1.0,73,14
case_077,4,127832,202562,2.445276014257363,4054934,2.8936255463817386,4,2243,local1_fixed_2_move_2034_3_211,212992,32768,72,50,22,2,201422,2.4591156874621443,201448,1.0055299630673922,0.08617854707083754,0.08656381532991576,4054934,local1_paired_b_plan_swap_0_0,1.0001290822253777,73,21
case_077,5,115617,164726,3.0069327246457753,4269042,2.993612470579445,5,2243,local1_fixed_2_swap_0_0,212992,36864,72,48,24,5,162277,3.052311787868891,162277,1.0150914793840162,0.12007452770414202,0.12007452770414202,4269042,local1_paired_b_plan_merge_2041_2049,1.0,73,22
case_078,2,1080972,1203556,1.9077990554656368,12549000,6.351185115441297,2,66,local1_a_selected_move_16_1_0,523968,0,72,61,11,0,1146519,2.0027081975963763,1187913,1.0131684727753631,0.18480246827056443,0.2602821202383928,13844016,local1_b_candidate_local1_a_selected_move_8_0_0_move_16_1_0,1.0361040680529499,73,11
case_078,3,817424,896611,2.560913261157849,14491128,7.179353610610774,3,11,local1_a_selected_move_4_2_0,523776,0,72,64,8,0,826047,2.779675974853731,898072,0.9983731816602678,0.17177023103724465,0.47392479639073803,14351304,local1_b_candidate_local2_a_selected_split_4_2_split_5_2,1.0871923752522556,73,8
case_078,4,619540,657024,3.494762748392753,14227296,7.066849516947765,4,63,local1_a_selected_move_8_0_0,522360,0,72,61,11,0,578666,3.967993626720768,605788,1.0845774429338317,0.37516447656976437,0.5947921840111492,15314808,local1_b_candidate_local1_a_selected_move_8_2_0_move_16_0_0,1.0468698696657484,73,12
case_078,5,620100,603586,3.8041687514289597,14922600,7.36334329457999,5,65,local1_a_selected_move_11_4_0,523008,0,72,61,11,0,550563,4.1705363418900285,591165,1.0210110544433448,0.17738391927165695,0.3565910007286,14829384,local1_b_candidate_local1_a_selected_move_9_4_0_split_11_1,1.073746328758017,73,8
case_079,2,14893820,14997472,2.0704990147672886,40783872,5.361366622864652,2,388,local1_a_selected_merge_0_2,522240,0,44,44,0,0,14995776,2.0707331851315995,14995776,1.0001130985152085,0.472485935302391,0.472485935302391,40783872,local1_paired_b_plan_merge_0_3,1.0,45,0
case_079,3,9965372,10001130,3.104874249209839,40869888,5.370565045992116,3,391,local1_fixed_48_split_8_2,522240,0,44,44,0,0,9998802,3.1055971505386344,9998802,1.0002328278927815,0.5744494165131175,0.579275247872247,40869888,local1_paired_b_plan_merge_0_1,1.0,45,0
case_079,4,7501148,8204821,3.784634789716924,224258048,24.981822163819537,4,4680,fixed_4,524288,0,44,34,10,6,8202078,3.785900475464876,8202078,1.000334427446313,0.039925790772910565,0.039925790772910565,224258048,b_candidate_local1_fixed_4_merge_0_4,1.0,45,10
case_079,5,6063684,6697972,4.636067603746328,161071104,18.224704336399473,5,1169,local1_a_selected_move_41_1_0,524288,0,44,34,10,10,6649269,4.670024780167564,6698895,0.9998622160819061,0.03222569565049593,0.029924754003472893,161087488,local1_b_candidate_local1_a_selected_move_41_0_0_move_57_0_0,1.0074633768012695,45,10
case_080,2,145926,156004,1.8726314709879235,3784704,2.9130434782608696,2,140,local2_fixed_8_split_2_2,524288,0,72,59,13,4,154846,1.8866357542332381,155116,1.005724747930581,0.30776092774308655,0.3095450490633363,3784704,local2_paired_b_plan_split_1_2,1.0017436679023028,73,13
case_080,3,100325,129084,2.2631619720492084,5238784,3.648033126293996,3,137,local1_fixed_8_merge_40_46,352256,0,72,52,20,4,117720,2.481634386680258,119007,1.0846756913458873,0.3172161172161172,0.3582474226804124,6311936,local1_fixed_4_merge_17_19,1.0109327217125381,73,14
case_080,4,100325,126756,2.3047271924011485,5545984,3.803312629399586,4,138,local1_fixed_8_move_24_1_0,258048,0,72,53,19,5,98935,2.9528276140900593,99146,1.2784782038609728,0.32634521313766596,0.31795946890286514,5545984,local1_b_candidate_local2_fixed_8_split_0_1_swap_0_11,1.0021327133976854,73,19
case_080,5,111314,132635,2.2025709654314474,5824512,3.9440993788819876,5,138,local1_fixed_8_swap_0_10,204800,0,72,52,20,4,102354,2.854192312953084,104412,1.2703041795962149,0.29202947086403214,0.3171542553191489,5861376,local1_fixed_8_move_17_3_0,1.0201066885514978,73,20
case_081,2,76860,82834,1.8325204626119709,14348,1.008240578012107,2,72,local1_a_selected_move_4_1_0,0,16394,72,60,12,0,82834,1.8325204626119709,82834,1.0,0.009686750908605884,0.009686750908605884,14348,local1_paired_b_plan_merge_10_11,1.0,73,17
case_081,3,51943,57311,2.6486189387726613,8200,1.004709558105609,3,218,local1_fixed_16_move_40_2_27,0,18440,72,60,12,0,56258,2.6981940346261863,57311,1.0,0.007779558905087862,0.015438950935345624,16400,local1_b_candidate_local1_fixed_16_move_40_2_54_move_81_2_27,1.0187173379785985,73,10
case_081,4,39588,43228,3.511497177755159,0,1.0,4,146,fixed_24,0,16394,72,60,12,0,43193,3.5143426018104784,43228,1.0,0.0,0.015409213174576303,20496,local1_b_candidate_local1_fixed_24_merge_13_14_move_13_3_0,1.0008103164864677,73,10
case_081,5,30943,36868,4.117256157101009,8200,1.004709558105609,5,218,local1_fixed_16_move_40_1_41,0,16394,72,60,12,0,36868,4.117256157101009,36868,1.0,0.007779558905087862,0.007779558905087862,8200,b_candidate_local1_fixed_16_move_40_2_41,1.0,73,10
case_082,2,707190,501895,1.4366371452196176,3592070,7.067624314618433,2,4113,local1_fixed_1_swap_0_2,49408,49222,72,37,35,16,501312,1.4383078801225584,501563,1.0006619308043057,0.08983381387218367,0.08983381387218367,3592070,local1_paired_b_plan_swap_0_1,1.0005006861994128,73,33
case_082,3,565989,384483,1.875352096191509,4119308,7.9582200180403575,3,4113,local1_fixed_1_swap_0_1,49280,41478,72,40,32,16,381168,1.8916619443395037,381538,1.0077187593372088,0.20769830032930622,0.20917696545858475,4119308,local1_b_candidate_local1_fixed_1_swap_0_10_swap_0_21,1.0009707005834698,73,31
case_082,4,594155,340254,2.1191257119681177,5323538,9.992371698935484,4,4113,fixed_1,45056,33862,72,42,30,16,339038,2.1267262076817346,339038,1.0035866186091236,0.2895416932323798,0.2895416932323798,5323538,b_candidate_local1_fixed_1_merge_1270_1271,1.0,73,30
case_082,5,576011,295059,2.443718036053806,5116374,9.64243605639132,5,4113,local1_fixed_1_swap_0_0,49152,24708,72,44,28,16,292556,2.4646255759581073,292608,1.0083763943569555,0.33316457895019536,0.33609016283845633,5116374,local1_paired_b_plan_swap_0_14,1.0001777437482056,73,28
case_083,2,624895,588191,1.7987235438828544,14255232,10.91113978686008,2,3844,local1_fixed_1_move_0_1_0,524288,0,72,48,24,0,514376,2.0568475201020266,514849,1.1424534183809234,0.7246616689806695,0.7263883378153977,14271616,b_candidate_local1_fixed_1_move_4_1_0,1.000919560788217,73,29
case_083,3,512623,482061,2.1947284679739703,14975968,11.41224108394331,3,82,a_selected,524288,0,72,60,12,0,374528,2.8248702366712237,374528,1.2871160500683527,0.8121012074704959,0.8121012074704959,14975968,b_candidate_local1_a_selected_merge_15_16,1.0,73,10
case_083,4,450029,363754,2.9085398373626132,14409920,11.018688677776048,4,242,local1_a_selected_move_42_3_0,524288,0,72,60,12,0,272514,3.882343659408324,275324,1.3211852217750724,0.7571939874119469,0.7848959806099778,14810400,local1_a_selected_split_15_1,1.0103113968456667,73,12
case_083,5,442480,356909,2.964321437677391,15182624,11.555921418559636,5,160,local1_a_selected_move_2_1_0,524288,0,72,60,12,0,237241,4.4595706475693495,245594,1.4532480435189785,0.8362174386792822,0.8246056588247056,15524128,local1_b_candidate_local1_a_selected_move_2_2_0_move_5_1_0,1.0352089225724053,73,10
case_084,2,1255829,1253876,1.999728840810415,9216,1.0006962655056197,2,8616,local1_fixed_1_move_16_1_0,16896,13920,44,39,5,0,1253876,1.999728840810415,1253876,1.0,0.0,0.0,9216,b_candidate_local1_fixed_1_move_23_1_2152,1.0,45,4
case_084,3,843394,836168,2.9986940423455573,9216,1.0006962655056197,3,8616,local1_fixed_1_move_7_1_1436,13824,13920,44,42,2,0,836116,2.9988805381071524,836168,1.0,0.0,0.0,18432,local1_b_candidate_local1_fixed_1_move_7_2_1436_move_23_0_1435,1.0000621923273805,45,3
case_084,4,647968,627852,3.993635442747654,9216,1.0006962655056197,4,8616,local1_fixed_1_move_32_1_0,16896,13920,44,44,0,0,627288,3.99722615449363,627852,1.0,0.0,0.0,9216,local1_b_candidate_local1_fixed_1_move_32_2_0_merge_39_64,1.0008991085434442,45,0
case_084,5,503472,503420,4.9807556314806725,9216,1.0006962655056197,5,8616,local1_fixed_1_move_7_2_1720,13824,9314,44,44,0,0,502296,4.991901189736729,503420,1.0,0.0,0.0,18432,local1_b_candidate_local1_fixed_1_move_7_2_860_move_15_3_1720,1.0022377243696943,45,0
case_085,2,3125140,2270897,1.4038060731067943,15902342,10.411151104256646,2,19737,local1_fixed_1_swap_0_2,67712,71814,44,26,18,16,2270171,1.4042550098648956,2270429,1.000206128445329,0.059566200758385195,0.059566200758385195,15902342,local1_paired_b_plan_swap_0_1,1.0001136478265293,45,16
case_085,3,2615433,1686610,1.8901221977813485,20173324,12.938757224509894,3,19737,local1_fixed_1_swap_0_1,49536,58502,44,25,19,16,1683271,1.893871515638302,1683271,1.0019836378099545,0.16884475902093957,0.16884475902093957,20173324,local1_paired_b_plan_merge_2035_2036,1.0,45,17
case_085,4,2239926,1495900,2.1310909820175143,26305010,16.56754495086209,4,19737,local1_fixed_1_swap_0_1,53376,46086,44,28,16,16,1481702,2.151511572502433,1481714,1.009574047353268,0.27235440975467007,0.27235440975467007,26305010,local1_paired_b_plan_swap_0_2,1.0000080987944944,45,17
case_085,5,1914860,1219650,2.61378182265404,26506324,16.68668441304963,5,19737,local1_fixed_1_swap_0_0,49280,36870,44,28,16,16,1210366,2.6338305933907593,1210366,1.0076704071330491,0.2827572502456883,0.2827572502456883,26506324,local1_paired_b_plan_merge_2073_2074,1.0,45,17
case_086,2,113780,94790,1.2491085557548265,325414,1.9627006526202437,2,331,local1_fixed_16_split_225_1,48288,40996,44,31,13,2,94782,1.2492139857778903,94790,1.0,0.07799899894332907,0.07799899894332907,325414,local1_paired_b_plan_split_163_2,1.0000844042117703,45,11
case_086,3,114521,91874,1.288754163310621,436492,2.2913123997846294,3,331,local1_fixed_16_split_225_1,48288,36194,44,35,9,5,91500,1.2940218579234972,91874,1.0,0.10719154432680576,0.1881267510781382,2134540,fixed_4,1.0040874316939892,45,9
case_086,4,114521,90391,1.3098981093250435,462316,2.3677097940370744,4,331,local1_fixed_16_split_163_2,48288,36194,44,36,8,5,90022,1.3152673790851126,90402,0.999878321276078,0.12864517156497865,0.2668919079739707,2505938,fixed_4,1.004221190375686,45,8
case_086,5,114521,89153,1.3280876695119626,2778744,9.220601025968724,5,1319,fixed_4,30048,19252,44,33,11,11,86643,1.3665616379857577,86643,1.0289694493496302,0.3104547267256182,0.3104547267256182,2778744,b_candidate_local1_fixed_4_split_1298_1,1.0,45,9
case_087,2,2038849,2283704,1.7401865565765091,12814366,3.164918708897876,2,6888,local1_fixed_4_merge_511_512,520704,41622,44,28,16,16,2280701,1.7424778609734464,2280701,1.001316700435524,0.36997021005741504,0.36997021005741504,12814366,local1_paired_b_plan_split_1034_1,1.0,45,15
case_087,3,1365116,1789827,2.220365990679546,13741884,3.3216179221901716,3,6889,fixed_4,520704,32406,44,28,16,16,1783622,2.22809036892346,1783622,1.0034788761295834,0.389831818234534,0.389831818234534,13741884,b_candidate_local1_fixed_4_merge_239_240,1.0,45,15
case_087,4,1038811,1553448,2.558225959285409,18567128,4.1368171299072936,4,6889,fixed_4,520704,37014,44,28,16,16,1548682,2.566098785935395,1548682,1.0030774555396136,0.5061538028967623,0.5061538028967623,18567128,b_candidate_local1_fixed_4_merge_511_512,1.0,45,15
case_087,5,833349,1391400,2.856167169757079,19549802,4.30283465487478,5,6889,fixed_4,520704,37014,44,32,12,12,1386485,2.8662920983638482,1386485,1.0035449355744923,0.5141829984898909,0.5141829984898909,19549802,b_candidate_local1_fixed_4_merge_1557_1558,1.0,45,12
case_088,2,200725,132430,1.8396360341312392,1342458,1.7336645902990384,2,1655,local1_fixed_2_swap_0_21,89472,45072,72,42,30,16,132392,1.840164058251254,132430,1.0,0.10621667675154636,0.10838064069393365,1342458,b_candidate_local1_fixed_2_swap_0_6,1.0002870264064294,73,30
case_088,3,202290,114528,2.127191603799944,1813644,1.9911717031060259,3,1655,local1_fixed_2_swap_0_17,86208,32770,72,41,31,16,114470,2.128269415567398,114470,1.0005066829737048,0.18774484670228386,0.18774484670228386,1813644,local1_paired_b_plan_merge_1035_1036,1.0,73,31
case_088,4,202428,111240,2.190066522833513,2318122,2.266873173978767,4,1655,local1_fixed_2_swap_0_20,86208,32768,72,42,30,17,104870,2.3230952607990845,104992,1.059509295946358,0.20300624668595402,0.20449466031610183,2318122,b_candidate_local1_fixed_2_swap_0_14,1.001163345093926,73,30
case_088,5,202618,107616,2.2638176479333927,2309560,2.262193968951764,5,1654,local1_a_selected_swap_0_12,86208,32768,72,45,27,15,105135,2.3172397393826984,105343,1.0215771337440551,0.17684043132478752,0.1771444655381376,2309560,local1_paired_b_plan_swap_0_14,1.0019784087126076,73,27
case_089,2,347224,346832,1.998350786547954,238720,1.4214689265536724,2,320,fixed_16,259200,0,44,44,0,0,346832,1.998350786547954,346832,1.0,0.0,0.0,238720,b_candidate_fixed_4,1.0,45,0
case_089,3,243614,243614,2.8450417463692563,477440,1.8429378531073446,3,320,fixed_16,259200,0,44,44,0,0,243614,2.8450417463692563,243614,1.0,0.0,0.0,477440,b_candidate_fixed_4,1.0,45,0
case_089,4,178160,178160,3.8902784014369107,716160,2.2644067796610168,4,320,fixed_16,259200,0,44,44,0,0,178160,3.8902784014369107,178160,1.0,0.0,0.0,716160,b_candidate_fixed_4,1.0,45,0
case_089,5,147432,147432,4.701096098540344,954880,2.685875706214689,5,320,fixed_16,259200,0,44,44,0,0,147432,4.701096098540344,147432,1.0,0.0,0.0,954880,b_candidate_fixed_4,1.0,45,0
case_090,2,593676,652852,1.804946603518102,21752856,10.761858090642772,2,1663,local1_fixed_1_merge_245_256,524088,0,72,38,34,10,643929,1.8299579612037973,643981,1.0137752511331857,0.02660713619210078,0.02660713619210078,21752856,local1_paired_b_plan_merge_501_512,1.000080754244645,73,33
case_090,3,488759,504447,2.3359500601648935,21670368,10.724840599689816,3,1664,local1_fixed_1_move_0_2_0,524088,0,72,38,34,10,451716,2.608636842617928,502557,1.0037607674353357,0.021075213515998007,0.23258426637566085,22462104,local1_a_selected_split_4_1,1.1125508062587999,73,3
case_090,4,459566,489493,2.407313281293093,21553344,10.672324659658797,4,1664,local1_fixed_1_move_217_2_0,524280,0,72,36,36,8,440759,2.6734859639848536,441218,1.1094130339197403,0.2254791454730417,0.225912411357979,21553992,local1_paired_b_plan_merge_857_896,1.001041385428318,73,33
case_090,5,456367,458600,2.5694788486698648,21618936,10.701759865586766,5,1664,local1_fixed_1_move_217_1_0,524088,0,72,39,33,7,403652,2.9192547045474817,420897,1.0895777351703624,0.1255776158452644,0.19437109237491287,21618936,local1_b_candidate_local1_fixed_1_move_245_1_0_move_217_1_0,1.0427224440854994,73,31
case_091,2,4582522,4634177,1.9823949322608956,71155732,11.817794667279651,2,1974,local1_a_selected_split_64_2,523776,4102,44,34,10,8,4627138,1.9854106361210753,4627138,1.0015212427206623,0.10228870938604043,0.10228870938604043,71155732,local1_paired_b_plan_split_50_1,1.0,45,10
case_091,3,3106295,3124069,2.9406421561111484,79873092,13.143093527542334,3,1973,local1_fixed_16_move_50_0_0,523776,4102,44,34,10,10,3111645,2.9523833856368578,3112403,1.0037482292620847,0.14978936134168122,0.14571435196159044,79866948,local1_b_candidate_local1_fixed_16_move_53_0_0_split_53_1,1.000243601053462,45,9
case_091,4,2345612,2399292,3.828949956903953,79719968,13.119814110072038,4,1973,local1_a_selected_move_121_1_0,523776,4102,44,34,10,8,2375526,3.8672567675537963,2375564,1.0099883648683008,0.18945351048360035,0.18983531985234717,79719968,local1_paired_b_plan_split_50_1,1.0000159964572057,45,10
case_091,5,2015028,1968372,4.667191465840807,81855424,13.444467147567462,5,1973,fixed_16,523776,4102,44,34,10,4,1949870,4.71147768825614,1955324,1.0066730628785818,0.15495015779553262,0.16304877021056308,81790912,local1_b_candidate_local1_fixed_16_merge_139_149_move_82_2_0,1.0027971095508932,45,10
case_092,2,2772068,2549768,1.8886243768060467,66403104,21.38826280470431,2,17608,local1_fixed_1_move_0_1_0,524288,0,44,39,5,0,2256518,2.134064075713112,2256784,1.129823678296195,0.7715601426037183,0.771946177661348,66419488,b_candidate_local1_fixed_1_move_4_1_0,1.0001178807348312,45,9
case_092,3,2009146,1831933,2.628673646907392,67442752,21.707474036883838,3,92,local1_a_selected_move_31_0_0,524288,0,44,44,0,0,1503209,3.203515944888568,1535495,1.1930569620871445,0.7695866973167713,0.8143289911718259,66918720,a_selected,1.0214780512889425,45,0
case_092,4,1819395,1808909,2.662131704801071,67222688,21.639906070996965,4,92,local1_a_selected_move_51_3_0,524288,0,44,44,0,0,1467630,3.28117713592663,1467630,1.2325374924197516,0.7973112520191732,0.7973112520191732,67222688,local1_paired_b_plan_split_0_1,1.0,45,2
case_092,5,1697048,1649430,2.919526139332982,66980256,21.5654702836538,5,17608,fixed_1,524288,0,44,42,2,0,1184877,4.064180501436014,1351088,1.220816112644032,0.580675424788359,0.6997584800242461,67040032,local1_b_candidate_fixed_4_move_0_2_0,1.140277007655647,45,0
case_093,2,37827,37827,1.9616940280751844,8192,1.011461318051576,2,35,fixed_16,20480,0,72,72,0,0,37827,1.9616940280751844,37827,1.0,0.0,0.0,8192,b_candidate_fixed_4,1.0,73,6
case_093,3,25103,25103,2.956021192686133,16384,1.0229226361031518,3,138,fixed_4,20480,0,72,66,6,0,25103,2.956021192686133,25103,1.0,0.0,0.0,16384,b_candidate_fixed_8,1.0,73,0
case_093,4,19779,19779,3.751706355225239,24576,1.0343839541547277,4,138,fixed_4,20480,0,72,66,6,0,19779,3.751706355225239,19779,1.0,0.0,0.0,24576,b_candidate_fixed_8,1.0,73,0
case_093,5,15876,15876,4.674036281179139,32768,1.0458452722063036,5,35,fixed_16,20480,0,72,72,0,0,15876,4.674036281179139,15876,1.0,0.0,0.0,32768,b_candidate_fixed_4,1.0,73,6
case_094,2,48073,50296,1.886670908223318,390068,1.7405998192492007,2,162,local1_fixed_4_move_123_1_0,99840,49154,72,56,16,0,50231,1.889112301168601,50280,1.0003182179793157,0.12208512045898669,0.11903568089114143,426932,local1_b_candidate_local1_fixed_4_move_126_1_0_move_119_0_36,1.0009754932213175,73,15
case_094,3,32222,42927,2.2105434807929742,458824,1.8711429070500407,3,162,local1_fixed_4_move_119_1_27,82944,45056,72,54,18,7,42326,2.241931673203232,42366,1.0132417504602746,0.09095626739632967,0.10180394350440498,468040,b_candidate_local1_fixed_4_move_119_0_21,1.00094504559845,73,20
case_094,4,24640,37104,2.5574601121172917,1188240,3.256043380191839,4,324,local1_fixed_2_move_239_3_34,62208,28672,72,45,27,3,36056,2.6317949855779896,36383,1.0198169474754692,0.07038422071169328,0.12188926999253767,1192080,local1_b_candidate_local1_fixed_2_move_239_0_58_move_0_1_0,1.0090692256489904,73,29
case_094,5,21573,34668,2.737163955232491,1228180,3.3318751756244636,5,324,local1_fixed_2_move_260_0_0,71424,28674,72,47,25,2,32697,2.902162277884821,33085,1.0478464560979295,0.14608045194863686,0.12602865800823415,1228180,local1_paired_b_plan_move_252_4_34,1.011866532097746,73,20
case_095,2,1042890,1042787,1.999308583632132,0,1.0,2,3696,local1_fixed_1_swap_0_15,36864,55488,72,51,21,0,1040574,2.003560534858645,1042787,1.0,0.0,0.0,36864,local1_b_candidate_local1_fixed_1_swap_0_23_move_15_0_924,1.002126710834597,73,19
case_095,3,695775,695672,2.9968907761128807,0,1.0,3,3696,local1_fixed_1_swap_0_15,36864,55488,72,51,21,0,695672,2.9968907761128807,695672,1.0,0.0,0.0,0,b_candidate_local1_fixed_1_swap_0_23,1.0,73,20
case_095,4,524422,524319,3.9763064088846676,0,1.0,4,3696,local1_fixed_1_swap_0_15,36864,55488,72,51,21,0,524150,3.9775884765811313,524319,1.0,0.0,0.0,36864,local1_b_candidate_local1_fixed_1_swap_0_23_move_0_2_0,1.0003224267862254,73,19
case_095,5,420852,420749,4.955099120853525,0,1.0,5,3696,local1_fixed_1_swap_0_15,36864,55488,72,51,21,0,420749,4.955099120853525,420749,1.0,0.0,0.0,0,b_candidate_local1_fixed_1_swap_0_23,1.0,73,20
case_096,2,44010,46721,1.8020590312707347,114048,1.5194436094334982,2,300,local1_fixed_4_swap_0_1,62208,24596,72,58,14,9,46618,1.8060405851816894,46620,1.0021664521664522,0.2904327581134151,0.2904327581134151,114048,local1_b_candidate_local1_fixed_4_swap_0_3_swap_0_7,1.0000429018833927,73,12
case_096,3,30318,32111,2.621967550060727,208156,1.9480683919511017,3,300,local1_fixed_4_swap_0_3,63744,24590,72,57,15,7,31795,2.6480264192483096,31815,1.0093037875216093,0.2777067485449977,0.2777067485449977,208156,local1_paired_b_plan_split_55_1,1.0006290297216542,73,12
case_096,4,26984,29818,2.8235964853444226,226320,2.0307982401005655,4,300,local1_fixed_4_swap_0_6,63744,24584,72,53,19,9,28935,2.90976326248488,28940,1.0303386316516931,0.45778932811978446,0.45778932811978446,226320,local1_paired_b_plan_swap_0_3,1.000172801105927,73,16
case_096,5,26984,29730,2.8319542549613184,278712,2.2694231137102725,5,299,local1_fixed_4_merge_62_63,63744,24582,72,53,19,9,28782,2.9252310471822667,29214,1.017662764428014,0.4480231420571467,0.4480231420571467,278712,local1_b_candidate_local1_fixed_4_swap_0_5_merge_55_56,1.0150093808630394,73,16
case_097,2,5192028,5605050,2.0502063317900823,92143616,19.25974025974026,2,6592,fixed_1,524288,0,44,30,14,10,5604688,2.0503387521303593,5604688,1.0000645887871011,0.002510186263096624,0.002510186263096624,92143616,b_candidate_local1_fixed_1_merge_309_312,1.0,45,13
case_097,3,3577028,4149567,2.7693272575186763,13385728,3.6525974025974026,3,1648,local1_a_selected_move_309_2_0,524288,0,44,42,2,2,4127842,2.783902339285273,4136614,1.0031313049755186,0.31401303538175046,0.313233414662484,13441024,local1_paired_b_plan_move_618_2_0,1.0021250813379001,45,3
case_097,4,2608028,2848231,4.034612712241388,11851776,3.3486201298701297,4,1648,local1_fixed_4_move_0_2_0,524288,0,44,44,0,0,2785976,4.124769560111071,2792163,1.0200804895702722,0.28427753023551877,0.32136057875364893,11925504,local1_b_candidate_local1_fixed_4_move_0_1_0_move_103_2_0,1.002220765720882,45,2
case_097,5,2102348,2591914,4.433599648753778,100177920,20.851866883116884,5,6592,local1_fixed_1_move_13_2_0,524288,0,44,34,10,4,2588705,4.4390956095808525,2594921,0.9988411978630564,0.05206177360292947,0.052157299793026586,100177920,local1_b_candidate_local1_fixed_1_move_13_3_0_move_5_2_0,1.0024012006003002,45,10
case_098,2,94351,113927,1.5574007917350585,907806,2.300592841772279,2,1365,local1_fixed_1_swap_0_22,131072,53258,72,43,29,10,113696,1.5605650154798762,113725,1.001776214552649,0.3141872000350644,0.3141872000350644,907806,local1_paired_b_plan_swap_0_19,1.000255066141289,73,30
case_098,3,69315,90666,1.9569629188449915,1019686,2.460880752556612,3,1364,local1_fixed_1_merge_959_976,98304,32778,72,41,31,9,87119,2.0366395390213388,88777,1.0212780337249512,0.20617383182273696,0.20617383182273696,1019686,local1_paired_b_plan_merge_967_984,1.0190314397548181,73,29
