case,cores,old_makespan,new_makespan,old_speedup,new_speedup,speedup_delta,old_added_bytes,new_added_bytes,old_groups,new_groups,old_active,new_active,old_source,new_source
case_081,4,60466,39588,2.5104190784903913,3.834369000707285,1.3239499222168938,1445048,0,147,4,4,4,local2_fixed_24_split_1_1,a_affinity_64_bundle_4
case_081,5,60466,30943,2.5104190784903913,4.905632937982743,2.3952138594923515,1445048,0,147,5,4,5,local2_fixed_24_split_1_1,a_affinity_64_bundle_5
case_082,2,708113,707190,1.018256973110224,1.0195859669961396,0.0013289938859155637,1247398,1127460,13,12,1,1,local2_fixed_384_split_7_1,a_refine1_merge_12_8
case_082,3,627783,565989,1.1485513306349486,1.27394878699056,0.12539745635561128,9529624,11400996,1028,3043,3,3,local1_fixed_4_merge_660_661,a_chains_8
case_082,4,595266,594155,1.211292094626604,1.2135570684417365,0.002264973815132576,9529624,9496856,1028,1027,4,4,local1_fixed_4_merge_660_661,a_refine1_merge_336_337
case_082,5,576738,576011,1.250205465913465,1.2517833860811687,0.0015779201677037502,9529624,9496856,1028,1027,5,5,local1_fixed_4_merge_998_999,a_refine1_merge_674_675
case_083,2,678451,624895,1.559424335729478,1.693073236303699,0.13364890057422119,29626176,27912000,81,31,2,2,local1_fixed_48_move_0_1_0,a_affinity_64_bundle_0
case_083,3,556266,512623,1.901955179716179,2.0638812538649263,0.16192607414874738,29642560,14842752,82,3,3,3,local2_fixed_48_split_0_1,a_affinity_64_bundle_3
case_083,4,610371,450029,1.7333605299072203,2.350944050272316,0.6175835203650955,31232832,14977600,242,4,4,4,local2_fixed_16_split_11_1,a_affinity_64_bundle_4
case_083,5,569149,442480,1.8589033803099013,2.3910527029470257,0.5321493226371243,30417728,15058048,160,5,5,5,local1_fixed_24_merge_0_1,a_affinity_64_bundle_5
case_084,2,1277174,1255829,1.9632501131404179,1.996618966435717,0.03336885329529915,29860800,0,26,6,2,2,local1_adaptive_reuse_332_split_0_1,a_affinity_64_bundle_2
case_084,3,844301,843394,2.969808160833636,2.973001942152778,0.0031937813191418307,0,0,46,45,3,3,local1_fixed_192_split_2_1,a_refine1_merge_0_3
case_084,4,654553,647968,3.830724173596332,3.8696540569904685,0.0389298833941365,0,0,181,180,4,4,local1_fixed_48_split_3_1,a_refine1_merge_0_4
case_084,5,509368,503472,4.922594273688178,4.98024120507198,0.05764693138380217,0,0,46,5,5,5,local1_fixed_192_split_4_1,a_affinity_64_bundle_5
case_085,2,3126586,3125140,1.0196102074275264,1.0200819803272814,0.00047177289975497416,9025658,8949752,104,103,2,2,local1_fixed_192_split_22_1,a_refine1_merge_5_6
case_085,3,2756013,2615433,1.1567068079867548,1.218880009543353,0.06217320155659811,46232196,53855140,4934,14679,3,3,local1_fixed_4_merge_523_524,a_chains_8
case_085,4,2598766,2239926,1.2266972093678308,1.423216213392764,0.19651900402493316,46232196,53855140,4934,14679,4,4,local1_fixed_4_merge_1610_1611,a_chains_8
case_085,5,2443670,1914860,1.3045538063650166,1.6648209268562715,0.36026712049125487,67838020,53855140,19737,14679,5,5,local1_fixed_1_swap_0_1,a_chains_8
case_086,2,114156,113780,1.0372034759451978,1.0406310423624539,0.003427566417256056,376952,339222,6,5,1,1,local2_fixed_1536_split_2_1,a_refine1_merge_1_2
case_086,3,114521,114521,1.03389771308319,1.03389771308319,0.0,344118,344118,5,5,1,1,local1_fixed_1536_split_2_1,local1_fixed_1536_split_2_1
case_086,4,114521,114521,1.03389771308319,1.03389771308319,0.0,344118,344118,5,5,1,1,local1_fixed_1536_split_2_1,local1_fixed_1536_split_2_1
case_086,5,114521,114521,1.03389771308319,1.03389771308319,0.0,344118,344118,5,5,1,1,local1_fixed_1536_split_2_1,local1_fixed_1536_split_2_1
case_087,2,2459286,2038849,1.6159450344530892,1.9491737740264237,0.33322873957333443,22299062,12984746,143,245,2,2,local1_fixed_192_merge_45_46,a_affinity_4096_bundle_2
case_087,3,2459286,1365116,1.6159450344530892,2.9111599307311615,1.2952148962780723,22299062,11404800,143,6,2,3,local1_fixed_192_merge_45_46,a_affinity_64_bundle_3
case_087,4,2109363,1038811,1.8840147475801936,3.825595801353663,1.9415810537734692,36270310,25367040,576,196,4,4,local1_fixed_48_split_184_2,a_affinity_64_bundle_0
case_087,5,1931455,833349,2.0575529846669998,4.768795546643723,2.7112425619767233,36215014,12487680,575,7,5,5,fixed_48,a_affinity_64_bundle_5
case_088,2,238233,200725,1.022624909227521,1.213715282102379,0.19109037287485786,948442,860292,34,93,2,2,local1_fixed_96_merge_29_30,a_affinity_4096_bundle_2
case_088,3,206677,202290,1.1787620296404535,1.2043254733303672,0.0255634436899137,1345222,0,14,2,2,2,local2_adaptive_memory_244_split_13_1,a_affinity_64_bundle_2
case_088,4,226231,202428,1.0768771742157353,1.2035044559053096,0.12662728168957438,2351580,73728,29,3,2,3,adaptive_reuse_119,a_affinity_64_bundle_3
case_088,5,219082,202618,1.1120174181356752,1.2023758994758609,0.09035848134018565,7222502,221184,1654,31,5,5,local1_fixed_2_merge_678_679,a_affinity_64_bundle_0
case_089,2,366435,347224,1.8914459590377557,1.9960947399949311,0.10464878095717545,3342080,716160,15,4,2,2,local1_fixed_384_split_1_1,a_affinity_64_bundle_2
case_089,3,264254,243614,2.622825009271383,2.8450417463692563,0.22221673709787337,3342080,477440,15,3,3,3,local1_fixed_384_split_1_1,a_affinity_64_bundle_3
case_089,4,212731,178160,3.258067700523196,3.8902784014369107,0.6322107009137148,716160,716160,4,4,4,4,fixed_1536,a_affinity_64_bundle_4
case_089,5,178293,147432,3.887376397278637,4.701096098540344,0.8137197012617068,3342080,954880,15,5,5,5,local1_fixed_384_split_3_1,a_affinity_64_bundle_5
case_090,2,599563,593676,1.9653697776547252,1.9848587445003671,0.019488966845641942,23130384,22945656,11,10,2,2,local2_fixed_192_split_4_2,a_refine1_merge_2_3
case_090,3,515214,488759,2.287133113618807,2.410928494411356,0.12379538079254893,22786968,22602240,10,9,3,3,local2_fixed_192_split_0_2,a_refine1_merge_2_3
case_090,4,460594,459566,2.558355080613295,2.564077847360336,0.005722766747040975,23299608,23114232,11,10,4,4,local2_fixed_192_split_3_1,a_refine1_merge_2_3
case_090,5,467744,456367,2.519247708148047,2.582051287669792,0.06280357952174498,22786968,22602240,10,9,5,5,local2_fixed_192_split_0_2,a_refine1_merge_2_3
case_091,2,5630649,4582522,1.6315648515828283,2.004740839214738,0.37317598763190984,245163130,61883872,1973,16,2,2,local1_fixed_16_move_64_0_0,a_affinity_64_bundle_2
case_091,3,4476896,3106295,2.0520398508252145,2.9574683022700676,0.9054284514448532,245163130,111883264,1973,513,3,3,local1_fixed_16_move_50_1_0,a_affinity_64_bundle_0
case_091,4,4313434,2345612,2.1298040030286773,3.9165765693558865,1.7867725663272092,245163130,73112736,1973,16,4,4,local1_fixed_16_move_110_3_0,a_affinity_64_bundle_4
case_091,5,4109011,2015028,2.2357615981071843,4.559127218083322,2.323365619976138,228975432,111883264,70,513,5,5,local1_adaptive_reuse_512_merge_10_15,a_affinity_64_bundle_0
case_092,2,3089715,2772068,1.5585754673165648,1.7371702281473616,0.17859476083079673,104386336,68736608,93,10,2,2,local1_fixed_192_split_0_1,a_affinity_64_bundle_2
case_092,3,2029708,2009146,2.3725353597660352,2.3968163587912477,0.024280999025212413,104132672,103665760,92,91,3,3,local1_fixed_192_move_0_2_0,a_refine1_merge_31_32
case_092,4,2029708,1819395,2.3725353597660352,2.646788630286441,0.27425327052040593,104132672,69603360,92,12,3,4,local1_fixed_192_move_0_2_0,a_affinity_64_bundle_4
case_092,5,2189710,1697048,2.1991743198871085,2.8376062433119156,0.638431923424807,104533216,69092320,93,10,3,5,local1_fixed_192_split_0_2,a_affinity_64_bundle_5
case_093,2,39236,37827,1.8912478336221836,1.9616940280751844,0.07044619445300082,32768,8192,5,2,2,2,local1_fixed_96_merge_0_2,a_affinity_64_bundle_2
case_093,3,26140,25103,2.838752869166029,2.956021192686133,0.11726832352010419,16384,16384,3,3,3,3,fixed_192,a_affinity_64_bundle_3
case_093,4,20943,19779,3.5431886549204985,3.751706355225239,0.20851770030474048,98304,24576,13,4,4,4,local1_fixed_48_split_3_2,a_affinity_64_bundle_4
case_093,5,19605,15876,3.7850038255547056,4.674036281179139,0.8890324556244331,172032,32768,22,5,5,5,local1_fixed_24_merge_0_5,a_affinity_64_bundle_5
case_094,2,61893,48073,1.5331620700240738,1.9739146714371893,0.44075260141311556,1221388,106272,8,2,2,2,local2_adaptive_memory_72_split_3_1,a_affinity_64_bundle_2
case_094,3,61893,32222,1.5331620700240738,2.9449444478927442,1.4117823778686704,1221388,212544,8,3,2,3,local2_adaptive_memory_72_split_3_1,a_affinity_64_bundle_3
case_094,4,61893,24640,1.5331620700240738,3.8511363636363636,2.3179742936122896,1221388,318528,8,4,2,4,local2_adaptive_memory_72_split_3_1,a_affinity_64_bundle_4
case_094,5,61893,21573,1.5331620700240738,4.3986464562184215,2.865484386194348,1221388,424800,8,5,2,5,local2_adaptive_memory_72_split_3_1,a_affinity_64_bundle_5
case_095,2,1063685,1042890,1.960028579889723,1.9991111238960964,0.03908254400637334,0,0,38,2,2,2,local1_fixed_96_merge_0_2,a_affinity_64_bundle_2
case_095,3,713364,695775,2.922565478493448,2.9964471273040854,0.0738816488106373,0,0,40,3,3,3,local1_fixed_96_split_2_1,a_affinity_64_bundle_3
case_095,4,546819,524422,3.8126930483395784,3.9755254356224565,0.16283238728287808,0,0,21,4,4,4,local1_fixed_192_split_3_1,a_affinity_64_bundle_4
case_095,5,434594,420852,4.797242943989103,4.953886401870491,0.15664345788138867,0,0,5,5,5,5,fixed_768,a_affinity_64_bundle_5
case_096,2,66921,44010,1.2581103091705146,1.9130652124517156,0.654954903281201,1599438,67392,149,2,2,2,local1_fixed_8_merge_27_28,a_affinity_64_bundle_2
case_096,3,60072,30318,1.4015514715674524,2.777030147107329,1.3754786755398765,1667790,79488,150,3,3,3,local1_fixed_8_move_26_1_0,a_affinity_64_bundle_3
case_096,4,57062,26984,1.4754828081735656,3.120145271271865,1.6446624630982993,1599438,79488,149,4,4,4,local1_fixed_8_merge_27_28,a_affinity_64_bundle_4
case_096,5,57846,26984,1.4554852539501435,3.120145271271865,1.6646600173217214,1667790,79488,150,4,5,4,local1_fixed_8_move_26_4_0,a_affinity_64_bundle_4
case_097,2,5332254,5192028,2.15509407466336,2.2132987341362567,0.05820465947289666,44810240,29818880,411,64,2,2,local1_fixed_16_merge_0_1,a_affinity_64_bundle_0
case_097,3,4416927,3577028,2.601697741438788,3.2125856996366817,0.6108879581978939,89980928,29818880,1648,64,3,3,local1_fixed_4_move_0_1_0,a_affinity_64_bundle_0
case_097,4,2760484,2608028,4.16286020857212,4.40620614502605,0.2433459364539301,44859392,29818880,412,64,4,4,local1_fixed_16_move_0_1_0,a_affinity_64_bundle_0
case_097,5,2760484,2102348,4.16286020857212,5.466035594487687,1.3031753859155675,44859392,21311488,412,5,4,5,local1_fixed_16_move_0_1_0,a_affinity_64_bundle_5
case_098,2,151388,94351,1.1720215604935662,1.8805312079363228,0.7085096474427566,2001118,0,56,27,2,2,local1_fixed_24_merge_24_25,components_total
case_098,3,134871,69315,1.3155533806377946,2.5597633989756905,1.244210018337896,2305340,639238,85,18,3,3,local1_fixed_16_merge_43_44,a_affinity_64_bundle_2
case_098,4,134748,60144,1.3167542375397037,2.9500864591646714,1.6333322216249677,2305340,639244,85,25,4,4,local1_fixed_16_merge_43_44,a_affinity_64_bundle_3
case_098,5,134906,51345,1.3152120735919826,3.4556431979744864,2.140431124382504,2305340,639256,85,35,5,5,local1_fixed_16_merge_43_44,a_affinity_64_bundle_5
case_099,2,934346,809945,1.7370428085527203,2.0038385322460166,0.2667957236932963,21210884,8114176,131,4,2,2,local1_fixed_48_merge_121_122,a_affinity_64_bundle_2
case_099,3,781341,544076,2.0771967681204493,2.9830372962600813,0.905840528139632,32944036,8114176,394,4,3,3,fixed_16,a_affinity_64_bundle_2
case_099,4,564016,405336,2.87757616805197,4.004083032348471,1.126506864296501,21309188,9838592,132,4,4,4,fixed_48,a_affinity_64_bundle_4
case_099,5,573313,339475,2.8309126079471425,4.780908756167611,1.9499961482204689,21309188,10698752,132,5,5,5,fixed_48,a_affinity_64_bundle_5
case_100,2,139428,83766,1.0845956335886622,1.8053028675118783,0.7207072339232161,2778100,990008,10,21,1,2,local2_adaptive_reuse_155_split_3_1,a_affinity_64_bundle_2
case_100,3,105611,58653,1.4318868299703629,2.5782653913695803,1.1463785613992175,2494326,534528,20,43,2,3,local1_adaptive_memory_67_merge_15_16,components_pipe
case_100,4,99732,49599,1.5162936670276341,3.0489122764571865,1.5326186094295524,1238940,1134408,11,33,2,4,local1_adaptive_memory_112_merge_8_9,a_affinity_64_bundle_4
case_100,5,121039,44830,1.2493741686563835,3.3732545170644657,2.123880348408082,4438604,1134408,348,33,5,5,local1_fixed_4_merge_105_106,a_affinity_64_bundle_4
