case,cores,status,singlecore_makespan,makespan,speedup,added_copy_bytes,v1_makespan,gain_over_v1,selected_source,generation_seconds,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_007,4,ok,1012562,285586,3.5455589559712313,2981376,504539,1.766679739202902,v4_idblock_48,,17.617,,,,,,,
case_007,5,ok,1012562,242692,4.172210044006395,1127424,460396,1.897038221284591,v3_seed,,17.924,,,,,,,
case_008,2,ok,487605,250010,1.9503419863205471,0,462324,1.8492220311187553,v4_idblock_48,,1.781,,,,,,,
case_008,3,ok,487605,165413,2.9478033770018075,0,452783,2.7372878794290654,v4_idblock_96,,1.748,,,,,,,
case_008,4,ok,487605,133748,3.6456993749439244,0,463019,3.4618760654364924,v4_idblock_24,,1.768,,,,,,,
case_008,5,ok,487605,109730,4.44367994167502,0,463019,4.2196208876332815,v4_idblock_192,,1.793,,,,,,,
case_009,2,ok,153261,148979,1.0287423059625853,648304,159737,1.0722115197443935,v3_seed,,7.997,,,,,,,
case_009,3,ok,153261,148995,1.028631833282996,648304,161865,1.0863787375415281,v3_seed,,10.751,,,,,,,
case_009,4,ok,153261,143507,1.0679688098838385,2171754,165598,1.153936741761726,v4_idblock_16,,11.072,,,,,,,
case_009,5,ok,153261,134782,1.1371028772388003,2171754,168557,1.250589841373477,v4_idblock_16,,11.099,,,,,,,
case_010,2,ok,86969,63634,1.3667064776691706,652470,111361,1.7500235723041142,v4_idblock_24,,1.136,,,,,,,
case_010,3,ok,86969,59056,1.4726530750474127,813290,119067,2.0161710918450284,v4_idblock_16,,1.158,,,,,,,
case_010,4,ok,86969,52364,1.6608547857306546,813290,119067,2.2738331678252233,v4_idblock_16,,1.158,,,,,,,
case_010,5,ok,86969,48297,1.8007122595606353,813290,119067,2.4653084042487112,v4_idblock_16,,1.151,,,,,,,
case_011,2,ok,184697,118280,1.561523503550896,2654208,187873,1.5883750422725735,v4_idblock_8,,1.426,,,,,,,
case_011,3,ok,184697,118280,1.561523503550896,2654208,157748,1.3336827866080487,v4_idblock_8,,1.412,,,,,,,
case_011,4,ok,184697,96752,1.9089734579130146,3686400,156869,1.6213514966098892,v4_idblock_4,,1.404,,,,,,,
case_011,5,ok,184697,96752,1.9089734579130146,3686400,156941,1.622095667273028,v4_idblock_4,,1.41,,,,,,,
case_012,2,ok,59088,54194,1.0903051998376203,648348,71005,1.3102003911872162,v4_idblock_16,,2.103,,,,,,,
case_012,3,ok,59088,37529,1.574462415731834,648348,74413,1.9828132910549174,v4_idblock_16,,2.156,,,,,,,
case_012,4,ok,59088,36338,1.626066376795641,648348,74417,2.0479112774506025,v4_idblock_16,,2.126,,,,,,,
case_012,5,ok,59088,36818,1.6048671845293063,648348,74417,2.021212450431854,v4_idblock_16,,2.152,,,,,,,
case_013,2,ok,263949,137519,1.9193638697198205,81920,225457,1.639460729062893,v4_idblock_192,,7.179,,,,,,,
case_013,3,ok,263949,93742,2.8156962727486077,163840,184664,1.9699174329542788,v4_idblock_96,,7.346,,,,,,,
case_013,4,ok,263949,71225,3.705847665847666,122880,168167,2.361067041067041,v3_seed,,7.282,,,,,,,
case_013,5,ok,263949,59128,4.464027195237451,40960,168590,2.851271817074821,v4_idblock_384,,7.244,,,,,,,
case_014,2,ok,17698626,8940381,1.9796277138524634,148441112,13164802,1.4725101760204626,v4_idblock_96,,328.96,,,,,,,
case_014,3,ok,17698626,6098405,2.9021729452209226,148441112,10390663,1.703832887451719,v4_idblock_96,,280.931,,,,,,,
case_014,4,ok,17698626,4810591,3.679095978020164,187929796,9080575,1.8876215001441612,v4_idblock_48,,314.515,,,,,,,
case_014,5,ok,17698626,4285609,4.1297808549496695,148441112,7921481,1.8483909754716308,v4_idblock_96,,312.973,,,,,,,
case_015,2,ok,177362,99193,1.7880495599487867,1288952,193432,1.9500569596644926,v4_idblock_48,,2.204,,,,,,,
case_015,3,ok,177362,99193,1.7880495599487867,1288952,207091,2.0877582087445687,v4_idblock_48,,2.226,,,,,,,
case_015,4,ok,177362,99193,1.7880495599487867,1288952,198492,2.001068623794018,v4_idblock_48,,2.272,,,,,,,
case_015,5,ok,177362,99193,1.7880495599487867,1288952,198492,2.001068623794018,v4_idblock_48,,2.324,,,,,,,
case_016,2,ok,7715523,7725949,0.9986505217676171,4718756,7760348,1.0044523980160884,v4_idblock_1536,,73.175,,,,,,,
case_016,3,ok,7715523,7725949,0.9986505217676171,4718756,7760348,1.0044523980160884,v4_idblock_1536,,74.843,,,,,,,
case_016,4,ok,7715523,7725949,0.9986505217676171,4718756,7760348,1.0044523980160884,v4_idblock_1536,,74.748,,,,,,,
case_016,5,ok,7715523,7725949,0.9986505217676171,4718756,7763117,1.004810800589028,v4_idblock_1536,,72.762,,,,,,,
case_017,2,ok,162810,100812,1.6149863111534342,1067608,170811,1.6943518628734675,v4_idblock_24,,4.174,,,,,,,
case_017,3,ok,162810,68235,2.386018905253902,1067608,176734,2.5900784055103685,v4_idblock_24,,4.055,,,,,,,
case_017,4,ok,162810,61341,2.65417909717807,1067608,177902,2.900213560261489,v4_idblock_24,,4.226,,,,,,,
case_017,5,ok,162810,61653,2.6407474088852125,1067608,180922,2.9345206234895302,v4_idblock_24,,4.189,,,,,,,
case_018,2,ok,1004367,558220,1.7992314857941314,10325944,1129318,2.023069757443302,v3_seed,,12.821,,,,,,,
case_018,3,ok,1004367,370876,2.7080938103301375,12121920,825732,2.2264368683872777,v4_idblock_24,,12.787,,,,,,,
case_018,4,ok,1004367,336903,2.981175590600262,12765004,714733,2.1214800699311076,v4_idblock_16,,13.274,,,,,,,
case_018,5,ok,1004367,280682,3.578309261014244,12765004,624530,2.225044712521644,v4_idblock_16,,13.194,,,,,,,
case_019,2,ok,81144,66800,1.2147305389221557,590480,83257,1.2463622754491017,v4_idblock_16,,1.271,,,,,,,
case_019,3,ok,81144,57340,1.415137774677363,365416,83057,1.4485001743983257,v3_seed,,1.307,,,,,,,
case_019,4,ok,81144,54872,1.478786995188803,1505248,83057,1.5136499489721533,v4_idblock_4,,1.266,,,,,,,
case_019,5,ok,81144,51111,1.5876034513118507,1505248,83057,1.6250317935473773,v4_idblock_4,,1.278,,,,,,,
case_020,2,ok,532746,299371,1.7795511255265206,4612096,1031162,3.444428485057003,v4_idblock_48,,14.402,,,,,,,
case_020,3,ok,532746,233465,2.281909493928426,1675264,1127841,4.830878290107725,v3_seed,,14.723,,,,,,,
case_020,4,ok,532746,179713,2.96442661354493,4612096,1147581,6.385631534724811,v4_idblock_48,,15.216,,,,,,,
case_020,5,ok,532746,166444,3.2007522049458075,4612096,1150187,6.91035423325563,v4_idblock_48,,14.775,,,,,,,
case_021,2,ok,6567937,3657645,1.7956737190186582,82759680,4302145,1.1762062748025026,v4_idblock_8,,27.758,,,,,,,
case_021,3,ok,6567937,2685182,2.445993232488524,76984320,3172975,1.1816610568669088,v4_idblock_16,,27.534,,,,,,,
case_021,4,ok,6567937,2069976,3.172953212984112,89395200,2651098,1.280738520639853,v4_idblock_4,,27.783,,,,,,,
case_021,5,ok,6567937,1919307,3.422035661830025,89395200,2351439,1.2251500150835692,v4_idblock_4,,28.011,,,,,,,
case_022,2,ok,56780,52305,1.0855558741994074,167218,67871,1.2976006117961953,v3_seed,,3.807,,,,,,,
case_022,3,ok,56780,41501,1.3681598033782318,1457154,74268,1.7895472398255463,v3_seed,,3.61,,,,,,,
case_022,4,ok,56780,52305,1.0855558741994074,167218,76635,1.4651562948092915,v3_seed,,3.748,,,,,,,
case_022,5,ok,56780,52305,1.0855558741994074,167218,81901,1.565835006213555,v3_seed,,3.837,,,,,,,
case_023,2,ok,122614,99541,1.2317939341577842,1470096,124109,1.2468128710782491,v3_seed,,2.695,,,,,,,
case_023,3,ok,122614,116254,1.054707795000602,1941556,129638,1.11512722142894,v3_seed,,2.672,,,,,,,
case_023,4,ok,122614,94325,1.299909886032335,2490732,141052,1.495382984362576,v3_seed,,2.656,,,,,,,
case_023,5,ok,122614,121320,1.0106660072535443,293152,141052,1.1626442466205078,v3_seed,,2.764,,,,,,,
case_024,2,ok,2555343,2558385,0.9988109686384183,1310740,2574560,1.0063223478874368,v4_idblock_1536,,11.21,,,,,,,
case_024,3,ok,2555343,2558385,0.9988109686384183,1310740,2584750,1.0103053293386257,v4_idblock_1536,,11.135,,,,,,,
case_024,4,ok,2555343,2558385,0.9988109686384183,1310740,2594192,1.013995938844232,v4_idblock_1536,,11.181,,,,,,,
case_024,5,ok,2555343,2558385,0.9988109686384183,1310740,2605136,1.0182736374705137,v4_idblock_1536,,10.843,,,,,,,
case_025,2,ok,4863026,2481346,1.959833896602892,3628032,3672702,1.480124899953493,v4_idblock_192,,121.465,,,,,,,
case_025,3,ok,4863026,1675554,2.9023391666278737,5420544,2808579,1.6762091821570657,v3_seed,,140.592,,,,,,,
case_025,4,ok,4863026,1281062,3.796089494497534,7242240,2358968,1.8414159502038152,v4_idblock_96,,137.388,,,,,,,
case_025,5,ok,4863026,1081046,4.498445024541047,3628032,2180890,2.017388714263778,v4_idblock_192,,117.91,,,,,,,
case_026,2,ok,99203,99203,1.0,0,134839,1.3592230073687288,v4_idblock_636,,1.38,,,,,,,
case_026,3,ok,99203,93428,1.061812304662414,2224964,140741,1.506411354197885,v3_seed,,1.366,,,,,,,
case_026,4,ok,99203,93428,1.061812304662414,2224964,140741,1.506411354197885,v3_seed,,1.346,,,,,,,
case_026,5,ok,99203,93428,1.061812304662414,2224964,140741,1.506411354197885,v3_seed,,1.311,,,,,,,
case_027,2,ok,2363952,1243268,1.9014017894774096,12017664,2272940,1.8281979428409643,v4_idblock_8,,4.746,,,,,,,
case_027,3,ok,2363952,1243268,1.9014017894774096,12017664,2228425,1.7923931123458499,v4_idblock_8,,5.069,,,,,,,
case_027,4,ok,2363952,789584,2.9939208494599687,18505728,2122892,2.6886208433808183,v4_idblock_4,,5.117,,,,,,,
case_027,5,ok,2363952,789584,2.9939208494599687,18505728,2028809,2.569465693327119,v4_idblock_4,,5.168,,,,,,,
case_028,2,ok,43836040,20808437,2.1066474142195304,326568960,40575154,1.9499376142475284,v3_seed,,97.77,,,,,,,
case_028,3,ok,43836040,14792144,2.963467635252875,326568960,40575154,2.7430204843868475,v3_seed,,92.436,,,,,,,
case_028,4,ok,43836040,12041229,3.640495500916061,326568960,40575154,3.3696854365945534,v3_seed,,90.828,,,,,,,
case_028,5,ok,43836040,10194624,4.299917289740161,326568960,40402701,3.963137924459009,v3_seed,,89.546,,,,,,,
case_029,2,ok,37555,31196,1.203840235927683,1045120,44835,1.4372034876266189,v3_seed,,2.525,,,,,,,
case_029,3,ok,37555,32143,1.1683725850107334,1059622,41174,1.28096319571913,v3_seed,,2.55,,,,,,,
case_029,4,ok,37555,29318,1.2809536803329014,1074082,41932,1.4302476294426631,v3_seed,,2.526,,,,,,,
case_029,5,ok,37555,29407,1.277076886455606,783074,41758,1.4200020403305336,v4_idblock_8,,2.507,,,,,,,
case_030,2,ok,2808034,1510350,1.8591942265037904,40603676,2373764,1.5716648458966465,v4_idblock_32,,60.025,,,,,,,
case_030,3,ok,2808034,1136810,2.4700996648516464,40603676,1885705,1.658768835601376,v4_idblock_32,,58.365,,,,,,,
case_030,4,ok,2808034,828505,3.3892782783447295,40603676,1763252,2.1282333842282184,v4_idblock_32,,58.664,,,,,,,
case_030,5,ok,2808034,771405,3.640155301041606,40603676,1625661,2.1074027261944117,v4_idblock_32,,59.057,,,,,,,
case_031,2,ok,1414369,879120,1.6088463463463463,19512422,1199398,1.3643165893165894,v4_idblock_48,,20.574,,,,,,,
case_031,3,ok,1414369,643901,2.1965628256517693,24000196,1099150,1.7070170725002756,v4_idblock_32,,24.476,,,,,,,
case_031,4,ok,1414369,552682,2.5591008934613395,27098106,938833,1.698685681820649,v4_idblock_24,,24.624,,,,,,,
case_031,5,ok,1414369,554676,2.5499012035855166,27098106,937719,1.6905707115505269,v4_idblock_24,,24.263,,,,,,,
case_032,2,ok,41443,25100,1.6511155378486055,494050,48762,1.9427091633466136,v3_seed,,2.282,,,,,,,
case_032,3,ok,41443,21507,1.9269540149718696,379148,47888,2.2266238898963127,v4_idblock_48,,2.309,,,,,,,
case_032,4,ok,41443,21507,1.9269540149718696,379148,48304,2.2459664295345703,v4_idblock_48,,2.367,,,,,,,
case_032,5,ok,41443,21507,1.9269540149718696,379148,48304,2.2459664295345703,v4_idblock_48,,2.376,,,,,,,
case_033,2,ok,1774196,1109548,1.5990259096496953,37036298,1414852,1.2751606960672275,v4_idblock_16,,26.295,,,,,,,
case_033,3,ok,1774196,871921,2.034812786938266,32128360,1128940,1.2947732650091006,v4_idblock_24,,27.336,,,,,,,
case_033,4,ok,1774196,762302,2.3274187920273066,37036298,1026743,1.346897948582058,v4_idblock_16,,26.789,,,,,,,
case_033,5,ok,1774196,734572,2.4152785567650277,37036298,965910,1.3149289654383778,v4_idblock_16,,27.567,,,,,,,
case_034,2,ok,842996,518517,1.6257827612209437,16429872,710798,1.3708287288555632,v4_idblock_16,,28.825,,,,,,,
case_034,3,ok,842996,429707,1.9617925702862649,16429872,629738,1.4655055654201583,v4_idblock_16,,28.976,,,,,,,
case_034,4,ok,842996,394049,2.1393176990678824,16429872,595000,1.5099644968011592,v4_idblock_16,,29.001,,,,,,,
case_034,5,ok,842996,399855,2.108254242162784,16429872,531695,1.329719523327206,v4_idblock_16,,28.078,,,,,,,
case_035,2,ok,169571,143848,1.1788206996273844,1527908,184607,1.28334770035037,v4_idblock_48,,25.186,,,,,,,
case_035,3,ok,169571,143848,1.1788206996273844,1527908,186845,1.2989057894444136,v4_idblock_48,,24.345,,,,,,,
case_035,4,ok,169571,143848,1.1788206996273844,1527908,187076,1.3005116511873644,v4_idblock_48,,24.984,,,,,,,
case_035,5,ok,169571,122763,1.3812875214844864,2227440,188552,1.5359025113429943,v4_idblock_24,,24.891,,,,,,,
case_036,2,ok,931510,479700,1.9418594955180322,56448,723926,1.5091223681467585,v4_idblock_48,,13.71,,,,,,,
case_036,3,ok,931510,328692,2.8339904834921446,56448,557674,1.6966461003005853,v4_idblock_48,,13.136,,,,,,,
case_036,4,ok,931510,253188,3.6791238131349036,56448,491824,1.942524922192205,v4_idblock_48,,13.251,,,,,,,
case_036,5,ok,931510,191350,4.868095113666057,27648,453979,2.3725058792788083,v4_idblock_96,,13.569,,,,,,,
case_037,2,ok,210001,153738,1.3659667746425737,4628480,178962,1.164071342153534,v4_idblock_24,,2.559,,,,,,,
case_037,3,ok,210001,110449,1.9013390795751886,4628480,149260,1.3513929505925812,v4_idblock_24,,2.981,,,,,,,
case_037,4,ok,210001,110449,1.9013390795751886,4628480,144052,1.3042399659571386,v4_idblock_24,,2.884,,,,,,,
case_037,5,ok,210001,110449,1.9013390795751886,4628480,144581,1.3090295068312072,v4_idblock_24,,3.028,,,,,,,
case_038,2,ok,1364555,787682,1.7323678845016135,26504616,1271297,1.6139723898730707,v4_idblock_32,,26.239,,,,,,,
case_038,3,ok,1364555,640406,2.1307654831466287,26504616,1174942,1.8346829979731607,v4_idblock_32,,26.034,,,,,,,
case_038,4,ok,1364555,594135,2.296708660489619,29929464,1042217,1.7541753978472907,v4_idblock_24,,27.221,,,,,,,
case_038,5,ok,1364555,581548,2.346418524352246,29929464,962949,1.6558375232998823,v4_idblock_24,,26.995,,,,,,,
case_039,2,ok,1435262,815638,1.7596801522243937,32784384,1161752,1.4243475659545044,v4_idblock_96,,20.637,,,,,,,
case_039,3,ok,1435262,727213,1.9736473357874516,32784384,994679,1.3677959552428243,v4_idblock_96,,20.067,,,,,,,
case_039,4,ok,1435262,727213,1.9736473357874516,32784384,914682,1.2577910460896602,v4_idblock_96,,20.565,,,,,,,
case_039,5,ok,1435262,727213,1.9736473357874516,32784384,942701,1.2963203353075372,v4_idblock_96,,21.243,,,,,,,
case_040,2,ok,253454,252758,1.0027536220416366,1780536,263553,1.042708836119925,v4_idblock_96,,16.996,,,,,,,
case_040,3,ok,253454,160779,1.5764123424079015,4831852,276963,1.7226316869740452,v3_seed,,16.735,,,,,,,
case_040,4,ok,253454,247277,1.024980083064741,2419726,288185,1.165433906105299,v4_idblock_48,,16.78,,,,,,,
case_040,5,ok,253454,246066,1.03002446498094,2419726,295681,1.2016328952394886,v4_idblock_48,,16.904,,,,,,,
case_041,2,ok,6003957,3313286,1.8120853436739237,114215196,4547526,1.372512363858719,v4_idblock_24,,139.326,,,,,,,
case_041,3,ok,6003957,2281220,2.6319061730126863,81758368,3851149,1.68819710505782,v4_idblock_48,,119.908,,,,,,,
case_041,4,ok,6003957,1983464,3.027005783820629,81758368,3854987,1.9435628778742644,v4_idblock_48,,121.019,,,,,,,
case_041,5,ok,6003957,1879386,3.194637503950758,98334968,3479313,1.851303031947668,v4_idblock_32,,121.262,,,,,,,
case_042,2,ok,1686740,949109,1.7771825996803317,20337212,1878825,1.979567151928809,v4_idblock_24,,42.413,,,,,,,
case_042,3,ok,1686740,685800,2.4595217264508604,25372100,1801215,2.626443569553806,v4_idblock_8,,39.087,,,,,,,
case_042,4,ok,1686740,580329,2.906523713272988,25372100,1625690,2.801324765779411,v4_idblock_8,,39.005,,,,,,,
case_042,5,ok,1686740,479245,3.5195776690419307,21644766,1572254,3.2806894177299712,v4_idblock_16,,40.153,,,,,,,
case_043,2,ok,677656,648624,1.0447593675226325,6236888,703197,1.0841365721897431,v3_seed,,31.535,,,,,,,
case_043,3,ok,677656,678902,0.998164683562576,1520418,716050,1.054717764861497,v4_idblock_768,,29.53,,,,,,,
case_043,4,ok,677656,649058,1.0440607773111186,6246216,727981,1.1215962209848735,v3_seed,,31.308,,,,,,,
case_043,5,ok,677656,641197,1.056860839960262,5456894,739920,1.1539667216159777,v3_seed,,31.414,,,,,,,
case_044,2,ok,154407,97598,1.5820713539211868,213248,99980,1.0244062378327425,v3_seed,,3.823,,,,,,,
case_044,3,ok,154407,103185,1.4964093618258467,1175488,103185,1.0,v3_seed,,3.381,,,,,,,
case_044,4,ok,154407,104367,1.4794618988760815,1235168,104367,1.0,v3_seed,,3.638,,,,,,,
case_044,5,ok,154407,107996,1.4297473980517796,1638400,107996,1.0,v3_seed,,3.655,,,,,,,
case_045,2,ok,125614,88090,1.425973436258372,3178496,220748,2.5059371097740946,v4_idblock_16,,5.133,,,,,,,
case_045,3,ok,125614,72753,1.726581721715943,3178496,264591,3.6368397179497753,v4_idblock_16,,5.187,,,,,,,
case_045,4,ok,125614,78439,1.601422761636431,3178496,269440,3.4350259437269726,v4_idblock_16,,5.408,,,,,,,
case_045,5,ok,125614,84131,1.49307627390617,3178496,271660,3.229011898111279,v4_idblock_16,,5.552,,,,,,,
case_046,2,ok,276455,208886,1.3234730905852954,7362720,243241,1.164467700085214,v4_idblock_16,,2.369,,,,,,,
case_046,3,ok,276455,208886,1.3234730905852954,7362720,247520,1.1849525578545235,v4_idblock_16,,2.393,,,,,,,
case_046,4,ok,276455,185882,1.4872607353051936,7966880,248834,1.3386664658224035,v4_idblock_8,,2.533,,,,,,,
case_046,5,ok,276455,185882,1.4872607353051936,7966880,248834,1.3386664658224035,v4_idblock_8,,2.412,,,,,,,
case_047,2,ok,326508,322827,1.0114023919932347,652496,335652,1.0397271603676272,v4_idblock_768,,55.441,,,,,,,
case_047,3,ok,326508,322827,1.0114023919932347,652496,335652,1.0397271603676272,v4_idblock_768,,55.87,,,,,,,
case_047,4,ok,326508,322827,1.0114023919932347,652496,334467,1.0360564636786886,v4_idblock_768,,56.144,,,,,,,
case_047,5,ok,326508,322827,1.0114023919932347,652496,358400,1.1101921462579027,v4_idblock_768,,55.067,,,,,,,
case_048,2,ok,222220,218722,1.0159929042345992,150064,227147,1.038519216173956,v3_seed,,6.294,,,,,,,
case_048,3,ok,222220,220333,1.008564309477019,283568,225679,1.0242632742258309,v3_seed,,6.427,,,,,,,
case_048,4,ok,222220,223196,0.9956271617770928,18572,229796,1.0295704224090036,v4_idblock_768,,6.245,,,,,,,
case_048,5,ok,222220,194066,1.145074356146878,4223486,226490,1.167077179928478,v4_idblock_1,,6.485,,,,,,,
case_049,2,ok,196276,198039,0.9910977130767172,347096,223011,1.1260963749564479,v4_idblock_768,,29.624,,,,,,,
case_049,3,ok,196276,198039,0.9910977130767172,347096,229315,1.1579284888330077,v4_idblock_768,,29.289,,,,,,,
case_049,4,ok,196276,198039,0.9910977130767172,347096,230552,1.1641747332596104,v4_idblock_768,,28.936,,,,,,,
case_049,5,ok,196276,198039,0.9910977130767172,347096,224873,1.135498563414277,v4_idblock_768,,28.655,,,,,,,
case_050,2,ok,149690,150440,0.9950146237702738,212120,160234,1.065102366391917,v4_idblock_768,,28.152,,,,,,,
case_050,3,ok,149690,149971,0.9981263044188543,707602,167035,1.1137819978529182,v3_seed,,27.509,,,,,,,
case_050,4,ok,149690,150440,0.9950146237702738,212120,173120,1.1507577771869184,v4_idblock_768,,27.55,,,,,,,
case_050,5,ok,149690,150440,0.9950146237702738,212120,174598,1.160582291943632,v4_idblock_768,,27.663,,,,,,,
case_051,2,ok,607628,608824,0.9980355570739655,458756,621303,1.0204968923695519,v4_idblock_768,,3.771,,,,,,,
case_051,3,ok,607628,608824,0.9980355570739655,458756,622555,1.0225533159008187,v4_idblock_768,,3.612,,,,,,,
case_051,4,ok,607628,608824,0.9980355570739655,458756,683903,1.1233180689328937,v4_idblock_768,,3.438,,,,,,,
case_051,5,ok,607628,608824,0.9980355570739655,458756,701573,1.1523412349053257,v4_idblock_768,,3.57,,,,,,,
case_052,2,ok,180301,121885,1.479271444394306,3361418,198083,1.6251630635435041,v3_seed,,2.764,,,,,,,
case_052,3,ok,180301,119143,1.5133159312758617,2804500,166184,1.3948280637553192,v4_idblock_8,,2.836,,,,,,,
case_052,4,ok,180301,102344,1.7617153912295787,2804500,167148,1.6331978425701557,v4_idblock_8,,2.901,,,,,,,
case_052,5,ok,180301,101012,1.7849463430087515,2804500,167148,1.6547340909990893,v4_idblock_8,,3.086,,,,,,,
case_053,2,ok,1472686,910950,1.6166485537076678,9989124,1428519,1.5681640046105714,v4_idblock_192,,39.117,,,,,,,
case_053,3,ok,1472686,726358,2.0274933297354747,9989124,1428465,1.9666128823527793,v4_idblock_192,,38.563,,,,,,,
case_053,4,ok,1472686,742712,1.982849341332845,9989124,1408364,1.8962451125065976,v4_idblock_192,,38.562,,,,,,,
case_053,5,ok,1472686,672031,2.191395932628108,16625450,1432692,2.1318837970272204,v4_idblock_48,,42.698,,,,,,,
case_054,2,ok,815051,810535,1.0055716286156675,806076,896342,1.1058646449567262,v4_idblock_1536,,63.876,,,,,,,
case_054,3,ok,815051,810535,1.0055716286156675,806076,896342,1.1058646449567262,v4_idblock_1536,,64.42,,,,,,,
case_054,4,ok,815051,810535,1.0055716286156675,806076,895872,1.1052847810396838,v4_idblock_1536,,65.459,,,,,,,
case_054,5,ok,815051,810535,1.0055716286156675,806076,883485,1.0900022824430777,v4_idblock_1536,,64.187,,,,,,,
case_055,2,ok,118835,89241,1.331618874732466,1618874,133020,1.4905704776952298,v4_idblock_16,,3.349,,,,,,,
case_055,3,ok,118835,86499,1.3738309113400156,1618874,142177,1.6436837420085781,v4_idblock_16,,3.421,,,,,,,
case_055,4,ok,118835,85592,1.3883891017852135,2241426,144739,1.6910342088045611,v4_idblock_8,,3.493,,,,,,,
case_055,5,ok,118835,84256,1.4104040068363084,2241426,146859,1.743009399924041,v4_idblock_8,,3.57,,,,,,,
case_056,2,ok,277285,275940,1.0048742480249329,238520,293063,1.0620533449300573,v4_idblock_1536,,16.635,,,,,,,
case_056,3,ok,277285,275940,1.0048742480249329,238520,306311,1.1100637819815902,v4_idblock_1536,,16.737,,,,,,,
case_056,4,ok,277285,275940,1.0048742480249329,238520,322652,1.1692831775023556,v4_idblock_1536,,17.024,,,,,,,
case_056,5,ok,277285,275940,1.0048742480249329,238520,342937,1.2427955352612887,v4_idblock_1536,,17.702,,,,,,,
case_057,2,ok,59726,59840,0.9980949197860962,342046,73660,1.2309491978609626,v4_idblock_384,,2.08,,,,,,,
case_057,3,ok,59726,58784,1.0160247686445292,1928066,66361,1.1288956178551988,v3_seed,,2.245,,,,,,,
case_057,4,ok,59726,59840,0.9980949197860962,342046,69393,1.1596423796791444,v4_idblock_384,,2.152,,,,,,,
