case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_021,4,6567937,1550324,4.236493145948847,4608000,a_affinity_64_bundle_4,211.907,,,,,,,
case_021,5,6567937,1250168,5.253643510312214,11431936,a_affinity_64_bundle_5,229.266,,,,,,,
case_022,2,56780,31089,1.826369455434398,6928,a_affinity_64_bundle_2,21.151,,,,,,,
case_022,3,56780,20473,2.7734088799882772,13840,a_affinity_64_bundle_3,22.102,,,,,,,
case_022,4,56780,16137,3.51862180083039,13840,a_affinity_64_bundle_4,21.735,,,,,,,
case_022,5,56780,13013,4.363328978713594,27648,components_total,19.283,,,,,,,
case_023,2,122614,61501,1.9936911594933415,84384,a_affinity_64_bundle_2,16.933,,,,,,,
case_023,3,122614,41403,2.961476221529841,133536,a_affinity_64_bundle_3,17.634,,,,,,,
case_023,4,122614,30142,4.0678787074513965,281280,a_affinity_64_bundle_4,18.695,,,,,,,
case_023,5,122614,24517,5.001182852714443,270912,a_affinity_64_bundle_5,18.292,,,,,,,
case_024,2,2555343,1506718,1.6959663321205427,39327048,a_affinity_64_bundle_2,120.158,,,,,,,
case_024,3,2555343,1228774,2.0795874587190157,39327248,a_affinity_64_bundle_3,124.057,,,,,,,
case_024,4,2555343,1072818,2.3818979547323034,39327448,a_affinity_64_bundle_4,122.251,,,,,,,
case_024,5,2555343,1067515,2.3937302988716787,39327648,a_affinity_64_bundle_5,121.069,,,,,,,
case_025,2,4863026,2433620,1.9982684231720647,248832,a_affinity_64_bundle_2,1094.262,,,,,,,
case_025,3,4863026,1624040,2.9944003842269895,304128,a_affinity_64_bundle_3,1069.021,,,,,,,
case_025,4,4863026,1271901,3.8234312261724774,14470656,a_refine1_move_7_3_0,1074.796,,,,,,,
case_025,5,4863026,1067084,4.5573038298765605,3580416,a_refine1_merge_14_15,946.279,,,,,,,
case_026,2,99203,63846,1.553785671772703,844200,a_affinity_64_bundle_2,4.745,,,,,,,
case_026,3,99203,40115,2.4729652249781875,846944,a_affinity_64_bundle_3,8.033,,,,,,,
case_026,4,99203,33527,2.9588987979837147,846944,a_affinity_64_bundle_3,9.153,,,,,,,
case_026,5,99203,31375,3.1618486055776893,848104,a_affinity_64_bundle_4,9.307,,,,,,,
case_027,2,2363952,1120962,2.10886006840553,1744896,a_affinity_64_bundle_2,31.334,,,,,,,
case_027,3,2363952,837049,2.8241500796249683,3686400,a_affinity_64_bundle_3,33.984,,,,,,,
case_027,4,2363952,559196,4.227412213249022,3317760,a_affinity_64_bundle_4,40.995,,,,,,,
case_027,5,2363952,558753,4.230763861670542,5529600,a_affinity_64_bundle_5,44.126,,,,,,,
case_028,2,43836040,20808437,2.1066474142195304,326568960,a_affinity_64_bundle_0,763.092,,,,,,,
case_028,3,43836040,14071516,3.1152322180495693,337683456,a_refine1_move_9_0_0,776.331,,,,,,,
case_028,4,43836040,10924174,4.0127555639446975,337692672,a_refine1_move_1_3_0,775.967,,,,,,,
case_028,5,43836040,10039308,4.366440396091045,337658880,a_refine1_merge_3_4,782.176,,,,,,,
case_029,2,37555,19740,1.9024822695035462,0,a_affinity_64_bundle_2,13.322,,,,,,,
case_029,3,37555,12743,2.9471082162756024,0,a_affinity_64_bundle_3,13.023,,,,,,,
case_029,4,37555,11028,3.405422560754443,0,a_affinity_64_bundle_4,13.368,,,,,,,
case_029,5,37555,9383,4.002451241607162,0,a_affinity_64_bundle_5,15.073,,,,,,,
case_030,2,2808034,1401492,2.0036033027659093,7103488,a_affinity_64_bundle_2,363.004,,,,,,,
case_030,3,2808034,936416,2.998703567645149,10442752,a_affinity_64_bundle_3,423.089,,,,,,,
case_030,4,2808034,699900,4.012050292898985,12166144,a_affinity_64_bundle_4,445.902,,,,,,,
case_030,5,2808034,561102,5.004498290863337,11479040,a_affinity_64_bundle_5,445.938,,,,,,,
case_031,2,1414369,731359,1.9338915635139515,6292924,a_affinity_4096_bundle_2,157.986,,,,,,,
case_031,3,1414369,503429,2.8094706502803772,13281816,a_affinity_64_bundle_0,211.286,,,,,,,
case_031,4,1414369,379558,3.7263580269682106,13281816,a_affinity_64_bundle_0,239.248,,,,,,,
case_031,5,1414369,315425,4.484010462074978,13281816,a_affinity_64_bundle_0,238.805,,,,,,,
case_032,2,41443,21040,1.9697243346007605,6216,a_affinity_64_bundle_2,10.116,,,,,,,
case_032,3,41443,14175,2.923668430335097,12432,a_affinity_64_bundle_3,10.955,,,,,,,
case_032,4,41443,11004,3.7661759360232643,18576,a_affinity_64_bundle_4,11.781,,,,,,,
case_032,5,41443,10496,3.9484565548780486,12432,a_affinity_64_bundle_5,11.879,,,,,,,
case_033,2,1774196,895153,1.9820030765690335,6729824,a_affinity_64_bundle_2,101.821,,,,,,,
case_033,3,1774196,593958,2.987073160055088,7107712,a_affinity_64_bundle_3,103.267,,,,,,,
case_033,4,1774196,445071,3.9863212835704864,7313056,a_affinity_64_bundle_4,112.63,,,,,,,
case_033,5,1774196,355787,4.986680232835939,7895232,a_affinity_64_bundle_5,120.662,,,,,,,
case_034,2,842996,429811,1.9613178815805086,2627212,a_affinity_64_bundle_2,93.16,,,,,,,
case_034,3,842996,295827,2.8496249497172332,3822760,a_affinity_64_bundle_3,103.051,,,,,,,
case_034,4,842996,227131,3.7114968894602676,4449976,a_affinity_64_bundle_4,92.447,,,,,,,
case_034,5,842996,187886,4.486741960550547,5236928,a_affinity_64_bundle_5,101.858,,,,,,,
case_035,2,169571,95406,1.7773620107750037,9216,components_total,71.757,,,,,,,
case_035,3,169571,95424,1.77702674379611,9216,components_total,73.705,,,,,,,
case_035,4,169571,95442,1.7766916032773832,9216,components_pipe,76.171,,,,,,,
case_035,5,169571,95460,1.7763565891472868,225966,a_affinity_64_bundle_4,77.666,,,,,,,
case_036,2,931510,466068,1.998656848356892,1152,a_affinity_64_bundle_2,49.661,,,,,,,
case_036,3,931510,311345,2.991890025534375,2304,a_affinity_64_bundle_3,50.717,,,,,,,
case_036,4,931510,233584,3.987901568600589,3456,a_affinity_64_bundle_4,51.075,,,,,,,
case_036,5,931510,187182,4.976493466252097,4608,a_affinity_64_bundle_5,50.118,,,,,,,
case_037,2,210001,105374,1.992910964754114,204800,a_affinity_64_bundle_2,14.827,,,,,,,
case_037,3,210001,74038,2.836394824279424,1064960,a_affinity_64_bundle_3,15.755,,,,,,,
case_037,4,210001,53320,3.938503375843961,614400,a_affinity_64_bundle_4,16.713,,,,,,,
case_037,5,210001,43800,4.794543378995434,1925120,a_affinity_64_bundle_5,17.281,,,,,,,
case_038,2,1364555,683286,1.997048088209037,6722048,a_affinity_64_bundle_2,224.164,,,,,,,
case_038,3,1364555,452248,3.0172714970547134,8097792,a_affinity_64_bundle_3,237.53,,,,,,,
case_038,4,1364555,339624,4.017840317527619,9295872,a_affinity_64_bundle_4,248.299,,,,,,,
case_038,5,1364555,275133,4.959619529463932,9676800,a_affinity_64_bundle_5,256.841,,,,,,,
case_039,2,1435262,703838,2.039193678090697,12075008,a_affinity_64_bundle_2,156.468,,,,,,,
case_039,3,1435262,485565,2.9558596686334475,14323712,a_affinity_64_bundle_3,279.592,,,,,,,
case_039,4,1435262,395323,3.6306058590064327,17604608,a_affinity_64_bundle_4,261.967,,,,,,,
case_039,5,1435262,395323,3.6306058590064327,17604608,a_affinity_64_bundle_4,293.442,,,,,,,
case_040,2,253454,139970,1.8107737372294064,688398,a_affinity_64_bundle_2,49.952,,,,,,,
case_040,3,253454,110105,2.301929975932065,688398,a_affinity_64_bundle_2,51.812,,,,,,,
case_040,4,253454,110202,2.2999038129979494,316416,components_pipe,50.276,,,,,,,
case_040,5,253454,110337,2.2970898248094476,316416,components_pipe,51.882,,,,,,,
case_041,2,6003957,3032665,1.979762683975975,31174656,a_affinity_64_bundle_2,1054.487,,,,,,,
case_041,3,6003957,2034639,2.950870891593054,33103872,a_affinity_64_bundle_3,869.531,,,,,,,
case_041,4,6003957,1539197,3.9007073168671718,35284992,a_affinity_64_bundle_4,883.534,,,,,,,
case_041,5,6003957,1195280,5.023054849073021,37487616,a_affinity_64_bundle_5,916.182,,,,,,,
case_042,2,1686740,849248,1.9861571649270884,8197648,a_affinity_64_bundle_2,127.358,,,,,,,
case_042,3,1686740,573264,2.9423441904602416,9058104,a_affinity_64_bundle_3,171.87,,,,,,,
case_042,4,1686740,438976,3.8424424114302376,9494336,a_affinity_64_bundle_4,172.837,,,,,,,
case_042,5,1686740,362820,4.648971942009812,10729576,a_affinity_64_bundle_5,144.168,,,,,,,
case_043,2,677656,353689,1.915965721297524,1084700,a_affinity_64_bundle_2,233.853,,,,,,,
case_043,3,677656,268518,2.5236892871241405,528668,a_affinity_64_bundle_3,264.359,,,,,,,
case_043,4,677656,268677,2.522195796439591,528668,a_affinity_64_bundle_3,274.502,,,,,,,
case_043,5,677656,269040,2.5187927445732976,1643804,a_affinity_64_bundle_5,278.912,,,,,,,
case_044,2,154407,95186,1.6221608219696173,145536,local2_adaptive_critical_220_merge_0_1,16.475,,,,,,,
case_044,3,154407,98442,1.5685073444261595,453024,a_refine1_merge_0_1,16.183,,,,,,,
case_044,4,154407,98259,1.5714285714285714,509120,a_refine1_merge_4_5,16.355,,,,,,,
case_044,5,154407,99825,1.5467768595041322,599296,a_refine1_merge_14_15,16.619,,,,,,,
case_045,2,125614,63059,1.99200748505368,0,a_affinity_64_bundle_2,24.591,,,,,,,
case_045,3,125614,42601,2.94861622966597,0,a_affinity_64_bundle_3,24.494,,,,,,,
case_045,4,125614,31878,3.940460505677897,0,a_affinity_64_bundle_4,25.247,,,,,,,
case_045,5,125614,26164,4.801024308209754,0,a_affinity_64_bundle_5,26.322,,,,,,,
case_046,2,276455,158876,1.7400677257735593,6512800,a_affinity_64_bundle_0,11.361,,,,,,,
case_046,3,276455,142176,1.9444561670042764,4021280,a_affinity_64_bundle_3,12.777,,,,,,,
case_046,4,276455,124612,2.218526305652746,4513952,a_affinity_64_bundle_4,14.206,,,,,,,
case_046,5,276455,124612,2.218526305652746,4513952,a_affinity_64_bundle_4,14.677,,,,,,,
case_047,2,326508,321420,1.0158297554601456,620944,a_refine1_merge_1_2,390.001,,,,,,,
case_047,3,326508,321420,1.0158297554601456,620944,a_refine1_merge_1_2,382.399,,,,,,,
case_047,4,326508,321420,1.0158297554601456,620944,a_refine1_merge_1_2,385.186,,,,,,,
case_047,5,326508,321420,1.0158297554601456,620944,a_refine1_merge_1_2,381.298,,,,,,,
case_048,2,222220,218441,1.0172998658676713,171090,local1_adaptive_critical_192_split_8_2,20.507,,,,,,,
case_048,3,222220,191366,1.1612303125947139,3320606,a_chains_8,22.085,,,,,,,
case_048,4,222220,172737,1.286464393847294,3320606,a_chains_8,24.146,,,,,,,
case_048,5,222220,174566,1.2729855756561987,3320606,a_chains_8,67.453,,,,,,,
case_049,2,196276,160206,1.2251476224361135,0,a_affinity_64_bundle_0,109.322,,,,,,,
case_049,3,196276,160206,1.2251476224361135,0,a_affinity_64_bundle_2,107.666,,,,,,,
case_049,4,196276,160224,1.2250099860195727,0,a_affinity_64_bundle_3,107.388,,,,,,,
case_049,5,196276,160242,1.2248723805244568,0,a_affinity_64_bundle_4,107.631,,,,,,,
case_050,2,149690,108121,1.3844674022622803,38016,components_total,102.782,,,,,,,
case_050,3,149690,108134,1.384300959920099,38016,components_total,105.301,,,,,,,
case_050,4,149690,108147,1.384134557592906,38016,components_total,103.423,,,,,,,
case_050,5,149690,108160,1.3839681952662721,38016,components_total,104.266,,,,,,,
case_051,2,607628,357955,1.6974982888910617,9045258,a_affinity_64_bundle_2,11.088,,,,,,,
case_051,3,607628,291222,2.086476983194951,9045304,a_affinity_64_bundle_3,12.557,,,,,,,
case_051,4,607628,254308,2.389338911870645,9045350,a_affinity_64_bundle_4,12.896,,,,,,,
case_051,5,607628,253856,2.3935932182024455,9045396,a_affinity_64_bundle_5,12.923,,,,,,,
case_052,2,180301,90903,1.9834438907406797,102912,a_affinity_64_bundle_2,15.732,,,,,,,
case_052,3,180301,61071,2.952317794042999,181248,a_affinity_64_bundle_3,17.729,,,,,,,
case_052,4,180301,45610,3.9531023898267925,254976,a_affinity_64_bundle_4,18.357,,,,,,,
case_052,5,180301,37387,4.822558643378715,328704,a_affinity_64_bundle_5,18.77,,,,,,,
case_053,2,1472686,731495,2.0132550461725645,9989124,a_refine1_move_2_0_6,382.484,,,,,,,
case_053,3,1472686,542159,2.7163359826176454,5803072,a_affinity_64_bundle_3,392.706,,,,,,,
case_053,4,1472686,492232,2.991853434965626,6360992,a_affinity_64_bundle_4,387.25,,,,,,,
case_053,5,1472686,492232,2.991853434965626,6360992,a_affinity_64_bundle_4,421.247,,,,,,,
case_054,2,815051,517960,1.5735790408525754,49152,a_affinity_64_bundle_2,669.538,,,,,,,
case_054,3,815051,517960,1.5735790408525754,49152,a_affinity_64_bundle_2,661.71,,,,,,,
case_054,4,815051,517986,1.573500055986069,98304,a_affinity_64_bundle_3,685.459,,,,,,,
case_054,5,815051,518015,1.5734119668349371,147456,a_affinity_64_bundle_4,682.115,,,,,,,
case_055,2,118835,64461,1.8435177859480927,156242,a_affinity_64_bundle_2,15.925,,,,,,,
case_055,3,118835,45305,2.6229996689107162,214104,a_affinity_64_bundle_3,16.946,,,,,,,
case_055,4,118835,38408,3.094016871485107,271966,a_affinity_64_bundle_4,21.109,,,,,,,
case_055,5,118835,30298,3.922206086210311,271966,a_affinity_64_bundle_4,20.738,,,,,,,
case_056,2,277285,265710,1.0435625305784502,0,a_affinity_64_bundle_0,200.379,,,,,,,
case_056,3,277285,265710,1.0435625305784502,0,a_affinity_64_bundle_2,204.101,,,,,,,
case_056,4,277285,265728,1.0434918412813101,0,a_affinity_64_bundle_3,207.37,,,,,,,
case_056,5,277285,265746,1.0434211615602869,0,a_affinity_64_bundle_4,209.054,,,,,,,
case_057,2,59726,30183,1.9787960109995693,22304,a_affinity_64_bundle_2,12.081,,,,,,,
case_057,3,59726,20705,2.884617242212026,14112,a_affinity_64_bundle_3,12.874,,,,,,,
case_057,4,59726,16485,3.6230512587200487,28224,a_affinity_64_bundle_4,13.776,,,,,,,
case_057,5,59726,14028,4.257627601938979,14112,a_affinity_64_bundle_5,14.288,,,,,,,
case_058,2,4539717,2233461,2.032592912972288,36298752,a_affinity_64_bundle_2,931.132,,,,,,,
case_058,3,4539717,1499428,3.0276325372075217,32858112,a_affinity_64_bundle_3,929.378,,,,,,,
case_058,4,4539717,1172561,3.871625442087874,45473792,a_affinity_64_bundle_4,922.504,,,,,,,
case_058,5,4539717,1130935,4.0141272486924535,34009088,a_affinity_64_bundle_5,974.006,,,,,,,
case_059,2,829473,369318,2.2459587672412393,360448,a_affinity_64_bundle_2,61.762,,,,,,,
case_059,3,829473,266217,3.1157777301975456,2998272,a_affinity_64_bundle_3,58.303,,,,,,,
case_059,4,829473,185216,4.478408992743607,1081344,a_affinity_64_bundle_4,63.061,,,,,,,
case_059,5,829473,150782,5.501140719714555,4325376,a_affinity_64_bundle_5,69.822,,,,,,,
case_060,2,888789,463887,1.915960136843671,3675408,a_affinity_64_bundle_2,144.377,,,,,,,
case_060,3,888789,310745,2.860187613638192,4645024,a_affinity_64_bundle_3,163.97,,,,,,,
case_060,4,888789,241329,3.6828934773690687,5183780,a_affinity_64_bundle_4,164.944,,,,,,,
case_060,5,888789,196099,4.532348456646898,5691684,a_affinity_64_bundle_5,170.888,,,,,,,
case_061,2,77191,42478,1.817199491501483,34560,a_affinity_64_bundle_2,18.174,,,,,,,
case_061,3,77191,30303,2.5473055473055473,36096,a_affinity_64_bundle_3,16.057,,,,,,,
case_061,4,77191,24024,3.213078588078588,70656,a_affinity_64_bundle_4,16.892,,,,,,,
case_061,5,77191,22283,3.46412063007674,82944,a_affinity_64_bundle_5,17.135,,,,,,,
case_062,2,2854809,1534068,1.8609403233754958,9698304,a_refine1_merge_24_25,1079.478,,,,,,,
case_062,3,2854809,1050069,2.7186870577076365,9698304,a_refine1_merge_24_25,1048.228,,,,,,,
case_062,4,2854809,838845,3.403261627595086,11200512,a_refine1_merge_48_49,929.245,,,,,,,
case_062,5,2854809,697924,4.090429616978353,11200512,a_refine1_merge_48_49,874.063,,,,,,,
case_063,2,1070397,583430,1.834662255969011,3836928,a_refine1_merge_0_4,194.065,,,,,,,
case_063,3,1070397,397832,2.690575418769732,3836928,a_refine1_merge_36_37,182.858,,,,,,,
case_063,4,1070397,306287,3.494751654493988,3836928,a_refine1_merge_36_37,185.256,,,,,,,
case_063,5,1070397,253604,4.220741786407155,3836928,a_refine1_merge_36_37,176.547,,,,,,,
case_064,2,19116,18871,1.0129828837899422,24432,a_refine2_split_2_1,9.379,,,,,,,
case_064,3,19116,18926,1.0100390996512734,16492,a_refine1_merge_2_1,10.57,,,,,,,
case_064,4,19116,18926,1.0100390996512734,16492,a_refine1_merge_2_1,10.674,,,,,,,
case_064,5,19116,18926,1.0100390996512734,16492,a_refine1_merge_2_1,10.915,,,,,,,
case_065,2,53068,26610,1.9942878617061255,13968,a_affinity_64_bundle_2,8.462,,,,,,,
case_065,3,53068,18032,2.9429902395740903,27936,a_affinity_64_bundle_3,8.82,,,,,,,
case_065,4,53068,13541,3.9190606306772025,41904,a_affinity_64_bundle_4,9.579,,,,,,,
case_065,5,53068,11396,4.656721656721657,55872,a_affinity_64_bundle_5,9.681,,,,,,,
case_066,2,359070,248092,1.4473259919707206,1604052,a_affinity_4096_bundle_2,132.563,,,,,,,
case_066,3,359070,235631,1.5238657052764704,1612740,a_affinity_4096_bundle_3,130.428,,,,,,,
case_066,4,359070,248396,1.4455546788193046,91200,a_affinity_64_bundle_0,132.03,,,,,,,
case_066,5,359070,248521,1.4448276000820857,91200,a_affinity_64_bundle_0,132.054,,,,,,,
case_067,2,63834834,32475019,1.96565963517989,268243840,a_refine1_merge_0_2,187.363,,,,,,,
case_067,3,63834834,21931301,2.9106724676297135,268278016,a_refine1_merge_105_106,189.122,,,,,,,
case_067,4,63834834,17526997,3.6420862056403616,316494080,a_chains_8,428.475,,,,,,,
case_067,5,63834834,14401158,4.432618126958957,316494080,a_chains_8,227.227,,,,,,,
case_068,2,362095,301006,1.2029494428682486,1172364,a_affinity_4096_bundle_2,112.3,,,,,,,
case_068,3,362095,302545,1.1968302236031003,8,a_affinity_64_bundle_2,113.477,,,,,,,
case_068,4,362095,303225,1.19414626102729,5184,components_pipe,122.147,,,,,,,
case_068,5,362095,303362,1.193606977802098,5192,a_affinity_64_bundle_0,117.883,,,,,,,
case_069,2,25144,24376,1.0315063997374467,272944,a_refine1_merge_7_8,11.073,,,,,,,
case_069,3,25144,24376,1.0315063997374467,272944,a_refine1_merge_7_8,12.058,,,,,,,
case_069,4,25144,24376,1.0315063997374467,272944,a_refine1_merge_7_8,13.497,,,,,,,
case_069,5,25144,24376,1.0315063997374467,272944,a_refine1_merge_7_8,13.782,,,,,,,
case_070,2,117300,60121,1.9510653515410588,129536,a_affinity_64_bundle_2,18.146,,,,,,,
case_070,3,117300,39333,2.9822286629547707,259072,a_affinity_64_bundle_3,18.183,,,,,,,
case_070,4,117300,31225,3.756605284227382,360960,a_affinity_64_bundle_4,21.583,,,,,,,
case_070,5,117300,26275,4.464319695528069,449024,a_affinity_64_bundle_5,22.118,,,,,,,
case_071,2,18919,18765,1.008206767918998,58468,local1_fixed_741_split_0_2,4.957,,,,,,,
case_071,3,18919,18765,1.008206767918998,58468,local1_fixed_741_split_0_2,5.684,,,,,,,
