case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_071,4,18919,18765,1.008206767918998,58468,local1_fixed_741_split_0_2,5.733,,,,,,,
case_071,5,18919,18765,1.008206767918998,58468,local1_fixed_741_split_0_2,6.097,,,,,,,
case_072,2,23897828,11772092,2.030040879734885,175833776,a_affinity_64_bundle_0,2404.853,,,,,,,
case_072,3,23897828,7900998,3.0246594164433405,175833776,a_affinity_64_bundle_0,2444.001,,,,,,,
case_072,4,23897828,5960302,4.009499518648552,175833776,a_affinity_64_bundle_0,2291.772,,,,,,,
case_072,5,23897828,4816984,4.961159929117473,175833776,a_affinity_64_bundle_0,2463.939,,,,,,,
case_073,2,10081626,5624748,1.7923693648142103,143488768,a_refine1_merge_193_194,108.372,,,,,,,
case_073,3,10081626,4056185,2.4854946211772884,142488832,a_refine1_move_5_2_0,87.168,,,,,,,
case_073,4,10081626,3504812,2.8765097814091027,144973568,a_refine1_move_42_3_0,137.086,,,,,,,
case_073,5,10081626,3305399,3.050048118245331,143489792,a_refine1_merge_38_39,104.722,,,,,,,
case_074,2,1682239,859741,1.9566811400177495,7496346,a_affinity_64_bundle_2,110.69,,,,,,,
case_074,3,1682239,578393,2.908470538198076,9216680,a_affinity_64_bundle_3,88.433,,,,,,,
case_074,4,1682239,438898,3.832870051811583,9237166,a_affinity_64_bundle_4,86.343,,,,,,,
case_074,5,1682239,366949,4.584394561642081,15557336,a_affinity_64_bundle_0,89.212,,,,,,,
case_075,2,1441809,1357733,1.0619238097623023,16799438,a_refine1_merge_910_911,303.095,,,,,,,
case_075,3,1441809,1099067,1.311848140286261,21133422,a_chains_8,283.322,,,,,,,
case_075,4,1441809,874977,1.6478250285436074,21133422,a_chains_8,691.119,,,,,,,
case_075,5,1441809,711096,2.02758699247359,21133422,a_chains_8,691.684,,,,,,,
case_076,2,6185113,3065465,2.01767529559137,32191488,a_affinity_64_bundle_2,4890.94,,,,,,,
case_076,3,6185113,2063432,2.9974881653478285,36920320,a_affinity_64_bundle_3,4395.417,,,,,,,
case_076,4,6185113,1534042,4.031905906096443,38413312,a_affinity_64_bundle_4,3913.852,,,,,,,
case_076,5,6185113,1245872,4.964485115645909,39716864,a_affinity_64_bundle_5,3793.32,,,,,,,
case_077,2,495320,248734,1.9913642686564763,57344,a_affinity_64_bundle_2,88.166,,,,,,,
case_077,3,495320,168976,2.9313038538017233,114688,a_affinity_64_bundle_3,165.773,,,,,,,
case_077,4,495320,127832,3.8747731397459164,114688,a_affinity_64_bundle_4,110.855,,,,,,,
case_077,5,495320,115617,4.284145065172077,172032,a_affinity_64_bundle_5,112.085,,,,,,,
case_078,2,2296143,1080972,2.1241466013920807,15039360,a_affinity_64_bundle_0,13.472,,,,,,,
case_078,3,2296143,817424,2.808998757070994,14934792,a_refine1_merge_5_6,13.722,,,,,,,
case_078,4,2296143,619540,3.706206217516222,15039360,a_affinity_64_bundle_0,13.41,,,,,,,
case_078,5,2296143,620100,3.7028592162554426,15039360,a_affinity_64_bundle_0,13.31,,,,,,,
case_079,2,31052251,14893820,2.0849084385335663,91508736,a_affinity_64_bundle_0,1124.048,,,,,,,
case_079,3,31052251,9965372,3.116015237564639,91508736,a_affinity_64_bundle_0,1132.247,,,,,,,
case_079,4,31052251,7501148,4.1396664883828445,91508736,a_affinity_64_bundle_0,1317.512,,,,,,,
case_079,5,31052251,6063684,5.121020653450938,91508736,a_affinity_64_bundle_0,1346.833,,,,,,,
case_080,2,292138,145926,2.0019598974822856,2191360,a_affinity_64_bundle_2,30.887,,,,,,,
case_080,3,292138,100325,2.9119162721156244,3047424,a_affinity_64_bundle_3,34.149,,,,,,,
case_080,4,292138,100325,2.9119162721156244,3047424,a_affinity_64_bundle_3,36.504,,,,,,,
case_080,5,292138,111314,2.6244497547478303,4190208,a_affinity_64_bundle_4,38.045,,,,,,,
case_081,2,151795,76860,1.9749544626593807,0,a_affinity_64_bundle_2,71.886,,,,,,,
case_081,3,151795,51943,2.9223379473653814,0,a_affinity_64_bundle_3,77.831,,,,,,,
case_081,4,151795,39588,3.834369000707285,0,a_affinity_64_bundle_4,78.635,,,,,,,
case_081,5,151795,30943,4.905632937982743,0,a_affinity_64_bundle_5,83.757,,,,,,,
case_082,2,721041,707190,1.0195859669961396,1127460,a_refine1_merge_12_8,78.648,,,,,,,
case_082,3,721041,565989,1.27394878699056,11400996,a_chains_8,147.934,,,,,,,
case_082,4,721041,594155,1.2135570684417365,9496856,a_refine1_merge_336_337,150.103,,,,,,,
case_082,5,721041,576011,1.2517833860811687,9496856,a_refine1_merge_674_675,135.877,,,,,,,
case_083,2,1057993,624895,1.693073236303699,27912000,a_affinity_64_bundle_0,58.208,,,,,,,
case_083,3,1057993,512623,2.0638812538649263,14842752,a_affinity_64_bundle_3,61.217,,,,,,,
case_083,4,1057993,450029,2.350944050272316,14977600,a_affinity_64_bundle_4,73.846,,,,,,,
case_083,5,1057993,442480,2.3910527029470257,15058048,a_affinity_64_bundle_5,64.111,,,,,,,
case_084,2,2507412,1255829,1.996618966435717,0,a_affinity_64_bundle_2,359.581,,,,,,,
case_084,3,2507412,843394,2.973001942152778,0,a_refine1_merge_0_3,325.075,,,,,,,
case_084,4,2507412,647968,3.8696540569904685,0,a_refine1_merge_0_4,347.736,,,,,,,
case_084,5,2507412,503472,4.98024120507198,0,a_affinity_64_bundle_5,332.003,,,,,,,
case_085,2,3187899,3125140,1.0200819803272814,8949752,a_refine1_merge_5_6,818.785,,,,,,,
case_085,3,3187899,2615433,1.218880009543353,53855140,a_chains_8,2134.218,,,,,,,
case_085,4,3187899,2239926,1.423216213392764,53855140,a_chains_8,2075.726,,,,,,,
case_085,5,3187899,1914860,1.6648209268562715,53855140,a_chains_8,5724.097,,,,,,,
case_086,2,118403,113780,1.0406310423624539,339222,a_refine1_merge_1_2,98.463,,,,,,,
case_086,3,118403,114521,1.03389771308319,344118,local1_fixed_1536_split_2_1,103.174,,,,,,,
case_086,4,118403,114521,1.03389771308319,344118,local1_fixed_1536_split_2_1,102.343,,,,,,,
case_086,5,118403,114521,1.03389771308319,344118,local1_fixed_1536_split_2_1,102.645,,,,,,,
case_087,2,3974071,2038849,1.9491737740264237,12984746,a_affinity_4096_bundle_2,1743.457,,,,,,,
case_087,3,3974071,1365116,2.9111599307311615,11404800,a_affinity_64_bundle_3,1921.902,,,,,,,
case_087,4,3974071,1038811,3.825595801353663,25367040,a_affinity_64_bundle_0,1899.488,,,,,,,
case_087,5,3974071,833349,4.768795546643723,12487680,a_affinity_64_bundle_5,2140.208,,,,,,,
case_088,2,243623,200725,1.213715282102379,860292,a_affinity_4096_bundle_2,55.348,,,,,,,
case_088,3,243623,202290,1.2043254733303672,0,a_affinity_64_bundle_2,66.672,,,,,,,
case_088,4,243623,202428,1.2035044559053096,73728,a_affinity_64_bundle_3,71.922,,,,,,,
case_088,5,243623,202618,1.2023758994758609,221184,a_affinity_64_bundle_0,150.669,,,,,,,
case_089,2,693092,347224,1.9960947399949311,716160,a_affinity_64_bundle_2,77.453,,,,,,,
case_089,3,693092,243614,2.8450417463692563,477440,a_affinity_64_bundle_3,79.904,,,,,,,
case_089,4,693092,178160,3.8902784014369107,716160,a_affinity_64_bundle_4,79.859,,,,,,,
case_089,5,693092,147432,4.701096098540344,954880,a_affinity_64_bundle_5,76.854,,,,,,,
case_090,2,1178363,593676,1.9848587445003671,22945656,a_refine1_merge_2_3,25.227,,,,,,,
case_090,3,1178363,488759,2.410928494411356,22602240,a_refine1_merge_2_3,24.535,,,,,,,
case_090,4,1178363,459566,2.564077847360336,23114232,a_refine1_merge_2_3,25.603,,,,,,,
case_090,5,1178363,456367,2.582051287669792,22602240,a_refine1_merge_2_3,25.389,,,,,,,
case_091,2,9186769,4582522,2.004740839214738,61883872,a_affinity_64_bundle_2,3489.969,,,,,,,
case_091,3,9186769,3106295,2.9574683022700676,111883264,a_affinity_64_bundle_0,3529.627,,,,,,,
case_091,4,9186769,2345612,3.9165765693558865,73112736,a_affinity_64_bundle_4,3411.951,,,,,,,
case_091,5,9186769,2015028,4.559127218083322,111883264,a_affinity_64_bundle_0,4947.021,,,,,,,
case_092,2,4815554,2772068,1.7371702281473616,68736608,a_affinity_64_bundle_2,546.371,,,,,,,
case_092,3,4815554,2009146,2.3968163587912477,103665760,a_refine1_merge_31_32,560.717,,,,,,,
case_092,4,4815554,1819395,2.646788630286441,69603360,a_affinity_64_bundle_4,518.167,,,,,,,
case_092,5,4815554,1697048,2.8376062433119156,69092320,a_affinity_64_bundle_5,526.769,,,,,,,
case_093,2,74205,37827,1.9616940280751844,8192,a_affinity_64_bundle_2,8.899,,,,,,,
case_093,3,74205,25103,2.956021192686133,16384,a_affinity_64_bundle_3,7.535,,,,,,,
case_093,4,74205,19779,3.751706355225239,24576,a_affinity_64_bundle_4,8.792,,,,,,,
case_093,5,74205,15876,4.674036281179139,32768,a_affinity_64_bundle_5,9.119,,,,,,,
case_094,2,94892,48073,1.9739146714371893,106272,a_affinity_64_bundle_2,9.436,,,,,,,
case_094,3,94892,32222,2.9449444478927442,212544,a_affinity_64_bundle_3,10.437,,,,,,,
case_094,4,94892,24640,3.8511363636363636,318528,a_affinity_64_bundle_4,12.579,,,,,,,
case_094,5,94892,21573,4.3986464562184215,424800,a_affinity_64_bundle_5,11.541,,,,,,,
case_095,2,2084853,1042890,1.9991111238960964,0,a_affinity_64_bundle_2,111.638,,,,,,,
case_095,3,2084853,695775,2.9964471273040854,0,a_affinity_64_bundle_3,115.436,,,,,,,
case_095,4,2084853,524422,3.9755254356224565,0,a_affinity_64_bundle_4,119.247,,,,,,,
case_095,5,2084853,420852,4.953886401870491,0,a_affinity_64_bundle_5,125.831,,,,,,,
case_096,2,84194,44010,1.9130652124517156,67392,a_affinity_64_bundle_2,16.896,,,,,,,
case_096,3,84194,30318,2.777030147107329,79488,a_affinity_64_bundle_3,18.296,,,,,,,
case_096,4,84194,26984,3.120145271271865,79488,a_affinity_64_bundle_4,17.878,,,,,,,
case_096,5,84194,26984,3.120145271271865,79488,a_affinity_64_bundle_4,18.322,,,,,,,
case_097,2,11491509,5192028,2.2132987341362567,29818880,a_affinity_64_bundle_0,234.207,,,,,,,
case_097,3,11491509,3577028,3.2125856996366817,29818880,a_affinity_64_bundle_0,432.807,,,,,,,
case_097,4,11491509,2608028,4.40620614502605,29818880,a_affinity_64_bundle_0,224.005,,,,,,,
case_097,5,11491509,2102348,5.466035594487687,21311488,a_affinity_64_bundle_5,234.516,,,,,,,
case_098,2,177430,94351,1.8805312079363228,0,components_total,18.587,,,,,,,
case_098,3,177430,69315,2.5597633989756905,639238,a_affinity_64_bundle_2,15.979,,,,,,,
case_098,4,177430,60144,2.9500864591646714,639244,a_affinity_64_bundle_3,16.532,,,,,,,
case_098,5,177430,51345,3.4556431979744864,639256,a_affinity_64_bundle_5,18.755,,,,,,,
case_099,2,1622999,809945,2.0038385322460166,8114176,a_affinity_64_bundle_2,181.504,,,,,,,
case_099,3,1622999,544076,2.9830372962600813,8114176,a_affinity_64_bundle_2,223.312,,,,,,,
case_099,4,1622999,405336,4.004083032348471,9838592,a_affinity_64_bundle_4,203.547,,,,,,,
case_099,5,1622999,339475,4.780908756167611,10698752,a_affinity_64_bundle_5,191.449,,,,,,,
case_100,2,151223,83766,1.8053028675118783,990008,a_affinity_64_bundle_2,25.493,,,,,,,
case_100,3,151223,58653,2.5782653913695803,534528,components_pipe,22.969,,,,,,,
case_100,4,151223,49599,3.0489122764571865,1134408,a_affinity_64_bundle_4,22.718,,,,,,,
case_100,5,151223,44830,3.3732545170644657,1134408,a_affinity_64_bundle_4,30.378,,,,,,,
