case,cores,status,singlecore_makespan,makespan,speedup,added_copy_bytes,v1_makespan,gain_over_v1,selected_source,generation_seconds,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_007,3,ok,1012562,350836,2.8861405328985623,55296,576540,1.6433319271682496,v3_idblock_32,0.461,4.121,,,,,,,
case_007,4,ok,1012562,292650,3.459976080642406,82944,448294,1.531843499060311,v3_idblock_32,0.464,3.608,,,,,,,
case_007,5,ok,1012562,234764,4.313105927655006,110592,369929,1.5757484111703668,v3_idblock_32,0.457,3.662,,,,,,,
case_008,2,ok,487605,253187,1.9258690217112253,0,517423,2.043639681342249,v3_idblock_32,0.105,0.711,,,,,,,
case_008,3,ok,487605,163359,2.984867684057811,0,483687,2.960883697867886,v3_idblock_32,0.104,0.71,,,,,,,
case_008,4,ok,487605,127469,3.825283009986742,0,462817,3.630820042520142,v3_idblock_32,0.105,0.746,,,,,,,
case_008,5,ok,487605,109524,4.452037909499288,0,456926,4.171925787955152,v3_idblock_32,0.104,0.742,,,,,,,
case_009,2,ok,153261,140176,1.0933469352813605,135346,152702,1.0893590914279192,v3_idblock_128,0.54,4.405,,,,,,,
case_009,3,ok,153261,140185,1.0932767414487998,135346,153565,1.0954453044191603,v3_idblock_128,0.656,4.35,,,,,,,
case_009,4,ok,153261,140185,1.0932767414487998,135346,150797,1.0756999678995613,v3_idblock_128,0.651,4.33,,,,,,,
case_009,5,ok,153261,140185,1.0932767414487998,135346,155188,1.1070228626457894,v3_idblock_128,0.65,4.577,,,,,,,
case_010,2,ok,86969,69261,1.2556705794025498,985480,103029,1.487547104431065,v2_memory_31,0.063,0.302,,,,,,,
case_010,3,ok,86969,69505,1.2512624991007841,1006668,104141,1.4983238615926913,v2_memory_24,0.064,0.303,,,,,,,
case_010,4,ok,86969,69505,1.2512624991007841,1006668,104141,1.4983238615926913,v2_memory_24,0.064,0.311,,,,,,,
case_010,5,ok,86969,69505,1.2512624991007841,1006668,104141,1.4983238615926913,v2_memory_24,0.066,0.317,,,,,,,
case_011,2,ok,184697,156946,1.1768187784333466,614400,157035,1.000567074025461,v2_critical_50,0.058,0.322,,,,,,,
case_011,3,ok,184697,98712,1.8710693735310804,2082816,138383,1.4018862954858577,v2_critical_24,0.059,0.376,,,,,,,
case_011,4,ok,184697,97866,1.8872437823145933,2197504,138783,1.4180920850959475,v2_critical_24,0.06,0.381,,,,,,,
case_011,5,ok,184697,95424,1.9355403252850436,2240512,139166,1.4583962105969148,v2_critical_24,0.061,0.392,,,,,,,
case_012,2,ok,59088,48771,1.2115396444608477,153600,51564,1.0572676385556992,v2_critical_157,0.102,0.505,,,,,,,
case_012,3,ok,59088,48687,1.2136299217450244,344072,53230,1.093310329246,v2_memory_30,0.109,0.54,,,,,,,
case_012,4,ok,59088,47301,1.2491913490201052,450084,54417,1.1504407940635504,v2_memory_24,0.108,0.577,,,,,,,
case_012,5,ok,59088,43077,1.3716832648513129,390500,54417,1.2632495299115538,v2_memory_49,0.106,0.57,,,,,,,
case_013,2,ok,263949,133235,1.9810785454272526,8192,183546,1.3776109881037264,v3_idblock_32,0.21,1.544,,,,,,,
case_013,3,ok,263949,90425,2.918982582250484,16384,144822,1.601570362178601,v3_idblock_32,0.212,1.594,,,,,,,
case_013,4,ok,263949,69091,3.820309446961254,24576,119700,1.7324977203977363,v3_idblock_32,0.209,1.548,,,,,,,
case_013,5,ok,263949,56507,4.6710849983187925,32768,128310,2.2706921266391773,v3_idblock_32,0.215,1.597,,,,,,,
case_014,2,ok,17698626,9902600,1.7872706157978713,71718884,12996644,1.3124476400137337,v3_idblock_128,4.338,120.058,,,,,,,
case_014,3,ok,17698626,7563397,2.340036626399487,72573392,10179250,1.3458568947260074,v3_idblock_128,4.346,103.853,,,,,,,
case_014,4,ok,17698626,5602354,3.1591409611031365,73281944,8487960,1.5150702722462737,v3_idblock_128,4.421,92.247,,,,,,,
case_014,5,ok,17698626,4785092,3.6987012997869217,74332548,7475621,1.5622732018527543,v3_idblock_128,4.372,91.689,,,,,,,
case_015,2,ok,177362,159451,1.1123291794971495,843648,182560,1.144928536039285,v2_memory_164,0.105,0.551,,,,,,,
case_015,3,ok,177362,175090,1.0129761836769662,360560,200053,1.1425723913415957,v3_idblock_128,0.103,0.566,,,,,,,
case_015,4,ok,177362,172354,1.0290564767861494,3864900,178713,1.0368949951843298,v2_reuse_24,0.105,0.598,,,,,,,
case_015,5,ok,177362,172413,1.0287043320399274,3864900,178713,1.0365401680847732,v2_reuse_24,0.107,0.622,,,,,,,
case_016,2,ok,7715523,7715523,1.0,0,7776614,1.0079179337551065,v2_critical_332,1.173,25.827,,,,,,,
case_016,3,ok,7715523,7715523,1.0,0,7776614,1.0079179337551065,v2_critical_332,1.175,25.94,,,,,,,
case_016,4,ok,7715523,7715523,1.0,0,7776614,1.0079179337551065,v2_critical_332,1.25,26.078,,,,,,,
case_016,5,ok,7715523,7715523,1.0,0,7795643,1.0103842604059374,v2_critical_332,1.25,26.05,,,,,,,
case_017,2,ok,162810,145843,1.116337431347408,1384,154341,1.0582681376548755,v3_idblock_32,0.15,0.808,,,,,,,
case_017,3,ok,162810,140333,1.1601690265297542,693056,155580,1.1086487141299624,v2_memory_66,0.149,0.833,,,,,,,
case_017,4,ok,162810,121440,1.3406620553359683,422078,158860,1.3081357048748352,v2_memory_77,0.147,0.83,,,,,,,
case_017,5,ok,162810,120842,1.3472964697704441,828566,145019,1.2000711673093791,v2_memory_40,0.144,0.838,,,,,,,
case_018,2,ok,1004367,547838,1.833328465714317,1821432,1071976,1.956739035992392,v3_idblock_32,0.308,1.99,,,,,,,
case_018,3,ok,1004367,453259,2.2158787801235054,7352320,622561,1.3735215406643884,v2_memory_130,0.303,1.987,,,,,,,
case_018,4,ok,1004367,364373,2.756425421202998,9050624,588739,1.6157591259506057,v2_memory_63,0.298,2.087,,,,,,,
case_018,5,ok,1004367,335776,2.9911816210807203,9415940,493011,1.4682734918517106,v2_memory_50,0.303,2.117,,,,,,,
case_019,2,ok,81144,63007,1.2878569047883568,36,68432,1.0861015442728585,v3_idblock_32,0.063,0.278,,,,,,,
case_019,3,ok,81144,50217,1.6158671366270387,16420,64842,1.2912360356054722,v3_idblock_32,0.063,0.283,,,,,,,
case_019,4,ok,81144,47922,1.6932515337423313,32804,64842,1.3530737448353574,v3_idblock_32,0.064,0.283,,,,,,,
case_019,5,ok,81144,47922,1.6932515337423313,32804,64842,1.3530737448353574,v3_idblock_32,0.061,0.284,,,,,,,
case_020,2,ok,532746,309071,1.7237010266249502,0,1095778,3.5453924826334404,v3_idblock_128,0.635,9.167,,,,,,,
case_020,3,ok,532746,224020,2.3781180251763234,0,1272914,5.682144451388269,v3_idblock_128,0.624,9.447,,,,,,,
case_020,4,ok,532746,224020,2.3781180251763234,0,1302985,5.81637800196411,v3_idblock_128,0.737,9.646,,,,,,,
case_020,5,ok,532746,224020,2.3781180251763234,0,1280555,5.716253013123828,v3_idblock_128,0.775,9.166,,,,,,,
case_021,2,ok,6567937,3787296,1.7342021854114387,6479872,4744436,1.2527238430796008,v3_idblock_32,0.359,4.71,,,,,,,
case_021,3,ok,6567937,2519153,2.6072005154113307,6553600,3235596,1.2843983672289854,v3_idblock_32,0.373,4.477,,,,,,,
case_021,4,ok,6567937,2519153,2.6072005154113307,6553600,2636699,1.0466609213493583,v3_idblock_32,0.367,4.33,,,,,,,
case_021,5,ok,6567937,2138091,3.0718697192963256,82690048,2272159,1.0627045340913928,v2_memory_72,0.363,4.447,,,,,,,
case_022,2,ok,56780,49693,1.1426156601533415,164,59693,1.2012355865011168,v3_idblock_32,0.133,0.711,,,,,,,
case_022,3,ok,56780,34154,1.662469988873924,24580,61001,1.7860572700122972,v2_memory_65,0.136,0.677,,,,,,,
case_022,4,ok,56780,49693,1.1426156601533415,196,57947,1.1660998530980218,v3_idblock_32,0.134,0.715,,,,,,,
case_022,5,ok,56780,48370,1.173868100062022,1327588,54113,1.118730618151747,v2_reuse_25,0.135,0.783,,,,,,,
case_023,2,ok,122614,92534,1.32506970410876,344064,105168,1.1365335984611062,v2_reuse_164,0.093,0.473,,,,,,,
case_023,3,ok,122614,98794,1.2411077595805413,544768,98794,1.0,v1,0.094,0.481,,,,,,,
case_023,4,ok,122614,79611,1.540164047681853,671240,101015,1.2688573187122383,v2_memory_57,0.097,0.505,,,,,,,
case_023,5,ok,122614,96450,1.2712700881285641,761856,101015,1.0473302229134267,v2_reuse_24,0.1,0.533,,,,,,,
case_024,2,ok,2555343,2555343,1.0,0,2582574,1.010656495038044,v3_idblock_128,0.407,4.176,,,,,,,
case_024,3,ok,2555343,2555343,1.0,0,2598587,1.0169229727672566,v3_idblock_128,0.493,4.323,,,,,,,
case_024,4,ok,2555343,2555343,1.0,0,2603177,1.0187192091237849,v3_idblock_128,0.498,4.429,,,,,,,
case_024,5,ok,2555343,2555343,1.0,0,2629186,1.0288974904738817,v3_idblock_128,0.479,4.55,,,,,,,
case_025,2,ok,4863026,2528486,1.9232956006084274,27648,3919025,1.5499492581726773,v3_idblock_128,2.05,43.562,,,,,,,
case_025,3,ok,4863026,1634932,2.9744515368223268,55296,2804599,1.7154224151218522,v3_idblock_128,2.111,39.163,,,,,,,
case_025,4,ok,4863026,1361514,3.5717781822294885,82944,2422363,1.7791686313912307,v3_idblock_128,2.093,35.565,,,,,,,
case_025,5,ok,4863026,1128498,4.309290756385922,110592,2135532,1.8923666679072537,v3_idblock_128,2.031,34.159,,,,,,,
case_026,2,ok,99203,100113,0.9909102713933255,1216512,121101,1.2096431032932786,v2_reuse_71,0.061,0.296,,,,,,,
case_026,3,ok,99203,100953,0.9826652006379206,1290240,110610,1.0956583756797718,v2_reuse_72,0.063,0.303,,,,,,,
case_026,4,ok,99203,100953,0.9826652006379206,1290240,110610,1.0956583756797718,v2_reuse_72,0.061,0.302,,,,,,,
case_026,5,ok,99203,100953,0.9826652006379206,1290240,110610,1.0956583756797718,v2_reuse_72,0.065,0.322,,,,,,,
case_027,2,ok,2363952,2152984,1.0979886520289979,14233600,2153120,1.000063168142448,v2_critical_66,0.128,1.039,,,,,,,
case_027,3,ok,2363952,2097794,1.1268751841219873,14602240,2144240,1.022140400821053,v2_memory_44,0.13,1.047,,,,,,,
case_027,4,ok,2363952,2107619,1.1216220768554468,13846528,2107619,1.0,v1,0.13,1.062,,,,,,,
case_027,5,ok,2363952,1568874,1.5067825714493324,14065664,2079723,1.325615058953109,v2_critical_26,0.13,1.043,,,,,,,
case_028,2,ok,43836040,23638628,1.8544240384848054,277473600,41163990,1.7413865982408117,v3_idblock_128,1.827,39.472,,,,,,,
case_028,3,ok,43836040,16770711,2.613845054034978,277369056,41163990,2.454516686859609,v3_idblock_128,1.901,37.991,,,,,,,
case_028,4,ok,43836040,13608312,3.2212694711879033,277760640,41163990,3.024915213584168,v3_idblock_128,1.908,37.162,,,,,,,
case_028,5,ok,43836040,11491035,3.814803453300769,277818912,41058810,3.5731167819086793,v3_idblock_128,1.644,34.948,,,,,,,
case_029,2,ok,37555,25598,1.4671068052191578,471432,32142,1.2556449722634582,v2_critical_40,0.087,0.511,,,,,,,
case_029,3,ok,37555,24029,1.5629031586832578,860776,27010,1.124058429397811,v2_critical_26,0.09,0.524,,,,,,,
case_029,4,ok,37555,18957,1.98106240438888,610698,31148,1.6430869863375006,v2_memory_24,0.089,0.551,,,,,,,
case_029,5,ok,37555,18672,2.0113003427592115,582026,27169,1.4550664095972579,v2_memory_24,0.09,0.552,,,,,,,
case_030,2,ok,2808034,1837434,1.528236660473247,6060556,2417297,1.3155830359076843,v3_idblock_128,0.836,15.478,,,,,,,
case_030,3,ok,2808034,1453694,1.9316541170287558,6466292,1928728,1.3267771621813118,v3_idblock_128,1.008,14.517,,,,,,,
case_030,4,ok,2808034,964996,2.909891854474008,6320004,1644548,1.7042018827021044,v3_idblock_128,1.044,14.187,,,,,,,
case_030,5,ok,2808034,949813,2.956407208576846,6811344,1505653,1.5852099307969043,v3_idblock_128,1.154,14.333,,,,,,,
case_031,2,ok,1414369,979400,1.444117827241168,20321856,1151235,1.1754492546457014,v2_memory_439,0.577,6.396,,,,,,,
case_031,3,ok,1414369,761308,1.8578144456645669,22540864,1038055,1.3635151607496572,v2_memory_190,0.7,6.458,,,,,,,
case_031,4,ok,1414369,649328,2.1782042357637432,22897408,794560,1.2236650814380405,v2_reuse_143,0.695,6.232,,,,,,,
case_031,5,ok,1414369,611182,2.3141535581872503,23404800,903427,1.4781636239287153,v2_reuse_114,0.716,6.678,,,,,,,
case_032,2,ok,41443,22355,1.853858197271304,20628,32926,1.4728696041154103,v3_idblock_32,0.083,0.395,,,,,,,
case_032,3,ok,41443,22355,1.853858197271304,20628,33098,1.4805636322970253,v3_idblock_32,0.086,0.437,,,,,,,
case_032,4,ok,41443,22355,1.853858197271304,20628,31820,1.4233952135987475,v3_idblock_32,0.084,0.437,,,,,,,
case_032,5,ok,41443,22355,1.853858197271304,20628,31820,1.4233952135987475,v3_idblock_32,0.083,0.442,,,,,,,
case_033,2,ok,1774196,1140309,1.5558905524730577,6155632,1409558,1.2361193325668745,v3_idblock_32,0.399,3.764,,,,,,,
case_033,3,ok,1774196,931607,1.9044468321942623,31156264,1103244,1.1842375594000474,v2_memory_107,0.391,3.611,,,,,,,
case_033,4,ok,1774196,801781,2.2128187123416496,32793112,949338,1.1840365386558176,v2_reuse_80,0.402,3.697,,,,,,,
case_033,5,ok,1774196,654846,2.7093331867339803,30967836,891173,1.3608894304920547,v2_reuse_64,0.393,3.682,,,,,,,
case_034,2,ok,842996,582284,1.4477402779399744,1851396,673189,1.1561179767948286,v3_idblock_32,0.435,3.607,,,,,,,
case_034,3,ok,842996,452095,1.8646434930711466,16821000,479166,1.0598790077306761,v2_reuse_179,0.438,3.505,,,,,,,
case_034,4,ok,842996,417648,2.0184365781710913,17894260,490435,1.1742783396544458,v2_reuse_87,0.431,3.526,,,,,,,
case_034,5,ok,842996,379671,2.2203328671402347,19093192,431932,1.1376481216632295,v2_reuse_69,0.433,3.587,,,,,,,
case_035,2,ok,169571,166405,1.0190258706168684,111474,176020,1.0577807157236863,v3_idblock_32,0.413,2.484,,,,,,,
case_035,3,ok,169571,154722,1.0959721306601518,0,176418,1.140225695117695,v2_memory_184,0.407,2.478,,,,,,,
case_035,4,ok,169571,166414,1.0189707596716622,111528,173170,1.0405975458795533,v3_idblock_32,0.405,2.534,,,,,,,
case_035,5,ok,169571,155064,1.0935549192591447,0,173330,1.1177965227261002,v2_memory_72,0.407,2.566,,,,,,,
case_036,2,ok,931510,484623,1.9221332871118375,1152,722515,1.4908805401311949,v3_idblock_32,0.249,2.296,,,,,,,
case_036,3,ok,931510,335720,2.774663409984511,2304,531338,1.5826819969021804,v3_idblock_32,0.249,2.171,,,,,,,
case_036,4,ok,931510,261313,3.5647288883446286,3456,433996,1.6608282021943035,v3_idblock_32,0.253,1.983,,,,,,,
case_036,5,ok,931510,187182,4.976493466252097,4608,396947,2.120647284461113,v3_idblock_32,0.251,1.967,,,,,,,
case_037,2,ok,210001,130275,1.6119823450393398,2981888,130916,1.004920360775283,v2_critical_56,0.066,0.457,,,,,,,
case_037,3,ok,210001,97643,2.1507020472537715,4020224,98209,1.0057966264862817,v2_memory_24,0.068,0.526,,,,,,,
case_037,4,ok,210001,77901,2.6957420315528684,3956736,90803,1.165620467002991,v2_memory_24,0.066,0.536,,,,,,,
case_037,5,ok,210001,96013,2.1872142314061636,5005312,96013,1.0,v1,0.067,0.602,,,,,,,
case_038,2,ok,1364555,1003315,1.360046446031406,18606208,1122951,1.1192407170230685,v2_memory_422,0.591,7.286,,,,,,,
case_038,3,ok,1364555,726947,1.8771038328791507,20519552,1034601,1.4232137968792773,v2_memory_183,0.705,7.515,,,,,,,
case_038,4,ok,1364555,630747,2.16339514892659,22015616,878404,1.3926407894131878,v2_memory_137,0.717,7.557,,,,,,,
case_038,5,ok,1364555,486511,2.8047772815003156,22320776,777060,1.5972095183870456,v2_memory_109,0.734,7.295,,,,,,,
case_039,2,ok,1435262,1109763,1.2933049669163597,36679680,1109763,1.0,v1,0.445,6.733,,,,,,,
case_039,3,ok,1435262,870715,1.6483717404661686,38137856,870715,1.0,v1,0.518,6.907,,,,,,,
case_039,4,ok,1435262,781512,1.8365194648322738,39141376,783937,1.0031029593915384,v2_memory_188,0.52,6.892,,,,,,,
case_039,5,ok,1435262,725256,1.9789729419680775,38162432,725256,1.0,v1,0.514,6.665,,,,,,,
case_040,2,ok,253454,233260,1.0865729229186316,77058,279927,1.2000643059247191,v3_idblock_32,0.331,1.926,,,,,,,
case_040,3,ok,253454,136890,1.8515158156183797,1564672,283622,2.0718971436920155,v2_memory_95,0.332,1.906,,,,,,,
case_040,4,ok,253454,224384,1.1295546919566457,126210,293019,1.3058818810610382,v3_idblock_32,0.32,2.051,,,,,,,
case_040,5,ok,253454,224384,1.1295546919566457,126210,293607,1.308502388762122,v3_idblock_32,0.32,2.149,,,,,,,
case_041,2,ok,6003957,3828012,1.5684269014830674,27447804,4666125,1.2189421036297692,v3_idblock_128,1.611,36.213,,,,,,,
case_041,3,ok,6003957,2799198,2.1448847134071976,27354916,3861419,1.3794733348623427,v3_idblock_128,1.638,32.917,,,,,,,
case_041,4,ok,6003957,2806190,2.139540444517299,27278196,3883752,1.3839946689283333,v3_idblock_128,1.657,31.767,,,,,,,
case_041,5,ok,6003957,2538948,2.364742011258206,127830036,3557401,1.401131886119763,v2_memory_308,2.034,31.224,,,,,,,
case_042,2,ok,1686740,1125548,1.4985944624307448,8204400,1736820,1.5430883445219572,v3_idblock_32,0.455,4.763,,,,,,,
case_042,3,ok,1686740,718353,2.3480656446064816,8493192,1745993,2.430550161271687,v3_idblock_32,0.538,4.958,,,,,,,
case_042,4,ok,1686740,718374,2.3479970043459257,8566920,1566882,2.181150765478706,v3_idblock_32,0.543,4.702,,,,,,,
case_042,5,ok,1686740,718446,2.3477616967733135,8566920,1447999,2.015459756196012,v3_idblock_32,0.556,4.818,,,,,,,
case_043,2,ok,677656,624948,1.0843398170727805,969418,667575,1.0682088749783982,v2_memory_332,0.718,9.604,,,,,,,
case_043,3,ok,677656,662868,1.022309117350664,82040,679774,1.0255043236360784,v3_idblock_128,0.919,9.586,,,,,,,
case_043,4,ok,677656,625247,1.0838212738325814,985802,679492,1.0867577133516835,v2_memory_333,0.928,9.912,,,,,,,
case_043,5,ok,677656,619201,1.0944039173063351,965322,690974,1.115912280503423,v2_memory_266,1.129,9.474,,,,,,,
case_044,2,ok,154407,82297,1.8762166300108145,0,82950,1.007934675626086,v2_critical_63,0.123,0.69,,,,,,,
case_044,3,ok,154407,81945,1.8842760388065165,0,81945,1.0,v1,0.127,0.731,,,,,,,
case_044,4,ok,154407,81511,1.8943087436051576,0,81511,1.0,v1,0.13,0.754,,,,,,,
case_044,5,ok,154407,80741,1.912374134578467,0,80741,1.0,v1,0.129,0.713,,,,,,,
case_045,2,ok,125614,107215,1.1716084503101245,0,214946,2.0048127594086647,v3_idblock_32,0.15,1.124,,,,,,,
case_045,3,ok,125614,107215,1.1716084503101245,0,253117,2.360835703959334,v3_idblock_32,0.149,1.141,,,,,,,
case_045,4,ok,125614,107215,1.1716084503101245,0,214021,1.996185235274915,v3_idblock_32,0.156,1.168,,,,,,,
case_045,5,ok,125614,107215,1.1716084503101245,0,212529,1.9822692720235042,v3_idblock_32,0.153,1.211,,,,,,,
case_046,2,ok,276455,224772,1.2299352232484473,0,225203,1.0019174986208246,v2_critical_71,0.085,0.463,,,,,,,
case_046,3,ok,276455,221913,1.2457810042674382,0,223259,1.0060654400598432,v2_critical_31,0.09,0.477,,,,,,,
case_046,4,ok,276455,222475,1.242634003820654,0,222475,1.0,v1,0.089,0.479,,,,,,,
case_046,5,ok,276455,221361,1.248887563753326,0,222475,1.005032503467187,v2_reuse_24,0.091,0.501,,,,,,,
case_047,2,ok,326508,313202,1.0424837644714913,0,319871,1.0212929674778577,v3_idblock_128,1.213,16.292,,,,,,,
case_047,3,ok,326508,313202,1.0424837644714913,0,319871,1.0212929674778577,v3_idblock_128,1.208,17.622,,,,,,,
case_047,4,ok,326508,313202,1.0424837644714913,0,317644,1.0141825403413771,v3_idblock_128,1.52,17.987,,,,,,,
case_047,5,ok,326508,313202,1.0424837644714913,0,330821,1.0562544300483394,v3_idblock_128,1.529,18.014,,,,,,,
case_048,2,ok,222220,202013,1.1000282160059005,0,219496,1.0865439352912931,v3_idblock_32,0.169,0.893,,,,,,,
case_048,3,ok,222220,202013,1.1000282160059005,0,210279,1.0409181587323588,v3_idblock_32,0.169,0.937,,,,,,,
case_048,4,ok,222220,202013,1.1000282160059005,0,214599,1.0623029210991373,v3_idblock_32,0.175,0.937,,,,,,,
case_048,5,ok,222220,202013,1.1000282160059005,0,209005,1.0346116339047486,v3_idblock_32,0.176,0.943,,,,,,,
case_049,2,ok,196276,170314,1.1524360886362837,132006,203706,1.1960613924868184,v3_idblock_32,0.449,2.746,,,,,,,
case_049,3,ok,196276,169425,1.1584831046185629,146410,200200,1.181643795189612,v3_idblock_32,0.448,2.685,,,,,,,
case_049,4,ok,196276,169442,1.158366874800817,148494,207251,1.2231383010115555,v3_idblock_32,0.453,2.78,,,,,,,
case_049,5,ok,196276,169424,1.1584899423930495,148498,200518,1.183527717442629,v3_idblock_32,0.453,2.721,,,,,,,
case_050,2,ok,149690,132809,1.1271073496525086,115430,150764,1.1351941509988028,v3_idblock_32,0.48,3.008,,,,,,,
case_050,3,ok,149690,131355,1.1395835712382476,125738,154088,1.1730653572380192,v3_idblock_32,0.48,3.006,,,,,,,
case_050,4,ok,149690,131367,1.1394794735359717,126286,157974,1.2025394505469411,v3_idblock_32,0.47,2.959,,,,,,,
case_050,5,ok,149690,131354,1.1395922469053092,126290,158173,1.204173454938563,v3_idblock_32,0.479,3.067,,,,,,,
case_051,2,ok,607628,607628,1.0,0,610548,1.004805571830133,v3_idblock_32,0.101,0.584,,,,,,,
case_051,3,ok,607628,607628,1.0,0,607628,1.0,v1,0.106,0.607,,,,,,,
case_051,4,ok,607628,607628,1.0,0,687038,1.130688513366731,v3_idblock_32,0.097,0.654,,,,,,,
case_051,5,ok,607628,607628,1.0,0,730037,1.201453850052993,v3_idblock_32,0.096,0.694,,,,,,,
case_052,2,ok,180301,105362,1.7112526337768834,1023200,170489,1.618126079611245,v2_reuse_72,0.109,0.563,,,,,,,
case_052,3,ok,180301,86844,2.076148035558012,1015808,132628,1.527198194463636,v2_reuse_31,0.113,0.584,,,,,,,
case_052,4,ok,180301,62193,2.899056163876964,2044936,131448,2.1135497564034536,v2_reuse_24,0.111,0.605,,,,,,,
case_052,5,ok,180301,57238,3.1500227121842133,1927752,131448,2.296516300359901,v2_reuse_24,0.11,0.615,,,,,,,
case_053,2,ok,1472686,1400939,1.0512135075117475,920068,1400939,1.0,v1,0.995,13.994,,,,,,,
case_053,3,ok,1472686,1415169,1.0406432023313117,825600,1419204,1.0028512495680728,v2_reuse_512,1.018,12.847,,,,,,,
case_053,4,ok,1472686,1394882,1.0557781948580596,813568,1394882,1.0,v1,1.249,13.559,,,,,,,
case_053,5,ok,1472686,1263079,1.165949239912943,1222196,1406917,1.113878862683965,v2_reuse_217,1.269,13.335,,,,,,,
case_054,2,ok,815051,790162,1.0314986040837195,77126,870322,1.10144755126164,v3_idblock_128,1.37,20.042,,,,,,,
case_054,3,ok,815051,790162,1.0314986040837195,77126,870322,1.10144755126164,v3_idblock_128,1.401,20.54,,,,,,,
case_054,4,ok,815051,790162,1.0314986040837195,77126,871784,1.1032978047539619,v3_idblock_128,1.402,20.726,,,,,,,
case_054,5,ok,815051,790162,1.0314986040837195,77126,865507,1.0953538641443148,v3_idblock_128,1.733,20.892,,,,,,,
case_055,2,ok,118835,101410,1.1718272359727837,262204,129173,1.273769845182921,v3_idblock_32,0.122,0.61,,,,,,,
case_055,3,ok,118835,101684,1.1686696038708155,262228,124139,1.2208312025490735,v3_idblock_32,0.127,0.676,,,,,,,
case_055,4,ok,118835,101737,1.168060784178814,282732,118929,1.168984735150437,v3_idblock_32,0.125,0.684,,,,,,,
case_055,5,ok,118835,85138,1.395792713007118,1138794,119562,1.4043317907397401,v2_memory_24,0.128,0.715,,,,,,,
