case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_001,5,233110,47502,4.9073723211654245,4608,4608,0,seed_reference_a_affinity_64_bundle_5,0.047,,,,,,,
case_002,5,261945,61944,4.228738860906625,640512,640512,0,depth_islands_8,4.343,,,,,,,
case_003,5,602212,211198,2.8514095777422135,7469514,7469514,0,fork_rebundle_6,32.906,,,,,,,
case_004,5,392357,88341,4.441391879195391,442368,442368,0,seed_reference_a_affinity_64_bundle_5,0.391,,,,,,,
case_005,5,95618,55047,1.7370247243264847,1804938,1804938,0,fork_separators_3,1.562,,,,,,,
case_006,5,82837,25014,3.3116254897257535,492494,492494,0,round2_round1_seed_reference_a_affinity_64_bundle_4_merge_35_5_worksplit_6_1_7,1.828,,,,,,,
case_007,5,1012562,203834,4.967581463347626,110592,110592,0,seed_reference_a_affinity_64_bundle_5,0.109,,,,,,,
case_008,5,487605,100603,4.846823653370178,0,0,0,seed_reference_a_affinity_64_bundle_5,0.047,,,,,,,
case_009,5,153261,64848,2.3633882309400445,1123002,1123002,0,fork_rebundle_4,14.421,,,,,,,
case_010,5,86969,21260,4.0907337723424275,358262,358262,0,round1_seed_reference_a_affinity_64_bundle_4_move_4_2_0,1.265,,,,,,,
case_011,5,184697,46880,3.9397824232081913,540672,,,a_affinity_64_bundle_4,1.875,,,,,,,
case_012,5,59088,13406,4.407578696106221,53568,53568,0,seed_reference_a_affinity_64_bundle_5,2.484,,,,,,,
case_013,5,263949,54363,4.855305998565201,32768,32768,0,seed_reference_a_affinity_64_bundle_5,0.078,,,,,,,
case_014,5,17698626,3678370,4.811540437748242,148864992,147321312,1543680,round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_0_batchmerge_4_move_220_1_0_merge_262_281_worksplit_0_2_66,0.829,,,,,,,
case_015,5,177362,40931,4.3331948889594685,354816,354816,0,round5_round4_round3_round2_round1_polish_seed_reference_components_total_critical_order_batchmerge_4_merge_15_42_merge_17_35_merge_17_21_placement,3.797,,,,,,,
case_016,5,7715523,3222794,2.394047835511671,119555954,119555954,0,round1_seed_reference_a_affinity_64_bundle_5_split_12_2,7.203,,,,,,,
case_017,5,162810,33154,4.910719671834469,388910,388910,0,round3_round2_round1_seed_reference_a_affinity_64_bundle_5_split_0_1_split_0_1_split_0_1,0.063,,,,,,,
case_018,5,1004367,200515,5.008936987257811,7372560,7372560,0,round6_round4_round3_round2_round1_structure_affinity_64_bundle_0_batchmerge_4_merge_19_38_merge_20_39_merge_19_57_batchmerge_2,0.094,,,,,,,
case_019,5,81144,20474,3.9632704894011916,373400,373400,0,depth_shift_20_10,2.484,,,,,,,
case_020,5,532746,107650,4.948871342313051,0,0,0,seed_reference_a_affinity_64_bundle_5,0.172,,,,,,,
case_021,5,6567937,1247835,5.2634659229785985,13969408,13875200,94208,round4_round3_round2_round1_structure_components_total_batchmerge_4_merge_1_21_merge_0_20_merge_0_40,0.11,,,,,,,
case_022,5,56780,11775,4.82208067940552,20736,20736,0,round3_round2_round1_seed_reference_components_total_batchmerge_4_merge_0_26_merge_2_23,0.047,,,,,,,
case_023,5,122614,24517,5.001182852714443,270912,270912,0,seed_reference_a_affinity_64_bundle_5,0.046,,,,,,,
case_024,5,2555343,1067126,2.394602886631944,39327650,39327650,0,round1_seed_reference_a_affinity_64_bundle_5_split_12_2,4.469,,,,,,,
case_025,5,4863026,975282,4.986276789687495,110592,110592,0,fork_separators_3,0.437,,,,,,,
