case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_026,5,99203,31278,3.1716541978387367,848100,848100,0,round5_round1_seed_reference_a_affinity_64_bundle_4_merge_21_8_placement,1.672,,,,,,,
case_027,5,2363952,507788,4.655391620124934,10919936,10919936,0,local_batchmerge_2,3.828,,,,,,,
case_028,5,43836040,8908297,4.920810341190914,333663888,333332112,331776,round4_round3_round2_round1_seed_reference_a_refine1_merge_3_4_batchmerge_2_worksplit_0_2_0_worksplit_12_4_0_merge_0_3,0.468,,,,,,,
case_029,5,37555,9383,4.002451241607162,0,0,0,seed_reference_a_affinity_64_bundle_5,0.718,,,,,,,
case_030,5,2808034,561081,5.0046855979796145,11112684,7550188,3562496,round1_seed_reference_a_affinity_64_bundle_5_split_1_1,0.234,,,,,,,
case_031,5,1414369,302664,4.673066502788571,11748888,11748888,0,local_placement,26.297,,,,,,,
case_032,5,41443,10027,4.133140520594395,43152,43152,0,round1_structure_affinity_64_bundle_0_batchmerge_2,2.047,,,,,,,
case_033,5,1774196,355406,4.99202602094506,7895232,6589120,1306112,round3_round2_round1_seed_reference_a_affinity_64_bundle_5_merge_0_7_merge_0_11_swap_1_0,0.094,,,,,,,
case_034,5,842996,170371,4.948001713906709,3621888,3572736,49152,depth_islands_32,0.109,,,,,,,
case_035,5,169571,67868,2.498541286025815,1377906,1377906,0,fork_rebundle_4,15.39,,,,,,,
case_036,5,931510,187182,4.976493466252097,4608,4608,0,seed_reference_a_affinity_64_bundle_5,0.078,,,,,,,
case_037,5,210001,43800,4.794543378995434,1925120,1925120,0,seed_reference_a_affinity_64_bundle_5,0.047,,,,,,,
case_038,5,1364555,275133,4.959619529463932,9676800,8567808,1108992,seed_reference_a_affinity_64_bundle_5,0.141,,,,,,,
case_039,5,1435262,395323,3.6306058590064327,17604608,,,a_affinity_64_bundle_4,5.531,,,,,,,
case_040,5,253454,110033,2.3034362418547163,920376,920376,0,fork_separators_4,8.125,,,,,,,
case_041,5,6003957,1194663,5.025649074257761,37487616,22382592,15105024,round1_seed_reference_a_affinity_64_bundle_5_swap_0_0,0.375,,,,,,,
case_042,5,1686740,342520,4.924500759079762,10187328,7253568,2933760,depth_islands_64,0.125,,,,,,,
case_043,5,677656,201126,3.3693107803068725,5960228,5960228,0,fork_rebundle_4,23.391,,,,,,,
case_044,5,154407,96266,1.60396193879459,222336,210048,12288,round5_round4_round3_round2_round1_seed_reference_a_refine1_merge_14_15_merge_3_4_merge_10_11_batchmerge_2_merge_0_2_batchmerge_2,1.219,,,,,,,
case_045,5,125614,26164,4.801024308209754,0,0,0,seed_reference_a_affinity_64_bundle_5,0.063,,,,,,,
case_046,5,276455,100132,2.7609056046019256,3931104,3069728,861376,round2_round1_seed_reference_a_affinity_64_bundle_4_worksplit_0_4_0_worksplit_2_0_1,3.578,,,,,,,
case_047,5,326508,130017,2.5112716029442304,3061354,3061354,0,fork_separators_3,32.266,,,,,,,
case_048,5,222220,148171,1.4997536629974826,1336088,1336088,0,depth_shift_6_3,2.687,,,,,,,
case_049,5,196276,60840,3.226101249178172,1101054,1101054,0,fork_separators_3,2.703,,,,,,,
case_050,5,149690,50903,2.940691118401666,1048234,1048234,0,fork_rebundle_6,15.907,,,,,,,
case_051,5,607628,252724,2.4043145882464665,9045400,9045400,0,round3_round2_round1_seed_reference_a_affinity_64_bundle_5_split_12_2_splitmove_0_145_2_0_split_18_2,1.172,,,,,,,
case_052,5,180301,37262,4.8387365144114645,355360,355360,0,round2_round1_seed_reference_a_affinity_64_bundle_5_split_0_1_split_0_1,0.047,,,,,,,
case_053,5,1472686,412243,3.5723735757793342,11866698,8052042,3814656,fork_rebundle_4,28.609,,,,,,,
case_054,5,815051,235781,3.456813738172287,4104950,4104950,0,fork_separators_3,45.313,,,,,,,
case_055,5,118835,25635,4.635654378779013,231424,231424,0,depth_islands_32,3.188,,,,,,,
case_056,5,277285,90557,3.0619941031615445,1926938,1926938,0,fork_separators_3,15.234,,,,,,,
case_057,5,59726,13736,4.348136284216657,18208,18208,0,round1_seed_reference_a_affinity_64_bundle_5_split_1_1,2.047,,,,,,,
case_058,5,4539717,1004819,4.517945022934478,32104448,18382848,13721600,fork_separators_3,26.954,,,,,,,
case_059,5,829473,150782,5.501140719714555,4325376,4325376,0,seed_reference_a_affinity_64_bundle_5,0.078,,,,,,,
case_060,5,888789,187823,4.732056244442906,3886208,3819648,66560,fork_fusion_3_0.5,20.985,,,,,,,
case_061,5,77191,19063,4.049257724387557,145668,145668,0,depth_shift_24_0,3.64,,,,,,,
case_062,5,2854809,629253,4.536822232075175,17212416,17212416,0,depth_shift_8_4,84.531,,,,,,,
case_063,5,1070397,238551,4.487078234842864,2548224,2548224,0,best_placement,21.703,,,,,,,
case_064,5,19116,12958,1.4752276585892885,150202,150202,0,fork_separators_3,0.297,,,,,,,
case_065,5,53068,11263,4.711710911835213,64086,64086,0,round1_seed_reference_a_affinity_64_bundle_5_split_0_1,2.406,,,,,,,
case_066,5,359070,112385,3.1949993326511543,2874212,2874212,0,fork_rebundle_4,11.469,,,,,,,
case_067,5,63834834,13917396,4.586693803927114,278688000,278688000,0,depth_shift_16_8,38.75,,,,,,,
case_068,5,362095,142950,2.5330185379503325,3891930,3891930,0,fork_rebundle_4,11.89,,,,,,,
case_069,5,25144,11693,2.150346361070726,268442,268442,0,fork_fusion_3_0.5,3.297,,,,,,,
case_070,5,117300,26271,4.464999429028206,475656,475656,0,round1_seed_reference_a_affinity_64_bundle_5_split_0_1,3.297,,,,,,,
case_071,5,18919,9669,1.9566656324335505,190774,190774,0,fork_fusion_3_0.5,0.219,,,,,,,
case_072,5,23897828,4714384,5.069130558732594,157369008,157369008,0,round3_round2_round1_structure_components_pipe_batchmerge_4_merge_0_25_merge_0_45,0.641,,,,,,,
case_073,5,10081626,2955858,3.410727443605207,142741248,142741248,0,best_placement,18.703,,,,,,,
case_074,5,1682239,339826,4.950295151047889,12787712,12787712,0,round2_round1_structure_components_pipe_batchmerge_2_merge_0_15,0.093,,,,,,,
case_075,5,1441809,415252,3.472130176374828,7113738,7113738,0,fork_separators_3,15.219,,,,,,,
case_076,5,6185113,1231725,5.021504800178612,41390080,27116544,14273536,round2_round1_seed_reference_a_affinity_64_bundle_5_batchmerge_2_merge_11_5,0.609,,,,,,,
case_077,5,495320,115390,4.292573013259381,233308,233308,0,round5_round1_seed_reference_a_affinity_64_bundle_5_split_0_2_split_1_1,12.172,,,,,,,
case_078,5,2296143,511705,4.487239718197008,15715200,15715200,0,depth_shift_40_20,3.532,,,,,,,
case_079,5,31052251,5956401,5.213257300843244,60893184,60893184,0,round3_round2_round1_seed_reference_a_affinity_64_bundle_0_batchmerge_4_merge_0_20_merge_0_40,0.407,,,,,,,
case_080,5,292138,111314,2.6244497547478303,4190208,,,a_affinity_64_bundle_4,1.25,,,,,,,
case_081,5,151795,30943,4.905632937982743,0,0,0,seed_reference_a_affinity_64_bundle_5,0.094,,,,,,,
case_082,5,721041,218422,3.301137248079406,3451810,3451810,0,fork_separators_3,10.391,,,,,,,
case_083,5,1057993,285832,3.701450502393014,6897184,3798816,3098368,round5_round2_round1_structure_affinity_64_bundle_4_worksplit_0_4_0_worksplit_2_0_1_worksplit_1_2_1,14.782,,,,,,,
case_084,5,2507412,503472,4.98024120507198,0,0,0,seed_reference_a_affinity_64_bundle_5,0.25,,,,,,,
case_085,5,3187899,791796,4.026162041738023,15523714,15523714,0,fork_separators_3,53.484,,,,,,,
case_086,5,118403,60605,1.9536836894645657,2225154,2225154,0,fork_separators_3,3.312,,,,,,,
case_087,5,3974071,833349,4.768795546643723,12487680,,,a_affinity_64_bundle_5,0.406,,,,,,,
case_088,5,243623,98404,2.4757428559814643,2598842,2598842,0,fork_rebundle_4,12.469,,,,,,,
case_089,5,693092,147432,4.701096098540344,954880,954880,0,seed_reference_a_affinity_64_bundle_5,9.25,,,,,,,
case_090,5,1178363,456367,2.582051287669792,22602240,16402680,6199560,seed_reference_a_refine1_merge_2_3,4.922,,,,,,,
case_091,5,9186769,2015028,4.559127218083322,111883264,,,a_affinity_64_bundle_0,150.328,,,,,,,
case_092,5,4815554,1618214,2.975844974768479,69058400,8373600,60684800,fork_rebundle_10,89.157,,,,,,,
case_093,5,74205,15876,4.674036281179139,32768,,,a_affinity_64_bundle_5,0.297,,,,,,,
case_094,5,94892,21573,4.3986464562184215,424800,,,a_affinity_64_bundle_5,1.469,,,,,,,
case_095,5,2084853,420852,4.953886401870491,0,,,a_affinity_64_bundle_5,0.047,,,,,,,
case_096,5,84194,26984,3.120145271271865,79488,,,a_affinity_64_bundle_4,3.937,,,,,,,
case_097,5,11491509,2102348,5.466035594487687,21311488,,,a_affinity_64_bundle_5,0.11,,,,,,,
case_098,5,177430,51345,3.4556431979744864,639256,,,a_affinity_64_bundle_5,2.75,,,,,,,
case_099,5,1622999,339475,4.780908756167611,10698752,,,a_affinity_64_bundle_5,0.109,,,,,,,
case_100,5,151223,43322,3.4906744840958406,1134408,1134408,0,local_move_8_1_2,4.563,,,,,,,
