case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_018,2,1004367,505604,1.9864696481831632,3326988,1373196,1953792,round5_round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_2_move_0_1_1_merge_0_6_worksplit_3_1_1_merge_0_7_merge_0_8,0.141,,,,,,,
case_018,3,1004367,334417,3.0033371509223517,6312336,6025616,286720,round6_round5_round4_round3_round2_round1_structure_affinity_64_bundle_0_batchmerge_4_swap_0_0_merge_13_30_merge_13_42_merge_13_53_batchmerge_2,0.156,,,,,,,
case_018,4,1004367,257945,3.893725406578922,4881444,4099108,782336,round5_round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_4_swap_1_0_split_0_1_split_1_1_merge_0_12_merge_0_1,0.156,,,,,,,
case_019,5,81144,24099,3.3671106684924688,54336,,,a_affinity_64_bundle_4,0.078,,,,,,,
case_019,2,81144,39705,2.0436720816018132,59440,59440,0,round1_seed_reference_a_affinity_64_bundle_2_split_0_2,0.062,,,,,,,
case_019,3,81144,27275,2.975032080659945,78912,78912,0,round5_round2_round1_structure_affinity_64_bundle_0_batchmerge_4_swap_1_0_batchmerge_2,0.062,,,,,,,
case_019,4,81144,24099,3.3671106684924688,54336,54336,0,seed_reference_a_affinity_64_bundle_4,0.078,,,,,,,
case_020,5,532746,107650,4.948871342313051,0,0,0,seed_reference_a_affinity_64_bundle_5,0.297,,,,,,,
case_020,2,532746,266580,1.9984469952734638,0,0,0,round1_seed_reference_a_affinity_64_bundle_2_batchmerge_2,0.312,,,,,,,
case_020,3,532746,177950,2.993796010115201,0,0,0,round1_seed_reference_a_affinity_64_bundle_3_batchmerge_2,0.281,,,,,,,
case_020,4,532746,133704,3.984518039849219,0,0,0,seed_reference_a_affinity_64_bundle_4,0.313,,,,,,,
case_021,5,6567937,1247835,5.2634659229785985,13969408,13875200,94208,round4_round3_round2_round1_structure_components_total_batchmerge_4_merge_1_21_merge_0_20_merge_0_40,0.203,,,,,,,
case_021,2,6567937,3109651,2.1121138674404296,9455616,9455616,0,round3_round2_round1_seed_reference_a_affinity_64_bundle_0_batchmerge_4_split_0_1_placement,0.188,,,,,,,
case_021,3,6567937,2102267,3.1242163816489534,11673600,11673600,0,round2_round1_structure_components_total_batchmerge_4_merge_0_12,0.203,,,,,,,
case_021,4,6567937,1550324,4.236493145948847,4608000,4608000,0,seed_reference_a_affinity_64_bundle_4,0.219,,,,,,,
case_022,5,56780,11775,4.82208067940552,20736,20736,0,round3_round2_round1_seed_reference_components_total_batchmerge_4_merge_0_26_merge_2_23,0.109,,,,,,,
case_022,2,56780,28415,1.9982403660038712,6912,6912,0,round4_round3_round2_round1_structure_components_total_batchmerge_4_swap_0_0_merge_0_17_batchmerge_4,0.094,,,,,,,
case_022,3,56780,19161,2.963310891915871,20736,20736,0,round2_round1_structure_components_total_batchmerge_4_merge_0_15,0.093,,,,,,,
case_022,4,56780,14654,3.874709976798144,13824,13824,0,round5_round2_round1_structure_components_total_batchmerge_4_merge_0_20_batchmerge_2,0.094,,,,,,,
case_023,5,122614,24517,5.001182852714443,270912,270912,0,seed_reference_a_affinity_64_bundle_5,0.094,,,,,,,
case_023,2,122614,59932,2.0458853367149437,121286,121286,0,round1_seed_reference_a_affinity_64_bundle_2_split_0_2,0.079,,,,,,,
case_023,3,122614,40096,3.0580107741420592,207264,207264,0,round5_round4_round3_round2_round1_structure_components_pipe_batchmerge_4_merge_0_18_merge_0_26_merge_0_30_merge_0_40,0.094,,,,,,,
case_023,4,122614,30142,4.0678787074513965,281280,281280,0,seed_reference_a_affinity_64_bundle_4,0.078,,,,,,,
case_024,5,2555343,1067126,2.394602886631944,39327650,39327650,0,round1_seed_reference_a_affinity_64_bundle_5_split_12_2,0.297,,,,,,,
case_024,2,2555343,1506717,1.6959674577243105,39327048,39327048,0,round1_seed_reference_a_affinity_64_bundle_2_split_0_1,0.313,,,,,,,
case_024,3,2555343,1228774,2.0795874587190157,39327248,39327248,0,seed_reference_a_affinity_64_bundle_3,0.266,,,,,,,
case_024,4,2555343,1072721,2.382113336086457,39327448,39327448,0,round1_seed_reference_a_affinity_64_bundle_4_split_0_2,0.282,,,,,,,
case_025,5,4863026,1065520,4.563993167655229,3580416,3580416,0,round2_round1_seed_reference_a_refine1_merge_14_15_move_7_4_0_swap_0_12,0.781,,,,,,,
case_025,2,4863026,2431840,1.9997310678334101,27648,27648,0,round3_round2_round1_seed_reference_a_affinity_64_bundle_2_batchmerge_4_merge_0_8_merge_1_9,0.922,,,,,,,
case_025,3,4863026,1622164,2.9978633479722148,55296,55296,0,round1_seed_reference_a_affinity_64_bundle_3_batchmerge_4,0.797,,,,,,,
case_025,4,4863026,1271366,3.8250401536614946,14611968,14611968,0,round2_round1_seed_reference_a_refine1_move_7_3_0_split_0_2_worksplit_7_1_0,0.828,,,,,,,
case_026,5,99203,31278,3.1716541978387367,848100,848100,0,round5_round1_seed_reference_a_affinity_64_bundle_4_merge_21_8_placement,0.078,,,,,,,
case_026,2,99203,59074,1.679300538307885,844200,844200,0,round3_round2_round1_seed_reference_a_affinity_64_bundle_2_move_0_1_0_merge_0_1_placement,0.062,,,,,,,
case_026,3,99203,40069,2.4758042376899847,846940,846940,0,round1_seed_reference_a_affinity_64_bundle_3_merge_17_6,0.063,,,,,,,
case_026,4,99203,33388,2.971217203785791,846940,846940,0,round1_seed_reference_a_affinity_64_bundle_3_merge_17_6,0.078,,,,,,,
case_027,5,2363952,558753,4.230763861670542,5529600,,,a_affinity_64_bundle_5,0.094,,,,,,,
case_027,2,2363952,1116984,2.1163705120216583,1843200,1843200,0,round1_structure_components_total_batchmerge_4,0.078,,,,,,,
case_027,3,2363952,770646,3.0674940244937363,4755456,4755456,0,round6_round5_round4_round3_round2_round1_structure_components_total_worksplit_0_1_5_merge_10_13_merge_12_15_merge_10_16_merge_1_4_batchmerge_2,0.094,,,,,,,
case_027,4,2363952,559196,4.227412213249022,3317760,3317760,0,seed_reference_a_affinity_64_bundle_4,0.109,,,,,,,
case_028,5,43836040,8908297,4.920810341190914,333663888,333332112,331776,round4_round3_round2_round1_seed_reference_a_refine1_merge_3_4_batchmerge_2_worksplit_0_2_0_worksplit_12_4_0_merge_0_3,0.859,,,,,,,
case_028,2,43836040,20545831,2.1335734728860567,326618112,326618112,0,round1_seed_reference_a_affinity_64_bundle_0_worksplit_0_1_76,0.89,,,,,,,
case_028,3,43836040,13971456,3.1375427156625624,337695744,337695744,0,round3_round2_round1_polish_seed_reference_a_refine1_move_9_0_0_placement_move_0_2_0_split_0_1_move_24_0_0,0.875,,,,,,,
case_028,4,43836040,10717203,4.090250040052428,337688064,337688064,0,round2_round1_seed_reference_a_refine1_move_1_3_0_splitmove_17_408_3_0_merge_128_129,0.907,,,,,,,
case_029,5,37555,9383,4.002451241607162,0,0,0,seed_reference_a_affinity_64_bundle_5,0.078,,,,,,,
case_029,2,37555,19740,1.9024822695035462,0,,,a_affinity_64_bundle_2,0.079,,,,,,,
case_029,3,37555,12743,2.9471082162756024,0,0,0,seed_reference_a_affinity_64_bundle_3,0.079,,,,,,,
case_029,4,37555,11028,3.405422560754443,0,0,0,seed_reference_a_affinity_64_bundle_4,0.078,,,,,,,
case_030,5,2808034,561081,5.0046855979796145,11112684,7550188,3562496,round1_seed_reference_a_affinity_64_bundle_5_split_1_1,0.422,,,,,,,
case_030,2,2808034,1397159,2.00981706448586,8569344,3458048,5111296,round2_round1_seed_reference_a_affinity_64_bundle_2_batchmerge_2_swap_0_0,0.438,,,,,,,
case_030,3,2808034,936254,2.9992224332285895,9648128,4769792,4878336,round3_round2_round1_seed_reference_a_affinity_64_bundle_3_merge_0_3_swap_1_0_merge_4_1,0.438,,,,,,,
case_030,4,2808034,699795,4.012652276738188,11777024,7752704,4024320,round1_seed_reference_a_affinity_64_bundle_4_merge_2_5,0.422,,,,,,,
case_031,5,1414369,304683,4.6421001499919585,11748888,11748888,0,round2_round1_seed_reference_a_affinity_64_bundle_0_batchmerge_4_merge_0_46,0.281,,,,,,,
case_031,2,1414369,719423,1.965976900933109,7850520,7475736,374784,round4_round3_round2_round1_structure_affinity_64_bundle_0_batchmerge_4_merge_0_26_merge_0_34_batchmerge_2,0.265,,,,,,,
case_031,3,1414369,486566,2.9068389488784665,10985472,10948608,36864,round4_round3_round2_round1_structure_components_pipe_batchmerge_4_merge_0_18_merge_0_30_worksplit_2_1_8,0.281,,,,,,,
case_031,4,1414369,368991,3.8330718093395233,11541528,11504664,36864,round3_round2_round1_seed_reference_a_affinity_64_bundle_0_batchmerge_4_merge_0_40_merge_0_56,0.281,,,,,,,
case_032,5,41443,10027,4.133140520594395,43152,43152,0,round1_structure_affinity_64_bundle_0_batchmerge_2,0.093,,,,,,,
case_032,2,41443,18665,2.220358960621484,24648,24648,0,round2_round1_structure_affinity_64_bundle_0_batchmerge_4_swap_0_0,0.078,,,,,,,
case_032,3,41443,13833,2.995951709679751,30864,30864,0,round1_structure_affinity_64_bundle_0_batchmerge_4,0.078,,,,,,,
case_032,4,41443,10220,4.05508806262231,18576,18576,0,round6_round2_round1_structure_affinity_64_bundle_0_batchmerge_4_swap_1_0_merge_12_1,0.078,,,,,,,
case_033,5,1774196,355406,4.99202602094506,7895232,6589120,1306112,round3_round2_round1_seed_reference_a_affinity_64_bundle_5_merge_0_7_merge_0_11_swap_1_0,0.188,,,,,,,
case_033,2,1774196,893971,1.9846236622888214,8937048,8937048,0,round2_round1_structure_affinity_4096_bundle_2_batchmerge_4_merge_33_41,0.172,,,,,,,
case_033,3,1774196,593910,2.9873145762826017,7107712,4087936,3019776,round1_seed_reference_a_affinity_64_bundle_3_merge_0_5,0.172,,,,,,,
case_033,4,1774196,444928,3.98760248849252,7313056,5359264,1953792,round1_seed_reference_a_affinity_64_bundle_4_swap_1_0,0.188,,,,,,,
case_034,5,842996,184900,4.559199567333694,5204144,5204144,0,round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_5_batchmerge_2_merge_0_7_swap_0_0_merge_0_14,0.204,,,,,,,
case_034,2,842996,425201,1.9825823551684967,2610824,2188936,421888,round3_round2_round1_seed_reference_a_affinity_64_bundle_2_batchmerge_2_merge_0_4_placement,0.188,,,,,,,
case_034,3,842996,284702,2.960976740591917,3225600,3102720,122880,round6_round2_round1_structure_components_pipe_batchmerge_4_merge_0_14_batchmerge_4,0.203,,,,,,,
case_034,4,842996,213899,3.941093693752659,3835392,3778048,57344,round6_round1_structure_components_pipe_batchmerge_4_batchmerge_4,0.219,,,,,,,
case_035,5,169571,95406,1.7773620107750037,188428,188428,0,round4_round3_round2_round1_structure_components_pipe_batchmerge_4_worksplit_1_2_0_worksplit_2_4_0_worksplit_1_3_0,0.219,,,,,,,
case_035,2,169571,95406,1.7773620107750037,0,0,0,round1_polish_seed_reference_components_total_placement_batchmerge_4,0.172,,,,,,,
case_035,3,169571,95406,1.7773620107750037,172032,172032,0,round2_round1_polish_seed_reference_components_total_critical_order_batchmerge_4_worksplit_1_2_0,0.188,,,,,,,
case_035,4,169571,95406,1.7773620107750037,101892,101892,0,round3_round2_round1_polish_seed_reference_components_pipe_critical_order_batchmerge_4_worksplit_1_2_0_worksplit_3_1_0,0.235,,,,,,,
case_036,5,931510,187182,4.976493466252097,4608,4608,0,seed_reference_a_affinity_64_bundle_5,0.172,,,,,,,
case_036,2,931510,466068,1.998656848356892,1152,1152,0,seed_reference_a_affinity_64_bundle_2,0.156,,,,,,,
case_036,3,931510,311345,2.991890025534375,2304,2304,0,seed_reference_a_affinity_64_bundle_3,0.141,,,,,,,
case_036,4,931510,233584,3.987901568600589,3456,3456,0,seed_reference_a_affinity_64_bundle_4,0.156,,,,,,,
case_037,5,210001,43800,4.794543378995434,1925120,1925120,0,seed_reference_a_affinity_64_bundle_5,0.093,,,,,,,
case_037,2,210001,105374,1.992910964754114,204800,204800,0,seed_reference_a_affinity_64_bundle_2,0.063,,,,,,,
case_037,3,210001,74038,2.836394824279424,1064960,1064960,0,seed_reference_a_affinity_64_bundle_3,0.078,,,,,,,
case_037,4,210001,53320,3.938503375843961,614400,614400,0,seed_reference_a_affinity_64_bundle_4,0.078,,,,,,,
case_038,5,1364555,275133,4.959619529463932,9676800,8567808,1108992,seed_reference_a_affinity_64_bundle_5,0.25,,,,,,,
case_038,2,1364555,677432,2.0143054948688577,8882688,8818176,64512,round4_round3_round2_round1_structure_affinity_64_bundle_0_batchmerge_4_merge_24_32_merge_16_24_batchmerge_2,0.265,,,,,,,
case_038,3,1364555,449432,3.0361767742394843,7914508,5315596,2598912,round1_seed_reference_a_affinity_64_bundle_3_split_0_1,0.266,,,,,,,
case_038,4,1364555,337986,4.037312196363163,8947240,6936616,2010624,round1_seed_reference_a_affinity_64_bundle_4_split_0_2,0.25,,,,,,,
case_039,5,1435262,395323,3.6306058590064327,17604608,,,a_affinity_64_bundle_4,0.219,,,,,,,
case_039,2,1435262,695716,2.062999844764243,16187392,16187392,0,round2_round1_structure_components_total_batchmerge_4_merge_0_8,0.235,,,,,,,
case_039,3,1435262,479316,2.994396181224912,14671872,9805824,4866048,round1_seed_reference_a_affinity_64_bundle_3_split_0_1,0.235,,,,,,,
case_039,4,1435262,395323,3.6306058590064327,17604608,12607488,4997120,seed_reference_a_affinity_64_bundle_4,0.25,,,,,,,
case_040,5,253454,110202,2.2999038129979494,213760,213760,0,round5_round4_round3_round2_round1_polish_seed_reference_components_pipe_placement_batchmerge_4_merge_12_22_merge_14_24_worksplit_4_2_0_merge_15_2,0.172,,,,,,,
case_040,2,253454,133706,1.8956067790525482,160256,160256,0,round5_round4_round3_round2_round1_structure_components_pipe_batchmerge_4_move_13_0_0_worksplit_5_0_4_batchmerge_2_merge_13_20,0.157,,,,,,,
case_040,3,253454,110105,2.301929975932065,0,0,0,round5_round4_round3_round2_round1_structure_components_total_batchmerge_4_merge_10_14_merge_10_18_merge_10_22_batchmerge_4,0.157,,,,,,,
case_040,4,253454,110202,2.2999038129979494,24576,24576,0,round5_round4_round3_round2_round1_polish_seed_reference_components_pipe_placement_batchmerge_4_merge_11_17_merge_14_22_merge_2_7_merge_2_14,0.172,,,,,,,
case_041,5,6003957,1194663,5.025649074257761,37487616,22382592,15105024,round1_seed_reference_a_affinity_64_bundle_5_swap_0_0,0.672,,,,,,,
case_041,2,6003957,2965696,2.0244681181078574,44233728,43659264,574464,round4_round3_round2_round1_structure_components_pipe_batchmerge_4_merge_0_9_merge_0_17_batchmerge_2,0.719,,,,,,,
case_041,3,6003957,1993408,3.011905741323402,51102720,50780160,322560,round4_round3_round2_round1_structure_components_pipe_batchmerge_4_merge_14_26_merge_0_14_merge_0_38,0.687,,,,,,,
case_041,4,6003957,1499841,4.003062324606408,56088576,56088576,0,round1_structure_components_pipe_batchmerge_4,0.704,,,,,,,
case_042,5,1686740,360579,4.677865322162411,10729574,8020070,2709504,round6_round5_round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_5_swap_0_3_swap_0_4_merge_12_27_merge_11_26_merge_11_29_merge_13_28,0.25,,,,,,,
case_042,2,1686740,847173,1.9910219046168847,8197648,3168784,5028864,round3_round2_round1_seed_reference_a_affinity_64_bundle_2_merge_13_5_merge_12_13_placement,0.218,,,,,,,
case_042,3,1686740,572667,2.9454115568035175,9058100,4760372,4297728,round2_round1_seed_reference_a_affinity_64_bundle_3_merge_17_18_merge_16_17,0.234,,,,,,,
case_042,4,1686740,436785,3.861716862987511,9494336,6582080,2912256,round3_round2_round1_seed_reference_a_affinity_64_bundle_4_swap_0_2_merge_12_25_merge_10_24,0.235,,,,,,,
case_043,5,677656,268865,2.5204321871571236,1686562,1686562,0,round1_seed_reference_a_affinity_64_bundle_5_split_0_1,0.406,,,,,,,
case_043,2,677656,352019,1.9250551816805344,1084700,1084700,0,round1_seed_reference_a_affinity_64_bundle_2_batchmerge_2,0.391,,,,,,,
case_043,3,677656,268343,2.525335112151239,571426,571426,0,round1_seed_reference_a_affinity_64_bundle_3_split_0_1,0.391,,,,,,,
case_043,4,677656,268502,2.5238396734474975,571426,571426,0,round1_seed_reference_a_affinity_64_bundle_3_split_0_1,0.406,,,,,,,
case_044,5,154407,96266,1.60396193879459,222336,210048,12288,round5_round4_round3_round2_round1_seed_reference_a_refine1_merge_14_15_merge_3_4_merge_10_11_batchmerge_2_merge_0_2_batchmerge_2,0.11,,,,,,,
case_044,2,154407,95180,1.6222630804790923,190592,190592,0,round7_round1_polish_seed_reference_local2_adaptive_critical_220_merge_0_1_placement_worksplit_3_1_0_move_4_0_4,0.094,,,,,,,
case_044,3,154407,97099,1.5902017528501837,405248,405248,0,round3_round2_round1_seed_reference_a_refine1_merge_0_1_split_0_1_merge_10_2_merge_10_3,0.093,,,,,,,
