case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_062,5,2854809,617509,4.6231050883468905,5586432,5395968,190464,paired_b_plan,44.079,617509,617509,5586432,5586432,1.0,0.0002845220030349014,0.0002845220030349014
case_063,5,1070397,228869,4.676898138236283,2036736,2036736,0,paired_b_plan,13.125,228869,228869,2036736,2036736,1.0,0.0,0.0
case_064,5,19116,7073,2.7026721334652906,91026,91026,0,paired_b_plan,1.313,7096,7073,91026,91026,1.0032518026297186,0.2326457245570487,0.2326457245570487
case_065,5,53068,10888,4.8739897134459955,55872,55872,0,paired_b_plan,0.171,10888,10888,55872,55872,1.0,0.05345452091160656,0.05345452091160656
case_066,5,359070,88379,4.062842983061587,2331022,2331022,0,fork_spread_0.25,9.484,93865,88921,2245486,2245486,1.0555999145308756,0.2726287627827152,0.30028337943963035
case_067,5,63834834,12289063,5.19444273334753,233676288,65885696,167790592,round2_round1_seed_reference_a_chains_8_move_73_0_0_move_73_1_0,1.062,12503907,12458034,114722304,114722304,1.0036822021837475,0.10414604176347744,0.8504638612313692
case_068,5,362095,105122,3.4445216034702537,3178588,3178588,0,paired_b_plan,10.687,112010,105122,3178588,3178588,1.0655238675063259,0.13940733308274172,0.13940733308274172
case_069,5,25144,9523,2.6403444292764884,287250,287250,0,paired_b_plan,2.516,10111,9523,287250,287250,1.0617452483461094,0.41068383009827014,0.41068383009827014
case_070,5,117300,25663,4.570782839106886,485888,485888,0,round6_round5_round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_5_split_3_1_split_4_1_split_6_1_split_5_1_worksplit_6_3_1_boundary_1519_9,3.594,26271,26247,449024,449024,1.0009143902160247,0.2586864499437208,0.25100704195123275
case_071,5,18919,8225,2.300182370820669,202000,202000,0,paired_b_plan,1.171,8487,8225,202000,202000,1.031854103343465,0.35127753230373443,0.35127753230373443
case_072,5,23897828,4711214,5.072541387421586,113476272,39920304,73555968,round4_round2_round1_polish_b_candidate_round4_round3_round2_round1_polish_seed_reference_a_affinity_64_bundle_0_memory_order_worksplit_475_4_96_worksplit_476_1_96_worksplit_477_0_95_worksplit_475_1_0_memory_order_split_3_1_boundary_23017_478_boundary_23020_478,2.61,4717309,4715418,113566384,113566384,1.0004010248932331,0.1333797392758215,0.13241404498847917
case_073,5,10081626,1731697,5.821818713088953,21319168,21319168,0,paired_b_plan,2.328,1795381,1731697,21319168,21319168,1.0367754867046601,0.3941519991149979,0.3941519991149979
case_074,5,1682239,333530,5.043741192696309,8744960,6914048,1830912,round2_round1_b_candidate_round3_round2_round1_structure_components_pipe_placement_swap_0_0_split_0_1_placement_swap_0_0,0.453,340184,334778,8613888,8613888,1.0161480145051347,0.28892506019164477,0.2837036445268187
case_075,5,1441809,338571,4.258512985459475,5983768,5983768,0,paired_b_plan,14.391,341239,338571,5983768,5983768,1.0078801787512812,0.3296629991148488,0.3296629991148488
case_076,5,6185113,1232435,5.018611934909346,40553472,16297984,24255488,paired_b_plan,2.266,1240011,1232435,40553472,40553472,1.0061471801758308,0.4460614091199854,0.4460614091199854
case_077,5,495320,109344,4.529923909862452,257282,257282,0,round5_round4_round3_round2_round1_paired_b_plan_tensorlocal_1000002233_1_merge_8_9_split_8_1_split_2_1_move_9_0_4,11.75,113524,113524,223872,223872,1.0,0.07354271438416013,0.09399127900386173
case_078,5,2296143,438928,5.231252050450188,12195840,12195840,0,round2_round1_b_candidate_round3_round2_round1_structure_chains_8_split_10_1_boundary_66_32_merge_168_173_placement_boundary_57_8,0.219,482490,451577,12326400,12326400,1.0684556565104069,0.47372019582363784,0.4721112663649342
case_079,5,31052251,6002294,5.173397204468825,41406464,24084480,17321984,round4_round3_round2_round1_paired_b_plan_swap_0_0_boundary_16398_288_boundary_16434_235_boundary_16437_235,1.672,6004186,6002434,41480192,41480192,1.000291881593367,0.28154787931788366,0.2961228776474707
case_080,5,292138,64571,4.5242910904275915,5017600,5017600,0,depth_islands_4,2.609,111314,90584,4190208,4190208,1.228848361741588,0.478494623655914,0.5488578680203046
case_081,5,151795,30943,4.905632937982743,0,0,0,b_candidate_round1_seed_reference_a_affinity_64_bundle_5_split_0_2,0.375,30943,30943,0,0,1.0,0.0,0.0
case_082,5,721041,190693,3.781161343101215,6334646,6334646,0,paired_b_plan,12.312,198995,190693,6334646,6334646,1.0435359452103643,0.3672255432653855,0.3672255432653855
case_083,5,1057993,208913,5.064275559682739,8922496,8922496,0,paired_b_plan,1.328,209091,208913,8922496,8922496,1.0008520293136378,0.10807630821698817,0.10807630821698817
case_084,5,2507412,255133,9.827862330627555,18432,18432,0,b_candidate_round3_round2_round1_seed_reference_local1_fixed_1_move_7_2_1720_move_15_3_1720_memory_order_merge_0_40,1.093,255133,255133,18432,18432,1.0,0.0,0.0
case_085,5,3187899,741227,4.300840363343483,10045208,10045208,0,paired_b_plan,35.079,776271,741227,10045208,10045208,1.047278364117875,0.49876878017309134,0.49876878017309134
case_086,5,118403,42288,2.7999195989405976,1634904,1634904,0,best_cache_order,5.781,45009,42314,1634904,1634904,1.0636905043248097,0.49721607957887526,0.552543054345641
case_087,5,3974071,829669,4.789947557399397,12487680,5184000,7303680,paired_b_plan,6.562,833349,829669,12487680,12487680,1.0044355037972974,0.3026709674979806,0.3026709674979806
case_088,5,243623,71443,3.4100331732989937,2256024,2256024,0,fork_spread_0.25,9.282,77631,71850,2236376,2236376,1.0804592901878913,0.1769628137590812,0.21272456478637491
case_089,5,693092,132818,5.218358957370236,2514432,2514432,0,round4_round3_round2_round1_paired_b_plan_merge_120_125_boundary_188_1_boundary_300_1882_merge_115_120,0.625,133044,132916,2506240,2506240,1.0009630142345542,0.17001924349028805,0.14160314506932356
case_090,5,1178363,242227,4.864705420948119,8823168,8823168,0,round4_round3_round2_round1_b_candidate_round1_polish_seed_reference_local1_fixed_1_move_217_1_0_critical_order_merge_116_501_move_245_0_0_move_103_0_111_merge_102_103_boundary_560_395,0.297,246364,245144,8839008,8839008,1.0049766667754463,0.15361533505723288,0.20580625220770046
case_091,5,9186769,1832296,5.013801809314653,62597632,25913344,36684288,paired_b_plan,7.594,1855009,1832296,62597632,62597632,1.012395922929483,0.2655798698028528,0.2655798698028528
case_092,5,4815554,814939,5.909097490732435,13818240,12575104,1243136,paired_b_plan,5.204,826466,814939,13818240,13818240,1.0141446169590607,0.21885662640316297,0.21885662640316297
case_093,5,74205,15876,4.674036281179139,32768,,,b_candidate_fixed_4,0.875,15876,15876,32768,32768,1.0,0.0,0.0
case_094,5,94892,20380,4.656133464180569,424800,424800,0,paired_b_plan,1.203,21573,20380,424800,424800,1.0585377821393522,0.30606341951149835,0.30606341951149835
case_095,5,2084853,420749,4.955099120853525,0,,,b_candidate_local1_fixed_1_swap_0_23,0.219,420749,420749,0,0,1.0,0.0,0.0
case_096,5,84194,22779,3.696123622634883,1112956,1112956,0,paired_b_plan,1.625,25244,22779,1112956,1112956,1.1082137056060406,0.30262421613183643,0.30262421613183643
case_097,5,11491509,2102250,5.466290403139493,21311488,17039360,4272128,paired_b_plan,1.828,2102348,2102250,21311488,21311488,1.0000466167201807,0.24523466282236103,0.24523466282236103
case_098,5,177430,45744,3.8787600559636237,393432,393432,0,paired_b_plan,2.187,45749,45744,393432,393432,1.000109303952431,0.36035101481256115,0.36035101481256115
case_099,5,1622999,328754,4.936819019692536,10131248,8451888,1679360,paired_b_plan,1.594,331265,328754,10131248,10131248,1.007637929880701,0.5988595764879968,0.5988595764879968
case_100,5,151223,36982,4.08909739873452,724700,724700,0,paired_b_plan,1.625,37131,36982,724700,724700,1.0040289870747932,0.4588125411426543,0.4588125411426543
