scene,cores,count,mean_speedup,mean_gain_over_v1,win_rate_over_v1,mean_paired_l2_speedup
A,1,3,1.0,,,
A,2,3,1.1764816555946507,1.1040647327997763,1.0,
A,4,3,1.4826616376923802,1.1585884127943151,1.0,
B,1,3,1.0,,,
B,2,3,1.30075689001381,1.0699514626296622,1.0,
B,4,3,1.8428948434893726,1.0978007029424826,0.6666666666666666,
L2,1,3,1.0,,,1.0
L2,2,3,1.3223659225913684,1.0846594354531607,1.0,1.0128111686340515
L2,4,3,1.8428948434893726,1.0873026786425237,0.6666666666666666,1.0
