case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_070,4,117300,40898,2.868110910068952,445214,local1_fixed_4_split_10_1,9.055,,,,,,,
case_070,5,117300,38575,3.0408295528191833,455436,local1_fixed_4_split_10_1,9.308,,,,,,,
case_071,2,18919,13113,1.4427667200488066,133990,local1_fixed_4_split_15_2,4.316,,,,,,,
case_071,3,18919,13251,1.4277413025432042,196684,local1_fixed_4_split_89_1,4.84,,,,,,,
case_071,4,18919,13528,1.3985068007096393,209744,local1_fixed_4_merge_88_89,5.08,,,,,,,
case_071,5,18919,13600,1.3911029411764706,232082,local1_fixed_4_swap_1_3,5.377,,,,,,,
case_072,2,23897828,11759176,2.0322706284862138,134009838,local1_fixed_16_move_46_0_0,621.464,,,,,,,
case_072,3,23897828,7865185,3.0384317724249335,134678302,local1_fixed_16_move_46_1_0,587.252,,,,,,,
case_072,4,23897828,6060147,3.943440315886727,144259344,local1_fixed_16_split_46_1,579.596,,,,,,,
case_072,5,23897828,4902409,4.874711187907822,149149410,local1_fixed_16_split_46_1,537.936,,,,,,,
case_073,2,10081626,5312131,1.897849657698577,143645056,local1_a_selected_merge_11_31,59.787,,,,,,,
case_073,3,10081626,3955712,2.5486248746117006,143427328,local1_a_selected_move_5_2_0,58.798,,,,,,,
case_073,4,10081626,3127075,3.2239795975472285,144968704,local1_a_selected_move_54_3_0,56.817,,,,,,,
case_073,5,10081626,3197931,3.1525464433097525,142290688,local1_a_selected_move_42_4_0,58.3,,,,,,,
case_074,2,1682239,862860,1.9496082794427834,8094048,fixed_2,46.148,,,,,,,
case_074,3,1682239,599695,2.805157621791077,9232816,local1_fixed_2_move_1_0_0,47.549,,,,,,,
case_074,4,1682239,477149,3.525605209274252,8028492,local1_fixed_4_split_0_1,46.818,,,,,,,
case_074,5,1682239,394142,4.268103881342257,12681708,local1_fixed_2_move_12_3_0,50.895,,,,,,,
case_075,2,1441809,959724,1.5023162909336434,5156358,fixed_1,89.682,,,,,,,
case_075,3,1441809,796841,1.8094061425052175,7685900,local1_fixed_1_swap_0_1,99.943,,,,,,,
case_075,4,1441809,636045,2.266834893757517,9161746,a_selected,94.875,,,,,,,
case_075,5,1441809,573688,2.513228444729539,9649940,a_selected,93.137,,,,,,,
case_076,2,6185113,3189150,1.9394236708840913,45742012,local1_a_selected_split_708_1,847.256,,,,,,,
case_076,3,6185113,2137226,2.8939910893840897,52466932,local1_a_selected_split_708_2,858.312,,,,,,,
case_076,4,6185113,1649600,3.7494622938894278,51999092,local1_a_selected_move_715_3_0,776.041,,,,,,,
case_076,5,6185113,1392492,4.441758372759054,53169512,local1_a_selected_split_708_1,735.883,,,,,,,
case_077,2,495320,281500,1.7595737122557726,2614918,fixed_2,50.229,,,,,,,
case_077,3,495320,222860,2.2225612492147535,4066332,local1_fixed_2_swap_0_0,53.507,,,,,,,
case_077,4,495320,202562,2.445276014257363,4054934,local1_fixed_2_move_2034_3_211,50.706,,,,,,,
case_077,5,495320,164726,3.0069327246457753,4269042,local1_fixed_2_swap_0_0,48.694,,,,,,,
case_078,2,2296143,1203556,1.9077990554656368,12549000,local1_a_selected_move_16_1_0,8.066,,,,,,,
case_078,3,2296143,896611,2.560913261157849,14491128,local1_a_selected_move_4_2_0,8.42,,,,,,,
case_078,4,2296143,657024,3.494762748392753,14227296,local1_a_selected_move_8_0_0,7.949,,,,,,,
case_078,5,2296143,603586,3.8041687514289597,14922600,local1_a_selected_move_11_4_0,8.703,,,,,,,
case_079,2,31052251,14997472,2.0704990147672886,40783872,local1_a_selected_merge_0_2,395.229,,,,,,,
case_079,3,31052251,10001130,3.104874249209839,40869888,local1_fixed_48_split_8_2,358.439,,,,,,,
case_079,4,31052251,8204821,3.784634789716924,224258048,fixed_4,422.652,,,,,,,
case_079,5,31052251,6697972,4.636067603746328,161071104,local1_a_selected_move_41_1_0,394.943,,,,,,,
case_080,2,292138,156004,1.8726314709879235,3784704,local2_fixed_8_split_2_2,13.059,,,,,,,
case_080,3,292138,129084,2.2631619720492084,5238784,local1_fixed_8_merge_40_46,13.577,,,,,,,
case_080,4,292138,126756,2.3047271924011485,5545984,local1_fixed_8_move_24_1_0,14.405,,,,,,,
case_080,5,292138,132635,2.2025709654314474,5824512,local1_fixed_8_swap_0_10,14.131,,,,,,,
case_081,2,151795,82834,1.8325204626119709,14348,local1_a_selected_move_4_1_0,41.894,,,,,,,
case_081,3,151795,57311,2.6486189387726613,8200,local1_fixed_16_move_40_2_27,41.447,,,,,,,
case_081,4,151795,43228,3.511497177755159,0,fixed_24,38.331,,,,,,,
case_081,5,151795,36868,4.117256157101009,8200,local1_fixed_16_move_40_1_41,38.26,,,,,,,
case_082,2,721041,501895,1.4366371452196176,3592070,local1_fixed_1_swap_0_2,48.432,,,,,,,
case_082,3,721041,384483,1.875352096191509,4119308,local1_fixed_1_swap_0_1,51.178,,,,,,,
case_082,4,721041,340254,2.1191257119681177,5323538,fixed_1,55.062,,,,,,,
case_082,5,721041,295059,2.443718036053806,5116374,local1_fixed_1_swap_0_0,56.239,,,,,,,
case_083,2,1057993,588191,1.7987235438828544,14255232,local1_fixed_1_move_0_1_0,34.881,,,,,,,
case_083,3,1057993,482061,2.1947284679739703,14975968,a_selected,40.522,,,,,,,
case_083,4,1057993,363754,2.9085398373626132,14409920,local1_a_selected_move_42_3_0,36.673,,,,,,,
case_083,5,1057993,356909,2.964321437677391,15182624,local1_a_selected_move_2_1_0,35.059,,,,,,,
case_084,2,2507412,1253876,1.999728840810415,9216,local1_fixed_1_move_16_1_0,138.525,,,,,,,
case_084,3,2507412,836168,2.9986940423455573,9216,local1_fixed_1_move_7_1_1436,141.624,,,,,,,
case_084,4,2507412,627852,3.993635442747654,9216,local1_fixed_1_move_32_1_0,147.993,,,,,,,
case_084,5,2507412,503420,4.9807556314806725,9216,local1_fixed_1_move_7_2_1720,140.455,,,,,,,
case_085,2,3187899,2270897,1.4038060731067943,15902342,local1_fixed_1_swap_0_2,406.792,,,,,,,
case_085,3,3187899,1686610,1.8901221977813485,20173324,local1_fixed_1_swap_0_1,380.863,,,,,,,
case_085,4,3187899,1495900,2.1310909820175143,26305010,local1_fixed_1_swap_0_1,432.882,,,,,,,
case_085,5,3187899,1219650,2.61378182265404,26506324,local1_fixed_1_swap_0_0,360.603,,,,,,,
case_086,2,118403,94790,1.2491085557548265,325414,local1_fixed_16_split_225_1,31.607,,,,,,,
case_086,3,118403,91874,1.288754163310621,436492,local1_fixed_16_split_225_1,35.517,,,,,,,
case_086,4,118403,90391,1.3098981093250435,462316,local1_fixed_16_split_163_2,36.927,,,,,,,
case_086,5,118403,89153,1.3280876695119626,2778744,fixed_4,43.055,,,,,,,
case_087,2,3974071,2283704,1.7401865565765091,12814366,local1_fixed_4_merge_511_512,602.341,,,,,,,
case_087,3,3974071,1789827,2.220365990679546,13741884,fixed_4,531.531,,,,,,,
case_087,4,3974071,1553448,2.558225959285409,18567128,fixed_4,510.202,,,,,,,
case_087,5,3974071,1391400,2.856167169757079,19549802,fixed_4,498.361,,,,,,,
case_088,2,243623,132430,1.8396360341312392,1342458,local1_fixed_2_swap_0_21,30.784,,,,,,,
case_088,3,243623,114528,2.127191603799944,1813644,local1_fixed_2_swap_0_17,31.32,,,,,,,
case_088,4,243623,111240,2.190066522833513,2318122,local1_fixed_2_swap_0_20,32.383,,,,,,,
case_088,5,243623,107616,2.2638176479333927,2309560,local1_a_selected_swap_0_12,32.691,,,,,,,
case_089,2,693092,346832,1.998350786547954,238720,fixed_16,34.451,,,,,,,
case_089,3,693092,243614,2.8450417463692563,477440,fixed_16,34.408,,,,,,,
case_089,4,693092,178160,3.8902784014369107,716160,fixed_16,32.907,,,,,,,
case_089,5,693092,147432,4.701096098540344,954880,fixed_16,32.51,,,,,,,
case_090,2,1178363,652852,1.804946603518102,21752856,local1_fixed_1_merge_245_256,12.342,,,,,,,
case_090,3,1178363,504447,2.3359500601648935,21670368,local1_fixed_1_move_0_2_0,11.847,,,,,,,
case_090,4,1178363,489493,2.407313281293093,21553344,local1_fixed_1_move_217_2_0,10.465,,,,,,,
case_090,5,1178363,458600,2.5694788486698648,21618936,local1_fixed_1_move_217_1_0,11.094,,,,,,,
case_091,2,9186769,4634177,1.9823949322608956,71155732,local1_a_selected_split_64_2,906.04,,,,,,,
case_091,3,9186769,3124069,2.9406421561111484,79873092,local1_fixed_16_move_50_0_0,834.821,,,,,,,
case_091,4,9186769,2399292,3.828949956903953,79719968,local1_a_selected_move_121_1_0,745.293,,,,,,,
case_091,5,9186769,1968372,4.667191465840807,81855424,fixed_16,591.377,,,,,,,
case_092,2,4815554,2549768,1.8886243768060467,66403104,local1_fixed_1_move_0_1_0,290.569,,,,,,,
case_092,3,4815554,1831933,2.628673646907392,67442752,local1_a_selected_move_31_0_0,266.356,,,,,,,
case_092,4,4815554,1808909,2.662131704801071,67222688,local1_a_selected_move_51_3_0,264.731,,,,,,,
case_092,5,4815554,1649430,2.919526139332982,66980256,fixed_1,257.571,,,,,,,
case_093,2,74205,37827,1.9616940280751844,8192,fixed_16,5.886,,,,,,,
case_093,3,74205,25103,2.956021192686133,16384,fixed_4,4.773,,,,,,,
case_093,4,74205,19779,3.751706355225239,24576,fixed_4,5.103,,,,,,,
case_093,5,74205,15876,4.674036281179139,32768,fixed_16,5.285,,,,,,,
case_094,2,94892,50296,1.886670908223318,390068,local1_fixed_4_move_123_1_0,4.463,,,,,,,
case_094,3,94892,42927,2.2105434807929742,458824,local1_fixed_4_move_119_1_27,4.707,,,,,,,
case_094,4,94892,37104,2.5574601121172917,1188240,local1_fixed_2_move_239_3_34,4.249,,,,,,,
case_094,5,94892,34668,2.737163955232491,1228180,local1_fixed_2_move_260_0_0,4.386,,,,,,,
case_095,2,2084853,1042787,1.999308583632132,0,local1_fixed_1_swap_0_15,55.752,,,,,,,
case_095,3,2084853,695672,2.9968907761128807,0,local1_fixed_1_swap_0_15,52.439,,,,,,,
case_095,4,2084853,524319,3.9763064088846676,0,local1_fixed_1_swap_0_15,52.158,,,,,,,
case_095,5,2084853,420749,4.955099120853525,0,local1_fixed_1_swap_0_15,51.794,,,,,,,
case_096,2,84194,46721,1.8020590312707347,114048,local1_fixed_4_swap_0_1,9.134,,,,,,,
case_096,3,84194,32111,2.621967550060727,208156,local1_fixed_4_swap_0_3,9.012,,,,,,,
case_096,4,84194,29818,2.8235964853444226,226320,local1_fixed_4_swap_0_6,8.865,,,,,,,
case_096,5,84194,29730,2.8319542549613184,278712,local1_fixed_4_merge_62_63,8.729,,,,,,,
case_097,2,11491509,5605050,2.0502063317900823,92143616,fixed_1,117.388,,,,,,,
case_097,3,11491509,4149567,2.7693272575186763,13385728,local1_a_selected_move_309_2_0,80.242,,,,,,,
case_097,4,11491509,2848231,4.034612712241388,11851776,local1_fixed_4_move_0_2_0,74.588,,,,,,,
case_097,5,11491509,2591914,4.433599648753778,100177920,local1_fixed_1_move_13_2_0,110.629,,,,,,,
case_098,2,177430,113927,1.5574007917350585,907806,local1_fixed_1_swap_0_22,10.334,,,,,,,
case_098,3,177430,90666,1.9569629188449915,1019686,local1_fixed_1_merge_959_976,9.395,,,,,,,
case_098,4,177430,75598,2.3470197624275775,1134418,fixed_1,9.785,,,,,,,
case_098,5,177430,67558,2.6263358891619055,1430962,local1_fixed_1_merge_935_968,11.164,,,,,,,
case_099,2,1622999,856969,1.8938829759302844,6639384,local1_fixed_1_move_5818_0_1529,72.927,,,,,,,
case_099,3,1622999,577336,2.8111862069921156,12049740,fixed_1,88.161,,,,,,,
case_099,4,1622999,447235,3.6289624023164557,11888516,local1_fixed_1_move_5806_1_781,78.982,,,,,,,
case_099,5,1622999,407756,3.980319112410363,16985472,local1_fixed_1_merge_5817_5820,80.195,,,,,,,
case_100,2,151223,86478,1.7486875274636324,397772,local1_fixed_4_split_109_1,10.159,,,,,,,
case_100,3,151223,69343,2.1807969081233867,530876,local1_fixed_4_split_109_1,12.504,,,,,,,
case_100,4,151223,61233,2.4696323877647672,905764,fixed_4,11.728,,,,,,,
case_100,5,151223,56967,2.6545719451612335,954712,local1_a_selected_move_116_3_0,11.975,,,,,,,
