case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_010,5,86969,18797,4.626748949300421,347112,347112,0,round4_round1_structure_affinity_64_bundle_0_merge_1_8_tensorlocal_123_3,0.078,,,,,,,
case_010,2,86969,38677,2.2485973576027094,560076,560076,0,round5_round2_round1_structure_chains_32_move_0_1_0_boundary_439_114_boundary_523_116,0.062,,,,,,,
case_010,3,86969,28679,3.032497646361449,777900,777900,0,round6_round3_round2_round1_structure_chains_32_merge_0_5_tensorlocal_552_0_tensorlocal_809_2_boundary_433_54,0.078,,,,,,,
case_010,4,86969,23446,3.709332082231511,249560,249560,0,round1_structure_affinity_64_bundle_0_tensorlocal_117_1,0.078,,,,,,,
case_011,5,184697,46742,3.9514141457361687,1044480,1044480,0,round6_round5_round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_4_worksplit_0_4_0_boundary_187_0_boundary_190_4_worksplit_2_0_1_boundary_194_4_boundary_198_4,0.094,,,,,,,
case_011,2,184697,92646,1.9935777043801135,180224,,,fixed_2,0.062,,,,,,,
case_011,3,184697,68577,2.693279087740788,931840,931840,0,round4_round3_round2_round1_polish_seed_reference_local1_fixed_2_move_129_2_0_memory_order_move_301_2_0_move_0_2_0_boundary_178_1_boundary_781_301,0.078,,,,,,,
case_011,4,184697,46880,3.9397824232081913,540672,,,fixed_2,0.094,,,,,,,
case_012,5,59088,11971,4.935928493860162,49536,49536,0,round1_structure_components_pipe_move_13_4_0,0.094,,,,,,,
case_012,2,59088,25938,2.278047652093454,466920,466920,0,round4_round3_round2_round1_structure_affinity_4096_bundle_0_tensorlocal_1763_0_tensorlocal_1769_0_tensorlocal_1766_0_tensorlocal_150_1,0.078,,,,,,,
case_012,3,59088,20301,2.9105955371656567,20160,20160,0,round1_structure_affinity_64_bundle_0_merge_0_14,0.078,,,,,,,
case_012,4,59088,14403,4.102478650281191,28736,28736,0,round5_round2_round1_structure_components_pipe_merge_1_6_tensorlocal_2177_3_worksplit_40_0_1,0.094,,,,,,,
case_013,5,263949,53862,4.900467862314804,40960,40960,0,round5_round2_round1_seed_reference_fixed_4_worksplit_490_1_0_boundary_2954_492_worksplit_490_2_49,0.141,,,,,,,
case_013,2,263949,132198,1.9966187083011846,8192,,,fixed_24,0.109,,,,,,,
case_013,3,263949,88351,2.98750438591527,16384,,,fixed_16,0.11,,,,,,,
case_013,4,263949,66982,3.9405959810098237,24576,,,fixed_4,0.125,,,,,,,
case_014,5,17698626,3638039,4.864880777803647,81859368,39319392,42539976,polish_seed_reference_a_affinity_64_bundle_0_memory_order,1.406,,,,,,,
