case,status,makespan,added_copy_bytes,paired_no_l2_makespan,paired_with_l2_makespan,paired_l2_speedup,paired_cache_hit_rate,evaluation_seconds
case_019,ok,81144,0,81144,81144,1.0,0.0,0.165
