case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_040,5,253454,120151,2.109462259989513,2986700,local1_b_candidate_local1_fixed_1_swap_0_15_swap_0_21,40.417,124168,120525,2986700,2986700,1.0302260941713337,0.31043349149758703,0.31135876683928837
case_041,2,6003957,3024810,1.9849038452001944,35010916,local1_paired_b_plan_split_4_1,329.822,3027536,3027016,35010916,35010916,1.0001717863400788,0.11563067080208526,0.11516591730207688
case_041,3,6003957,2063243,2.909961163081615,38694624,local1_paired_b_plan_move_20_0_0,295.275,2076367,2075469,38865632,38865632,1.000432673289748,0.1964758955457732,0.1980301539446872
case_041,4,6003957,1587802,3.7813008171043996,39430860,b_candidate_local1_fixed_16_split_4_2,281.341,1596198,1589452,39504588,39504588,1.0042442300868475,0.19910962571738636,0.2008135368493493
case_041,5,6003957,1258387,4.771153071352454,40469412,local1_b_candidate_local1_fixed_16_split_4_1_split_7_1,294.527,1284104,1260109,40316836,40316836,1.0190420035092203,0.23249787757032728,0.2305213567993401
case_042,2,1686740,858685,1.964329177754357,4522120,local1_b_candidate_local2_fixed_4_split_1133_1_split_142_1,68.345,861574,859773,4522120,4522120,1.0020947389601673,0.5312431186085026,0.5312431186085026
case_042,3,1686740,596979,2.825459522026738,9669484,b_candidate_local1_fixed_4_merge_190_289,70.334,604000,597230,9667436,9667436,1.011335666326206,0.46227548381761274,0.45925541022288285
case_042,4,1686740,446723,3.775807379517061,2932016,local1_b_candidate_local1_fixed_2_move_382_1_0_move_578_2_0,56.542,448283,448283,2903344,2903344,1.0,0.44226638410172336,0.4478029898771076
case_042,5,1686740,378663,4.454462147080649,11482432,local1_b_candidate_fixed_2_move_725_4_0,60.187,383193,381473,11488576,11488576,1.0045088381091192,0.2500481539034204,0.2510696201858225
case_043,2,677656,482811,1.4035637133371028,4019720,b_candidate_local1_fixed_4_merge_270_271,92.988,482993,482811,4019720,4019720,1.0003769590999376,0.20701622194535158,0.20701622194535158
case_043,3,677656,418276,1.6201168606374738,5721394,local1_b_candidate_local1_fixed_4_split_266_1_split_45_1,91.236,419993,418536,5721394,5721394,1.0034811820249632,0.30398826409541585,0.30398826409541585
case_043,4,677656,386348,1.7540041620507936,6082948,b_candidate_local1_fixed_4_split_266_1,109.68,386997,386348,6082948,6082948,1.0016798326896994,0.31999538772158864,0.31999538772158864
case_043,5,677656,377790,1.7937372614415417,6540190,local1_b_candidate_local1_fixed_4_split_266_1_split_45_2,109.698,381093,378012,6540190,6540190,1.008150534903654,0.3664761731457332,0.3664761731457332
case_044,2,154407,80883,1.9090167278661772,111872,local1_b_candidate_local1_adaptive_reuse_63_split_10_1_move_13_1_0,10.407,82205,82205,0,0,1.0,0.0,0.08736008736008737
case_044,3,154407,80842,1.9099849088345167,37376,local1_paired_b_plan_move_9_1_0,12.393,80927,80927,0,0,1.0,0.0,0.004731394775751602
case_044,4,154407,76644,2.0145999686863942,83456,local1_b_candidate_local1_adaptive_critical_31_move_16_2_0_move_17_1_0,12.671,76983,76857,54784,54784,1.0016394082516882,0.03691006375957195,0.056343318621466805
case_044,5,154407,75001,2.0587325502326634,26624,local1_b_candidate_local1_adaptive_critical_25_move_42_2_0_split_42_2,13.174,75601,75601,26624,26624,1.0,0.0,0.0
case_045,2,125614,63059,1.99200748505368,0,b_candidate_local1_fixed_4_merge_0_1,12.077,63059,63059,0,0,1.0,0.0,0.0
case_045,3,125614,44660,2.8126735333631885,0,b_candidate_local1_fixed_8_merge_0_1,12.201,44660,44660,0,0,1.0,0.0,0.0
case_045,4,125614,37053,3.390116859633498,0,b_candidate_local1_fixed_8_merge_0_1,12.635,37053,37053,0,0,1.0,0.0,0.0
case_045,5,125614,34994,3.589586786306224,0,b_candidate_local1_fixed_4_merge_0_1,12.976,34994,34994,0,0,1.0,0.0,0.0
case_046,2,276455,124548,2.2196663133892156,3553184,local1_paired_b_plan_merge_1_31,7.394,150352,128678,3553184,3553184,1.1684359408756742,0.7441333446289393,0.7598907150118603
case_046,3,276455,109653,2.5211804510592506,4062816,local1_b_candidate_local1_fixed_1_move_4_2_0_move_124_0_0,6.555,132915,111381,4050240,4050240,1.1933363859186037,0.5095272329352785,0.5409870453476399
case_046,4,276455,86016,3.2139950706845237,4564640,a_selected,7.085,106184,94895,4579360,4579360,1.1189630644396438,0.6055934625757821,0.5134194486771021
case_046,5,276455,79427,3.4806174222871316,4567712,local1_b_candidate_local1_a_selected_move_54_4_0_merge_124_31,7.111,106184,94895,4579360,4579360,1.1189630644396438,0.6055934625757821,0.5998476665281817
case_047,2,326508,215054,1.518260529913417,869574,b_candidate_local1_fixed_4_split_1003_1,170.772,215262,215054,869574,869574,1.000967198936081,0.15658694636960627,0.15658694636960627
case_047,3,326508,209124,1.5613129052619499,1429452,b_candidate_local1_fixed_4_split_1003_1,157.777,209325,209124,1429452,1429452,1.0009611522350377,0.2964390316773626,0.2964390316773626
case_047,4,326508,206687,1.579721995094031,1755986,b_candidate_local1_fixed_4_split_1003_1,163.627,206889,206687,1755986,1755986,1.0009773231988466,0.36695562814824784,0.36695562814824784
case_047,5,326508,204571,1.5960620029231904,2009624,b_candidate_local1_fixed_4_split_1003_1,159.768,205158,204571,2009624,2009624,1.0028694194191747,0.41006694727654,0.41006694727654
case_048,2,222220,150024,1.4812296699194796,892262,b_candidate_local1_fixed_1_merge_1129_1130,14.801,150276,150024,892262,892262,1.001679731243001,0.15854833368455912,0.15854833368455912
case_048,3,222220,135690,1.637703589063306,1118538,b_candidate_local1_fixed_1_merge_1129_1130,15.836,135690,135690,1118538,1118538,1.0,0.17032613195541177,0.17032613195541177
case_048,4,222220,120273,1.8476299751398901,1192206,local1_paired_b_plan_merge_1129_1130,16.559,120337,120273,1192206,1192206,1.0005321227540678,0.17761855971355545,0.17761855971355545
case_048,5,222220,100312,2.2152883005024324,1064404,a_selected,15.388,100325,100312,1064404,1064404,1.000129595661536,0.17228034069646417,0.17228034069646417
case_049,2,196276,137886,1.423465761571153,628798,local1_paired_b_plan_swap_0_1,44.966,137913,137904,628798,628798,1.0000652627915072,0.038791274798482794,0.038791274798482794
case_049,3,196276,121755,1.6120569997125376,1755192,local1_b_candidate_local1_fixed_4_swap_0_5_swap_0_8,50.7,121826,121828,1755192,1755192,0.9999835834126801,0.08749973812167533,0.0885053508883865
case_049,4,196276,112850,1.7392645104120514,1975850,local1_paired_b_plan_split_996_2,53.515,113164,112965,1975850,1975850,1.0017616075775684,0.1373485247061056,0.1373485247061056
case_049,5,196276,106724,1.8390989842959409,2092300,local1_paired_b_plan_split_994_2,52.481,107178,106840,2092300,2092300,1.0031636091351555,0.17714402518294428,0.17714402518294428
case_050,2,149690,98100,1.5258919469928645,552730,local1_paired_b_plan_merge_554_555,46.543,98961,98961,552730,552730,1.0,0.17586190000796212,0.17586190000796212
case_050,3,149690,83434,1.7941127118440923,719356,local1_paired_b_plan_merge_546_548,48.4,85281,85235,719356,719356,1.0005396844019476,0.2060445181507845,0.2060445181507845
case_050,4,149690,80290,1.8643666708182838,840606,local1_paired_b_plan_merge_546_547,47.809,81132,81019,840606,840606,1.0013947345684346,0.22999796189235808,0.22999796189235808
case_050,5,149690,79346,1.8865475260252564,1574864,local1_b_candidate_local1_fixed_4_merge_1090_1092_move_1006_1_0,53.408,80165,79355,1570256,1570256,1.0102072963266335,0.29288522452635113,0.29233079840411197
case_051,2,607628,318398,1.9083913843679923,394084,b_candidate_local1_fixed_1_merge_0_1,10.034,319230,318398,394084,394084,1.0026130817404633,0.49972422242160675,0.49972422242160675
case_051,3,607628,239479,2.5372913700157427,591348,local1_b_candidate_fixed_1_swap_0_17,10.779,239805,239488,591348,591348,1.0013236571352218,0.5995820297173619,0.5995820297173619
case_051,4,607628,191063,3.180249446517641,722708,local1_paired_b_plan_merge_0_1,11.967,194257,191063,722708,722708,1.0167169991050073,0.6466155703316,0.6466155703316
case_051,5,607628,167939,3.6181470653034733,526008,b_candidate_local1_fixed_1_merge_0_1,10.68,171113,167939,526008,526008,1.0188997195410239,0.5710437255815777,0.5710437255815777
case_052,2,180301,94054,1.9169944925255704,1055968,local1_b_candidate_local2_adaptive_reuse_72_split_4_1_merge_6_8,9.444,96382,96382,1078496,1078496,1.0,0.08571420464379857,0.08219170228440875
case_052,3,180301,75831,2.377668763434479,1265544,local1_paired_b_plan_move_412_2_0,9.371,78412,76784,1295496,1295496,1.0212023338195457,0.1747533572795094,0.16160968455803434
case_052,4,180301,59258,3.0426440311856626,2042632,local1_paired_b_plan_swap_0_2,11.13,60035,59641,2042632,2042632,1.0066061937257926,0.08023567574724438,0.08023567574724438
case_052,5,180301,51546,3.4978659837814767,1388146,local1_paired_b_plan_move_405_0_72,9.378,54289,52011,1358194,1358194,1.0437984272557728,0.27309011530074545,0.256104774650911
case_053,2,1472686,726965,2.025800416801359,5499288,local1_b_candidate_local1_a_selected_move_1_0_0_split_0_2,132.606,752819,740370,6103358,6103358,1.016814565690128,0.4635877756020376,0.4432488661921393
case_053,3,1472686,513410,2.868440427728326,6476794,local1_paired_b_plan_move_39_0_2,149.008,531222,514793,6268248,6268248,1.0319137983616715,0.39324125405032034,0.3568058417894948
case_053,4,1472686,466231,3.1587045906428357,6689374,local1_b_candidate_local1_a_selected_move_1_3_1_move_9_2_0,150.117,499360,499360,6087544,6087544,1.0,0.38600586975248624,0.49208967244636354
case_053,5,1472686,488581,3.0142105403198243,7406892,local1_b_candidate_local1_a_selected_move_240_4_9_move_199_0_9,143.833,510618,499971,7257418,7257418,1.021295235123637,0.641654124358648,0.640726686054812
case_054,2,815051,733057,1.1118521479230128,840102,local1_paired_b_plan_split_962_1,205.751,733161,733057,840102,840102,1.0001418716416322,0.049804332217523284,0.049804332217523284
case_054,3,815051,702081,1.1609073596921153,4624260,local1_paired_b_plan_split_3843_1,233.548,702326,702081,4624260,4624260,1.0003489625840893,0.1047991702575667,0.1047991702575667
case_054,4,815051,624299,1.305545900281756,10494038,local1_b_candidate_local1_fixed_1_move_15369_3_1705_swap_0_1,294.072,629719,625534,10510422,10510422,1.0066902838215028,0.15349824285440136,0.15128651325350004
case_054,5,815051,570293,1.4291793867362916,11141064,local1_paired_b_plan_merge_15371_15381,297.639,577017,570293,11141064,11141064,1.011790430533077,0.17604971669072145,0.17604971669072145
case_055,2,118835,72160,1.6468264966740576,77912,local1_paired_b_plan_move_3_1_0,9.961,76616,76616,49240,49240,1.0,0.0,0.024350514238154687
case_055,3,118835,65906,1.803098352198586,786250,b_candidate_local1_fixed_2_merge_0_1,11.017,66631,65906,786250,786250,1.0110005158862623,0.261826159291458,0.261826159291458
case_055,4,118835,61652,1.927512489456952,1545174,local1_b_candidate_local1_fixed_1_merge_13_20_move_13_2_0,10.886,64285,61776,1561558,1561558,1.0406144781144782,0.3951603231233614,0.39237065504897695
case_055,5,118835,59323,2.003185948114559,1652230,local1_fixed_1_swap_0_2,11.707,62151,61615,553236,553236,1.0086991803943846,0.14208873480564901,0.3827937990639484
case_056,2,277285,243717,1.1377335187943394,207102,local1_paired_b_plan_split_469_2,65.583,243718,243718,207102,207102,1.0,0.09892044258345224,0.09892044258345224
case_056,3,277285,245013,1.1317154599960002,282300,b_candidate_local1_fixed_16_split_106_1,64.63,245013,245013,282300,282300,1.0,0.08268621682020612,0.08268621682020612
case_056,4,277285,244130,1.135808790398558,384936,local1_b_candidate_local1_fixed_16_move_468_2_12_split_469_2,67.804,244131,244131,384936,384936,1.0,0.1494480585715257,0.1494480585715257
case_056,5,277285,245173,1.1309769020242848,311334,b_candidate_local1_fixed_16_split_106_1,66.61,245173,245173,311334,311334,1.0,0.1104466236471724,0.1104466236471724
case_057,2,59726,42570,1.403006812309138,590690,b_candidate_local1_fixed_1_merge_103_104,6.657,42570,42570,590690,590690,1.0,0.2175153781011483,0.2175153781011483
case_057,3,59726,34459,1.7332482080153226,888864,b_candidate_fixed_1,6.949,35627,34459,888864,888864,1.0338953538988362,0.41647093747430114,0.41647093747430114
case_057,4,59726,39699,1.504471145368901,1168840,b_candidate_local1_fixed_1_merge_107_108,8.322,42977,39699,1168840,1168840,1.082571349404267,0.43249179967772444,0.43249179967772444
case_057,5,59726,37958,1.5734759470994257,1356520,local1_paired_b_plan_swap_0_8,8.655,43503,37984,1356520,1356520,1.1452980202190397,0.4502873999131867,0.4502873999131867
case_058,2,4539717,2264639,2.0046095647032485,60616704,local1_paired_b_plan_move_17_0_0,324.779,2273222,2272776,60686336,60686336,1.0001962357927046,0.043894466495447114,0.0410958904109589
case_058,3,4539717,1580392,2.8725259302755264,66322432,local1_b_candidate_local1_fixed_16_split_9_1_split_17_2,322.565,1598885,1588702,66191360,66191360,1.0064096350353937,0.08159322285799213,0.07503896682253396
case_058,4,4539717,1312068,3.459970824682867,67756032,local1_b_candidate_local1_fixed_16_move_5_2_0_move_41_2_0,315.398,1370747,1325612,67870720,67870720,1.03404842442585,0.09313406974225688,0.10369246332827517
case_058,5,4539717,1069328,4.24539243337872,32378880,local1_b_candidate_local1_a_selected_move_4_2_0_move_8_3_0,294.089,1089907,1089373,31735808,31735808,1.0004901902286911,0.07526766595289079,0.4192900908514684
case_059,2,829473,369318,2.2459587672412393,360448,b_candidate_fixed_4,25.978,369318,369318,360448,360448,1.0,0.0,0.0
case_059,3,829473,261917,3.1669307452360864,3080192,local1_paired_b_plan_merge_0_1,26.957,264654,261917,3080192,3080192,1.0104498753421887,0.7169625246548323,0.7169625246548323
case_059,4,829473,185216,4.478408992743607,1081344,b_candidate_fixed_4,27.068,185216,185216,1081344,1081344,1.0,0.0,0.0
case_059,5,829473,161947,5.121879380291083,4132864,local1_paired_b_plan_move_473_4_0,25.768,164161,162776,4124672,4124672,1.0085086253501745,0.7033096926713948,0.7257683215130024
case_060,2,888789,481309,1.8466078963825734,6568276,local1_paired_b_plan_split_104_1,60.652,481316,481309,6568276,6568276,1.000014543671529,0.1583155224168753,0.1583155224168753
case_060,3,888789,354205,2.5092502929094733,7984500,local1_paired_b_plan_move_112_2_0,62.948,354366,354277,8084852,8084852,1.000251215856519,0.2112166847554074,0.20251374880642545
case_060,4,888789,301420,2.948672948045916,8421832,local1_b_candidate_local1_fixed_16_move_123_3_43_move_112_1_0,64.941,310016,308058,8444360,8444360,1.0063559459582287,0.2094823736677309,0.19988549913059223
case_060,5,888789,258665,3.4360620880289177,9316820,local1_b_candidate_local1_fixed_16_move_97_2_0_move_126_2_0,66.169,269460,261817,9330132,9330132,1.0291921456589908,0.21944459047832704,0.20737485868117964
case_061,2,77191,55487,1.3911546848811434,488764,local1_paired_b_plan_move_14_0_0,10.566,55761,55731,501564,501564,1.000538300048447,0.07083477952723416,0.06356148835252359
case_061,3,77191,42697,1.8078787736843338,193672,local1_paired_b_plan_move_52_2_3,9.726,44275,44275,160904,160904,1.0,0.04971352580753408,0.07240252355356566
case_061,4,77191,35693,2.16263693161124,135340,local1_paired_b_plan_merge_0_1,9.571,35693,35693,135340,135340,1.0,0.0,0.0
case_061,5,77191,35378,2.1818927016790095,217596,local1_paired_b_plan_split_0_1,9.53,35523,35523,217596,217596,1.0,0.0,0.07041902252528483
case_062,2,2854809,1564275,1.8250045548257179,11046912,b_candidate_local1_fixed_384_merge_0_2,395.537,1564275,1564275,11046912,11046912,1.0,0.0,0.0
case_062,3,2854809,1071447,2.664442571587769,10063872,b_candidate_fixed_768,348.014,1071447,1071447,10063872,10063872,1.0,0.0,0.0
case_062,4,2854809,818747,3.4868023943904527,10423296,b_candidate_local1_fixed_192_move_3_1_0,320.373,818747,818747,10423296,10423296,1.0,0.0,0.0
case_062,5,2854809,697244,4.094418883489855,10297344,b_candidate_local1_fixed_48_move_1_3_40,318.306,697244,697244,10297344,10297344,1.0,0.0,0.0
case_063,2,1070397,571813,1.8719354054559796,3308544,b_candidate_local1_fixed_16_move_1_0_0,85.987,571813,571813,3308544,3308544,1.0,0.0,0.0
case_063,3,1070397,395309,2.7077476100974174,3271680,local1_b_candidate_local1_fixed_48_move_0_1_25_move_4_0_0,87.127,395565,395565,3271680,3271680,1.0,0.0,0.0
case_063,4,1070397,303504,3.5267970109125417,3213312,b_candidate_fixed_192,78.749,303504,303504,3213312,3213312,1.0,0.0,0.0
case_063,5,1070397,254085,4.212751638231301,3502080,b_candidate_local1_fixed_48_merge_0_5,77.374,254085,254085,3502080,3502080,1.0,0.0,0.0
case_064,2,19116,13543,1.4115040980580373,74726,local1_paired_b_plan_swap_0_13,5.743,13595,13591,74726,74726,1.000294312412626,0.15830768454513347,0.15830768454513347
case_064,3,19116,12038,1.5879714238245555,102796,local1_paired_b_plan_swap_0_12,6.276,12055,12050,102796,102796,1.000414937759336,0.26127138224134644,0.26669775526209805
case_064,4,19116,10319,1.8525050877022968,128050,local1_paired_b_plan_merge_122_123,5.357,10325,10319,128050,128050,1.0005814516910554,0.3377811595278747,0.3377811595278747
case_064,5,19116,10879,1.757146796580568,141048,local1_b_candidate_local1_fixed_2_merge_122_123_swap_0_11,6.125,10905,10880,141048,141048,1.002297794117647,0.3473287087744919,0.3495540603974339
case_065,2,53068,26399,2.0102276601386415,63160,local1_paired_b_plan_merge_0_8,5.135,26789,26789,63160,63160,1.0,0.00042567783282685556,0.00042567783282685556
case_065,3,53068,20106,2.6394111210583904,63172,b_candidate_local1_a_selected_swap_0_0,5.284,20106,20106,63172,63172,1.0,0.041290017440657426,0.041290017440657426
case_065,4,53068,15989,3.3190318343861405,63180,b_candidate_local1_a_selected_merge_0_2,5.281,15989,15989,63180,63180,1.0,0.00042566524975317326,0.00042566524975317326
case_065,5,53068,14879,3.5666375428456214,159952,local1_b_candidate_local1_a_selected_move_14_3_2_move_9_2_0,5.632,14900,14900,150736,150736,1.0,0.05637529256131067,0.05057230793989258
case_066,2,359070,255870,1.403329815922148,1453674,local1_paired_b_plan_move_1185_1_212,53.518,256499,256270,1416426,1416426,1.0008935887930699,0.2346011977947884,0.23240034696091855
case_066,3,359070,244058,1.4712486376189267,1862908,b_candidate_local1_fixed_4_split_1184_1,51.853,244504,244058,1862908,1862908,1.0018274344623,0.2742059705746015,0.2742059705746015
case_066,4,359070,236043,1.521205881979131,2036246,b_candidate_local1_fixed_4_split_1184_1,51.37,236499,236043,2036246,2036246,1.0019318513999569,0.2926359586109064,0.2926359586109064
case_066,5,359070,233878,1.535287628592685,2174164,b_candidate_local1_fixed_4_split_1184_1,51.261,234918,233878,2174164,2174164,1.0044467628421656,0.3140649367754427,0.3140649367754427
case_067,2,63834834,32284895,1.97723529842671,267350400,local1_paired_b_plan_move_31_0_0,111.661,32277590,32589661,267734912,267734912,0.9904242330105858,0.19838653950824717,3.033580791366429e-05
case_067,3,63834834,21982261,2.903924851042393,269780608,local1_a_selected_move_31_2_0,108.72,21617310,22103873,266690176,266690176,0.9779874323382152,0.3052967196667984,0.0009591177244203961
case_067,4,63834834,16268176,3.9239084947199983,267704576,local1_b_candidate_local1_a_selected_move_31_3_0_split_1_1,105.573,17181697,17395392,267706880,267706880,0.9877154248665394,0.20269155303935793,0.6457079398650993
case_067,5,63834834,14494308,4.4041311941211685,262881152,local1_b_candidate_local1_fixed_1_move_4_2_0_move_7_1_0,115.228,15905614,15912925,262815616,262815616,0.9995405621530925,0.007758044978447466,0.30790884783079997
case_068,2,362095,233159,1.552996024172346,1586610,b_candidate_local1_fixed_4_split_1040_1,47.854,233160,233159,1586610,1586610,1.0000042889187206,0.1626625971573788,0.1626625971573788
case_068,3,362095,217288,1.6664288870071058,2124670,b_candidate_local1_fixed_4_split_1040_1,51.28,217573,217288,2124670,2124670,1.0013116232833843,0.20127561590305204,0.20127561590305204
case_068,4,362095,207994,1.740891564179736,2381762,b_candidate_local1_fixed_4_split_1040_1,47.749,209137,207994,2381762,2381762,1.0054953508274278,0.2235078936704534,0.2235078936704534
case_068,5,362095,205557,1.7615308649182466,2424874,b_candidate_local1_fixed_4_split_1040_1,49.75,206539,205557,2424874,2424874,1.004777263727336,0.23057558676744108,0.23057558676744108
case_069,2,25144,15623,1.60942200601677,203110,local1_b_candidate_local1_fixed_4_split_18_2_merge_17_19,6.774,15648,15637,203110,203110,1.0007034597429174,0.21668516340627123,0.21668516340627123
case_069,3,25144,14934,1.683674835944824,297868,local1_b_candidate_local1_fixed_4_merge_243_244_merge_243_245,6.899,15264,15179,297868,297868,1.0055998418868173,0.2893838289899737,0.2972039127571905
case_069,4,25144,14439,1.7413948334372187,340594,local1_paired_b_plan_swap_0_6,7.5,14938,14472,340594,340594,1.0322001105583196,0.3113934036212466,0.31499962435200723
case_069,5,25144,14367,1.750121806918633,388980,local1_paired_b_plan_split_17_2,7.984,15165,14478,388980,388980,1.0474513054289267,0.3195542248445822,0.3173042556058804
case_070,2,117300,62604,1.873682192831129,240532,local1_paired_b_plan_merge_2_3,8.658,67230,67230,240532,240532,1.0,0.07556483513551374,0.07556483513551374
case_070,3,117300,44527,2.634356682462326,369412,b_candidate_fixed_4,9.312,44631,44527,369412,369412,1.0023356615087475,0.05787501483612441,0.05787501483612441
case_070,4,117300,40253,2.914068516632301,445214,local1_b_candidate_local1_fixed_4_split_10_2_split_17_1,10.007,40898,40490,445214,445214,1.0100765621141023,0.1087043701395205,0.11474335619795503
case_070,5,117300,37809,3.1024359279536617,455436,local1_b_candidate_local1_fixed_4_split_10_2_merge_17_18,9.966,38575,38549,455436,455436,1.0006744662637164,0.12680103316286837,0.12680103316286837
case_071,2,18919,13042,1.4506210703879774,133990,local1_paired_b_plan_merge_164_165,4.631,13113,13042,133990,133990,1.005443950314369,0.2081769087149425,0.2081769087149425
case_071,3,18919,13210,1.4321725965177896,196684,b_candidate_local1_fixed_4_merge_88_90,5.11,13251,13224,196684,196684,1.0020417422867514,0.29763807197061604,0.3072765455442977
case_071,4,18919,13134,1.440459875133242,209744,local1_paired_b_plan_merge_13_88,5.388,13528,13134,209744,209744,1.0299984772346582,0.30037406996341515,0.30037406996341515
case_071,5,18919,13302,1.42226732822132,232082,local1_b_candidate_local1_fixed_4_merge_88_90_merge_88_134,5.058,13600,13343,232082,232082,1.019261035749082,0.3339689941632439,0.3310042926407461
case_072,2,23897828,11756299,2.032767965496624,134009838,local1_paired_b_plan_split_46_1,679.438,11759176,11759176,134009838,134009838,1.0,0.027994636404582617,0.028263216159950786
case_072,3,23897828,7861926,3.039691291930247,134678302,local1_paired_b_plan_split_46_1,604.507,7865185,7865148,134678302,134678302,1.0000047042979991,0.05201813096377263,0.049261211113169924
case_072,4,23897828,6055847,3.946240385531537,144259344,local1_b_candidate_local1_fixed_16_split_46_2_split_60_1,597.398,6060147,6061316,144259344,144259344,0.9998071375919025,0.07135835646984189,0.07135835646984189
case_072,5,23897828,4895736,4.881355530608676,149149410,local1_paired_b_plan_split_43_1,562.937,4902409,4898092,149149410,149149410,1.000881363600357,0.09136237096615675,0.09129920448634989
case_073,2,10081626,5312131,1.897849657698577,143645056,b_candidate_local2_a_selected_split_15_1,64.869,5312131,5312131,143645056,143645056,1.0,0.0006572575667212063,0.0006572575667212063
case_073,3,10081626,3923766,2.569374932144272,143008512,local1_paired_b_plan_merge_3_31,65.708,3955712,4023304,143427328,143427328,0.9831998775136057,0.10205888729361716,0.01668440643661139
case_073,4,10081626,2812832,3.584155043742392,143338112,a_selected,58.567,3127075,3035171,144968704,144968704,1.0302796778171641,0.22012274611474858,0.5842667461134661
case_073,5,10081626,2860115,3.524902320361244,142290688,b_candidate_local1_a_selected_move_73_4_0,58.719,3197931,2860115,142290688,142290688,1.1181127332292582,0.3179961907903452,0.3179961907903452
case_074,2,1682239,862355,1.9507499811562523,8094048,b_candidate_local1_fixed_2_swap_0_13,50.654,862860,862355,8094048,8094048,1.00058560569603,0.12379621501843081,0.12379621501843081
case_074,3,1682239,597826,2.813927463843995,9232816,local1_paired_b_plan_merge_1_0,49.976,599695,597826,9232816,9232816,1.0031263277274658,0.25174343565404445,0.2489462901628709
case_074,4,1682239,475387,3.5386727024508455,8028492,local1_paired_b_plan_merge_12_13,52.072,477149,475387,8028492,8028492,1.003706453899665,0.37150723079518044,0.37150723079518044
case_074,5,1682239,386605,4.351312062699654,12681708,local1_paired_b_plan_merge_1_8,55.127,394142,386605,12681708,12681708,1.0194953505515967,0.3343316979657541,0.3343316979657541
case_075,2,1441809,959672,1.5023976942121893,5156358,b_candidate_local1_fixed_1_merge_1419_1420,102.515,959724,959672,5156358,5156358,1.0000541851799365,0.14210296864742655,0.14210296864742655
case_075,3,1441809,794064,1.8157339962521912,7685900,local1_paired_b_plan_merge_1419_1420,103.871,796841,794064,7685900,7685900,1.0034971992181991,0.24299495848978328,0.24299495848978328
case_075,4,1441809,630793,2.2857086239067335,9161746,b_candidate_fixed_1,97.857,636045,630793,9161746,9161746,1.0083260277143216,0.3442091284141434,0.3442091284141434
case_075,5,1441809,568367,2.5367570601389593,9649940,b_candidate_fixed_1,97.989,573688,568367,9649940,9649940,1.0093619087666947,0.28848210429666005,0.28848210429666005
case_076,2,6185113,3188397,1.9398817023099695,45801404,local1_paired_b_plan_move_715_1_0,875.434,3189150,3188876,45742012,45742012,1.000085923692235,0.09185581094426926,0.08645712946281685
case_076,3,6185113,2134750,2.89734769879377,52520180,local1_paired_b_plan_move_711_1_0,870.427,2137226,2134867,52466932,52466932,1.0011049868680344,0.14527055606736616,0.14458119799616487
case_076,4,6185113,1640191,3.770971185672888,52050292,local1_paired_b_plan_move_722_3_0,764.316,1649600,1643554,51999092,51999092,1.003678613541143,0.17871966552699592,0.18019099344952502
case_076,5,6185113,1339454,4.617637485124535,53241192,local1_b_candidate_local1_a_selected_move_1960_4_390_split_1960_2,766.129,1392492,1340123,53169512,53169512,1.0390777562955043,0.17734884322123495,0.17829256293925483
case_077,2,495320,281381,1.760317860836375,2614918,b_candidate_local1_fixed_2_merge_2041_2042,56.42,281500,281381,2614918,2614918,1.0004229141271088,0.09947317664563414,0.09947317664563414
case_077,3,495320,222804,2.223119872174647,4066332,local1_paired_b_plan_merge_2049_2055,59.174,222860,222804,4066332,4066332,1.000251341986679,0.09452494931521967,0.09452494931521967
case_077,4,495320,201422,2.4591156874621443,4054934,local1_paired_b_plan_swap_0_0,51.779,202562,201448,4054934,4054934,1.0055299630673922,0.08617854707083754,0.08656381532991576
case_077,5,495320,162277,3.052311787868891,4269042,local1_paired_b_plan_merge_2041_2049,52.53,164726,162277,4269042,4269042,1.0150914793840162,0.12007452770414202,0.12007452770414202
case_078,2,2296143,1146519,2.0027081975963763,13844016,local1_b_candidate_local1_a_selected_move_8_0_0_move_16_1_0,9.519,1203556,1187913,12549000,12549000,1.0131684727753631,0.18480246827056443,0.2602821202383928
case_078,3,2296143,826047,2.779675974853731,14351304,local1_b_candidate_local2_a_selected_split_4_2_split_5_2,9.21,896611,898072,14491128,14491128,0.9983731816602678,0.17177023103724465,0.47392479639073803
case_078,4,2296143,578666,3.967993626720768,15314808,local1_b_candidate_local1_a_selected_move_8_2_0_move_16_0_0,8.259,657024,605788,14227296,14227296,1.0845774429338317,0.37516447656976437,0.5947921840111492
case_078,5,2296143,550563,4.1705363418900285,14829384,local1_b_candidate_local1_a_selected_move_9_4_0_split_11_1,8.921,603586,591165,14922600,14922600,1.0210110544433448,0.17738391927165695,0.3565910007286
case_079,2,31052251,14995776,2.0707331851315995,40783872,local1_paired_b_plan_merge_0_3,417.578,14997472,14995776,40783872,40783872,1.0001130985152085,0.472485935302391,0.472485935302391
case_079,3,31052251,9998802,3.1055971505386344,40869888,local1_paired_b_plan_merge_0_1,375.457,10001130,9998802,40869888,40869888,1.0002328278927815,0.5744494165131175,0.579275247872247
