case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_006,3,82837,36873,2.246548965367613,29092,b_candidate_local1_fixed_16_merge_10_11,4.478,36873,36873,29092,29092,1.0,0.03494618920965952,0.03494618920965952
case_006,4,82837,32264,2.5674745846764195,314848,local1_b_candidate_local2_fixed_8_split_8_1_merge_48_49,4.452,34312,34312,314848,314848,1.0,0.1595181223387683,0.1595181223387683
case_006,5,82837,29110,2.845654414290622,526640,local1_paired_b_plan_swap_0_16,4.41,30430,29653,526640,526640,1.026203082318821,0.3202176891959531,0.33702644599617626
case_007,2,1012562,506786,1.9980070483399304,41472,local1_b_candidate_local1_fixed_2_move_28_1_0_merge_28_7,41.77,507154,507154,41472,41472,1.0,0.0016778523489932886,0.0016778523489932886
case_007,3,1012562,338726,2.9893247049237437,69120,local1_b_candidate_local1_fixed_2_move_42_2_0_swap_0_13,39.758,339086,339086,69120,69120,1.0,0.0016286644951140066,0.0016286644951140066
case_007,4,1012562,254610,3.9769137111660973,110592,local1_b_candidate_local1_fixed_2_move_28_3_0_move_56_2_0,38.202,255390,255390,96768,96768,1.0,0.0015822784810126582,0.0031397174254317113
case_007,5,1012562,205580,4.925391575055939,110592,b_candidate_local1_fixed_2_merge_111_140,35.58,205580,205580,110592,110592,1.0,0.0,0.0
case_008,2,487605,244163,1.997047054631537,0,local1_b_candidate_fixed_1_swap_0_15,7.246,244266,244266,0,0,1.0,0.0,0.0
case_008,3,487605,163256,2.9867508697995784,0,local1_b_candidate_fixed_1_swap_0_15,7.091,163359,163359,0,0,1.0,0.0,0.0
case_008,4,487605,122957,3.9656546597591027,0,local1_b_candidate_fixed_1_swap_0_15,6.998,123060,123060,0,0,1.0,0.0,0.0
case_008,5,487605,100500,4.851791044776119,0,b_candidate_local1_fixed_1_swap_0_23,7.139,100500,100500,0,0,1.0,0.0,0.0
case_009,2,153261,106074,1.4448498218225012,556948,local1_b_candidate_local1_fixed_4_split_1358_2_split_1355_1,43.87,106315,106107,556948,556948,1.0019602853723129,0.10503473072665105,0.10503473072665105
case_009,3,153261,94582,1.6204034594320271,747098,local1_b_candidate_local1_fixed_4_split_1358_2_move_1348_0_207,42.089,95404,95148,704602,704602,1.002690545255812,0.1479204268666655,0.16218090068696464
case_009,4,153261,86960,1.7624310027598895,859618,local1_paired_b_plan_split_1355_1,40.719,87646,87098,859618,859618,1.006291763301109,0.21908242159590308,0.21908242159590308
case_009,5,153261,79435,1.929388808459747,968808,local1_b_candidate_local1_fixed_4_split_1355_1_split_1351_1,40.145,80068,79595,968808,968808,1.0059425843331868,0.2156660293903516,0.2156660293903516
case_010,2,86969,51158,1.700007818913953,419900,local1_paired_b_plan_merge_253_254,3.777,51402,51158,419900,419900,1.0047695375112398,0.3681383366095922,0.3681383366095922
case_010,3,86969,41581,2.0915562396286766,412024,b_candidate_fixed_1,3.81,42369,41617,412024,412024,1.0180695388903573,0.22801540656715352,0.23316284431681764
case_010,4,86969,35023,2.4831967564172115,552900,local1_paired_b_plan_merge_254_261,4.06,36170,35100,552900,552900,1.0304843304843305,0.32695623408648933,0.32695623408648933
case_010,5,86969,29582,2.9399296869718072,671724,b_candidate_local1_fixed_1_merge_247_254,4.228,31002,29582,671724,671724,1.0480021634777905,0.4095706677770716,0.4095706677770716
case_011,2,184697,92646,1.9935777043801135,180224,b_candidate_local1_fixed_2_merge_0_1,3.829,92646,92646,180224,180224,1.0,0.0,0.0
case_011,3,184697,68638,2.6908855153122175,929792,local1_paired_b_plan_move_301_2_43,4.178,69625,69617,909312,909312,1.0001149144605483,0.4502840909090909,0.44929577464788734
case_011,4,184697,46880,3.9397824232081913,540672,b_candidate_local1_fixed_2_merge_0_1,4.044,46880,46880,540672,540672,1.0,0.0,0.0
case_011,5,184697,46880,3.9397824232081913,1081344,b_candidate_local1_fixed_4_merge_0_1,4.838,46880,46880,1081344,1081344,1.0,0.0,0.0
case_012,2,59088,38968,1.5163210839663313,255682,local1_paired_b_plan_split_3_1,8.136,39013,39012,255682,255682,1.0000256331385216,0.106823870087522,0.106823870087522
case_012,3,59088,26190,2.2561282932416953,132992,local1_paired_b_plan_merge_40_41,7.086,26191,26191,132992,132992,1.0,0.02343480758184951,0.02343480758184951
case_012,4,59088,24221,2.4395359398868752,175372,local1_paired_b_plan_move_4_2_0,7.164,26397,26396,173320,173320,1.0000378845279587,0.028517543677851236,0.03194151398645927
case_012,5,59088,24231,2.438529156865173,175372,local1_paired_b_plan_move_4_1_7,7.588,26597,26597,173320,173320,1.0,0.028517543677851236,0.03194151398645927
case_013,2,263949,132198,1.9966187083011846,8192,b_candidate_fixed_4,20.546,132198,132198,8192,8192,1.0,0.0,0.0
case_013,3,263949,88351,2.98750438591527,16384,b_candidate_fixed_4,19.868,88351,88351,16384,16384,1.0,0.0,0.0
case_013,4,263949,66982,3.9405959810098237,24576,b_candidate_fixed_8,20.734,66982,66982,24576,24576,1.0,0.0,0.0
case_013,5,263949,54176,4.872065121086828,32768,local2_b_candidate_fixed_8_split_1_1,21.305,54363,54363,32768,32768,1.0,0.0,0.00796812749003984
case_014,2,17698626,8921063,1.9839144729725595,77130512,local1_paired_b_plan_split_61_2,1017.751,8958679,8922693,77130512,77130512,1.0040330873201622,0.3747352103485287,0.3747352103485287
case_014,3,17698626,5992165,2.9536279458259243,77728796,local1_b_candidate_local1_fixed_16_move_119_0_0_split_70_1,872.413,6040782,5992255,77728796,77728796,1.0080982868719706,0.4541210487788465,0.4538921204617029
case_014,4,17698626,4535513,3.9022324486778013,78842408,local1_b_candidate_local1_fixed_16_move_148_0_0_split_90_1,776.818,4601282,4537016,78842408,78842408,1.0141648166989052,0.5040465674047664,0.5047990389136036
case_014,5,17698626,3753079,4.715761645305095,79754112,local1_paired_b_plan_split_119_2,782.423,3829456,3753186,79754112,79754112,1.020321401603864,0.532420587767258,0.5324252339651001
case_015,2,177362,94288,1.8810665195995249,295016,local1_paired_b_plan_split_16_1,8.353,94288,94288,311404,311404,1.0,0.0,0.0
case_015,3,177362,87419,2.028872441917661,1820888,local1_b_candidate_local1_fixed_1_swap_0_21_swap_0_22,9.315,91805,87477,1820888,1820888,1.0494758622266425,0.2619768250862614,0.2619768250862614
case_015,4,177362,71984,2.463908646365859,2235226,local1_paired_b_plan_merge_28_0,9.212,79873,73266,2235226,2235226,1.0901782545792045,0.3431506274068222,0.3407616911677792
case_015,5,177362,66979,2.6480240075247465,2365878,b_candidate_local1_fixed_1_merge_0_2,9.157,75499,66979,2365878,2365878,1.127204049030293,0.3534266380634373,0.3534266380634373
case_016,2,7715523,4026193,1.9163321281418948,404200,b_candidate_local1_fixed_1_merge_0_1,250.178,4027025,4026193,404200,404200,1.0002066468249287,0.49653249554250156,0.49653249554250156
case_016,3,7715523,3029818,2.5465301876218307,609332,b_candidate_local1_fixed_1_merge_0_1,263.634,3030137,3029818,609332,609332,1.0001052868522136,0.5947175345539961,0.5947175345539961
case_016,4,7715523,2392698,3.224612132412866,744064,local1_paired_b_plan_merge_0_1,264.769,2395892,2392698,744064,744064,1.001334894750612,0.6414804707487635,0.6414804707487635
case_016,5,7715523,2086888,3.6971428270228204,546240,b_candidate_local1_fixed_1_merge_0_1,238.264,2090062,2086888,546240,546240,1.0015209249370354,0.5666379458900569,0.5666379458900569
case_017,2,162810,77229,2.1081459037408226,150152,local1_paired_b_plan_merge_0_1,11.126,77229,77229,150152,150152,1.0,0.010848836716531763,0.010848836716531763
case_017,3,162810,58288,2.793199286302498,308288,b_candidate_local2_fixed_24_split_0_1,11.214,58288,58288,308288,308288,1.0,0.12647086804658939,0.12647086804658939
case_017,4,162810,53838,3.02407221664995,336960,b_candidate_local1_a_selected_move_2_2_12,10.414,53838,53838,336960,336960,1.0,0.12405382562396185,0.12405382562396185
case_017,5,162810,53838,3.02407221664995,307148,b_candidate_local1_a_selected_move_2_4_1,10.419,53838,53838,307148,307148,1.0,0.12510004845884537,0.12510004845884537
case_018,2,1004367,517800,1.9396813441483198,2104948,b_candidate_local1_fixed_4_merge_144_145,30.396,517800,517800,2104948,2104948,1.0,0.44365348983543923,0.44365348983543923
case_018,3,1004367,344440,2.915941818604111,3051736,b_candidate_local1_fixed_4_merge_169_170,29.958,344821,344440,3051736,3051736,1.001106143305075,0.5423714061910703,0.5405146653514752
case_018,4,1004367,262739,3.8226795412938315,4807944,local1_paired_b_plan_move_463_0_0,30.425,263616,263240,4799752,4799752,1.0014283543534417,0.6319178790340447,0.634667776651382
case_018,5,1004367,215039,4.6706271885564945,4034540,local1_b_candidate_fixed_2_swap_0_22,29.783,215899,215490,4034540,4034540,1.0018979999071882,0.3937632635880527,0.3857812387338669
case_019,2,81144,45262,1.7927621404268481,150336,local1_paired_b_plan_merge_106_107,3.793,45280,45262,150336,150336,1.0003976845919313,0.06518824136152657,0.06518824136152657
case_019,3,81144,34098,2.379729016364596,247160,b_candidate_local1_fixed_2_move_26_2_0,3.879,34150,34251,247160,247160,0.9970511809874164,0.16474527624970103,0.1831140875388663
case_019,4,81144,28244,2.8729641693811074,275800,local1_paired_b_plan_merge_106_107,4.549,28282,28244,275800,275800,1.0013454184959638,0.18579623782629964,0.18579623782629964
case_019,5,81144,25413,3.1930114508322514,290964,b_candidate_local1_fixed_2_merge_102_103,4.527,25482,25413,290964,290964,1.002715145791524,0.21811264038005748,0.21811264038005748
case_020,2,532746,266580,1.9984469952734638,0,b_candidate_local1_fixed_4_split_0_1,65.928,266580,266580,0,0,1.0,0.0,0.0
case_020,3,532746,181764,2.930976430976431,0,b_candidate_local1_fixed_4_split_0_1,62.681,181764,181764,0,0,1.0,0.0,0.0
case_020,4,532746,139273,3.8251922483180514,0,b_candidate_local1_fixed_4_split_0_1,66.872,139273,139273,0,0,1.0,0.0,0.0
case_020,5,532746,115022,4.631687851019805,0,b_candidate_local1_fixed_4_split_0_1,65.677,115022,115022,0,0,1.0,0.0,0.0
case_021,2,6567937,3210064,2.0460454994043733,35590144,local1_paired_b_plan_merge_10_12,81.869,3214106,3210064,35590144,35590144,1.0012591649263067,0.06917542888765911,0.06917542888765911
case_021,3,6567937,2230404,2.944729744028436,43739136,b_candidate_local1_fixed_1_merge_0_3,72.45,2230404,2230404,43739136,43739136,1.0,0.008311644698178154,0.008311644698178154
case_021,4,6567937,1737419,3.7802838578374014,53135360,local1_b_candidate_fixed_1_swap_0_7,80.783,1738549,1737565,53135360,53135360,1.0005663097495634,0.055286328578254045,0.055286328578254045
case_021,5,6567937,1378692,4.763889976876634,59185152,local1_paired_b_plan_move_10_2_0,97.842,1387229,1378718,59209728,59209728,1.0061731260489817,0.11381888673497646,0.11352429497479084
case_022,2,56780,39773,1.4276016393030448,144620,b_candidate_local1_fixed_8_merge_117_118,10.205,39773,39773,144620,144620,1.0,0.05909951995219892,0.05909951995219892
case_022,3,56780,30251,1.876962745033222,469400,local1_paired_b_plan_move_13_2_0,11.493,31562,31562,262156,262156,1.0,0.11218905608905007,0.17889296974030616
case_022,4,56780,32079,1.770005299417064,433318,local1_paired_b_plan_merge_484_485,10.165,32088,32079,433318,433318,1.000280557373983,0.2508790464362328,0.2508790464362328
case_022,5,56780,29673,1.9135240791291748,427478,local1_paired_b_plan_merge_484_485,11.231,29686,29673,427478,427478,1.0004381087183636,0.2740509266668801,0.2740509266668801
case_023,2,122614,80752,1.5184020210025757,837776,local1_b_candidate_local1_fixed_1_move_494_1_0_move_904_1_249,8.625,82193,82162,822416,822416,1.0003773033762566,0.1442616768331455,0.16973423908612234
case_023,3,122614,60615,2.0228326321867525,993034,local1_paired_b_plan_swap_0_18,8.772,62012,60665,993034,993034,1.0222039067007336,0.28807429076359886,0.28807429076359886
case_023,4,122614,51862,2.364235856696618,977946,local1_paired_b_plan_move_910_2_102,8.86,52816,51901,965658,965658,1.0176297181171847,0.28091669998323426,0.27933204481125595
case_023,5,122614,44004,2.786428506499409,1076390,local1_paired_b_plan_swap_0_19,9.405,46643,44030,1076390,1076390,1.059345900522371,0.2898965968763077,0.2898965968763077
case_024,2,2555343,1334413,1.9149566138819092,396856,b_candidate_local1_fixed_1_merge_0_1,49.538,1335245,1334413,396856,396856,1.0006234951248227,0.4988455468555741,0.4988455468555741
case_024,3,2555343,1004098,2.544913942662967,596276,b_candidate_local1_fixed_1_merge_0_1,57.977,1004417,1004098,596276,596276,1.0003176980732957,0.5982402313371848,0.5982402313371848
case_024,4,2555343,794358,3.216865695316218,728560,local1_paired_b_plan_merge_0_1,58.439,797552,794358,728560,728560,1.00402085709466,0.645198686159593,0.645198686159593
case_024,5,2555343,693772,3.683260494802327,531552,b_candidate_local1_fixed_1_merge_0_1,55.806,696946,693772,531552,531552,1.0045749900543695,0.5698268225321776,0.5698268225321776
case_025,2,4863026,2431840,1.9997310678334101,27648,local1_paired_b_plan_merge_1_0,404.381,2432174,2432174,27648,27648,1.0,0.0044411547002220575,0.0
case_025,3,4863026,1623962,2.994544207315196,55296,b_candidate_local1_fixed_4_merge_0_1,327.827,1623962,1623962,55296,55296,1.0,0.0,0.0
case_025,4,4863026,1219268,3.9884799732298397,82944,b_candidate_local1_fixed_4_merge_0_1,308.271,1219268,1219268,82944,82944,1.0,0.0,0.0
case_025,5,4863026,978930,4.967695340831316,110592,b_candidate_local1_fixed_4_merge_0_1,297.782,978930,978930,110592,110592,1.0,0.0,0.0
case_026,2,99203,59405,1.6699436074404512,416076,local1_b_candidate_local2_fixed_2_split_19_1_move_279_1_0,4.61,60836,60627,402636,402636,1.0034473089547562,0.2234276814007197,0.22880590890439065
case_026,3,99203,44944,2.207257920968316,543284,local1_paired_b_plan_move_282_0_0,5.781,45428,44969,530996,530996,1.0102070315105962,0.2732603732812854,0.2769755592020036
case_026,4,99203,38640,2.567365424430642,665764,local1_b_candidate_local1_fixed_2_move_19_1_0_merge_13_14,4.358,39505,38653,688292,688292,1.0220422735622072,0.389500626749833,0.37312435173447045
case_026,5,99203,35206,2.8177867408964383,736520,local1_paired_b_plan_move_17_0_0,5.19,37307,35854,660744,660744,1.0405254643833324,0.3300148723122298,0.3810185092619016
case_027,2,2363952,1120962,2.10886006840553,1744896,b_candidate_local1_fixed_2_merge_0_1,13.188,1120962,1120962,1744896,1744896,1.0,0.08904109589041095,0.08904109589041095
case_027,3,2363952,837298,2.823310219300655,3006464,local1_b_candidate_local1_fixed_2_move_89_2_0_move_534_2_89,13.671,839330,839252,2953216,2953216,1.0000929399036285,0.39184549356223175,0.38097269624573377
case_027,4,2363952,559196,4.227412213249022,1843200,b_candidate_local1_fixed_2_merge_0_1,12.903,559196,559196,1843200,1843200,1.0,0.0,0.0
case_027,5,2363952,558958,4.2292122127243905,3405824,local1_b_candidate_local1_fixed_2_merge_177_534_move_177_3_44,14.439,559163,559163,3317760,3317760,1.0,0.0,0.0899803536345776
case_028,2,43836040,22100410,1.9834944238591048,284768424,local1_paired_b_plan_merge_245_256,374.528,22103658,22100796,284769720,284769720,1.000129497598186,0.002548319558045951,0.002548331279999816
case_028,3,43836040,15230064,2.8782571104100416,278879280,local1_b_candidate_local1_a_selected_move_17_1_0_split_17_2,322.804,15001681,15260665,278956272,278956272,0.9830293109769462,0.3034112783280012,0.2876415717990916
case_028,4,43836040,11531992,3.801254804894072,278976120,local1_paired_b_plan_move_17_3_0,307.769,11557427,11699302,280580088,280580088,0.9878732081623331,0.33432719698296226,0.27468397114117626
case_028,5,43836040,9210117,4.759553000249617,279995616,local1_b_candidate_local1_fixed_16_move_3_4_0_move_9_3_0,312.778,10575290,9561845,278820000,278820000,1.1059884363321095,0.3493036515694222,0.2960176296762798
case_029,2,37555,22863,1.642610331102655,487584,local1_paired_b_plan_swap_1_1,7.988,23800,23766,487584,487584,1.0014306151645207,0.280664134087398,0.280664134087398
case_029,3,37555,22845,1.6439045743050995,43054,local1_paired_b_plan_swap_0_2,7.235,22853,22848,43054,43054,1.000218837535014,0.11560478676070181,0.11560478676070181
case_029,4,37555,16879,2.2249540849576395,610698,local1_adaptive_memory_24_merge_21_26,8.553,18514,17764,180550,180550,1.04222022067102,0.40173310225303294,0.3792807432587625
case_029,5,37555,15581,2.4103074257108017,582026,local1_adaptive_memory_24_merge_22_28,8.208,16225,16192,59452,59452,1.002038043478261,0.16123770295632897,0.3998554711175346
case_030,2,2808034,1425894,1.969314689591232,7211524,local1_paired_b_plan_split_14_1,124.879,1426431,1425894,7211524,7211524,1.0003766058346553,0.3829654784695858,0.3829654784695858
case_030,3,2808034,988866,2.839650670566083,7492120,b_candidate_local1_fixed_16_merge_0_1,118.549,988944,988866,7492120,7492120,1.0000788782302152,0.43301238158933036,0.43301238158933036
case_030,4,2808034,744938,3.76948685662431,31811336,local1_fixed_4_move_15_0_0,151.605,749038,748960,8482584,8482584,1.0001041444135867,0.4803025761560332,0.17457965491347668
case_030,5,2808034,623128,4.506351824986199,9548680,local1_b_candidate_local1_a_selected_move_64_4_0_move_14_0_0,126.354,624499,623262,9372552,9372552,1.0019847191068925,0.4950588554127026,0.4802746946532939
case_031,2,1414369,763622,1.8521847196649652,5468662,local1_paired_b_plan_split_27_2,60.795,763891,763794,5468662,5468662,1.000126997593592,0.3026433112135608,0.30165835772471894
case_031,3,1414369,557935,2.5350067660211315,14045048,local1_b_candidate_local1_fixed_4_split_0_1_split_4_1,74.84,559854,558206,14045048,14045048,1.002952315095144,0.15687973590914028,0.15687973590914028
case_031,4,1414369,460314,3.0726178217477633,7486506,b_candidate_local1_fixed_16_move_38_2_0,67.382,461687,460321,7474218,7474218,1.0029674944223705,0.2517027637329223,0.24535835336406647
case_031,5,1414369,389238,3.63368684455269,7748652,local1_paired_b_plan_move_62_3_0,63.787,407625,400578,7905324,7905324,1.0175920794452016,0.28992821784104794,0.29250494366385443
case_032,2,41443,22200,1.8668018018018018,82032,b_candidate_local1_fixed_24_merge_22_23,6.493,22200,22200,82032,82032,1.0,0.025263054017047627,0.025263054017047627
case_032,3,41443,14073,2.9448589497619557,82032,local1_paired_b_plan_merge_22_23,6.913,14073,14073,82032,82032,1.0,0.025263054017047627,0.025263054017047627
case_032,4,41443,14073,2.9448589497619557,82032,local1_paired_b_plan_merge_22_23,6.897,14073,14073,82032,82032,1.0,0.025263054017047627,0.025263054017047627
case_032,5,41443,14073,2.9448589497619557,82032,local1_paired_b_plan_merge_22_23,6.419,14073,14073,82032,82032,1.0,0.025263054017047627,0.025263054017047627
case_033,2,1774196,948151,1.871216715480973,12898424,local1_paired_b_plan_merge_0_1,57.3,948152,948151,12898424,12898424,1.0000010546843277,0.07864648145481071,0.07864648145481071
case_033,3,1774196,675331,2.6271502418813886,17176740,local1_paired_b_plan_merge_0_1,60.232,675566,675331,17176740,17176740,1.0003479775102875,0.08928750291067367,0.08928750291067367
case_033,4,1774196,527218,3.365203767701406,24113996,local1_b_candidate_local1_fixed_4_move_62_1_0_split_47_2,72.374,536561,527681,24113996,24113996,1.0168283489456698,0.08694961270489357,0.08767708755443984
case_033,5,1774196,466500,3.8032068595927115,24392028,local1_fixed_4_split_44_1,68.764,474621,474450,13261996,13261996,1.000360417325324,0.24031804344399066,0.10940656289689626
case_034,2,842996,433979,1.9424810877945706,2193484,b_candidate_local1_fixed_16_merge_118_119,47.85,434660,433979,2193484,2193484,1.0015692003530126,0.25411915019049386,0.25411915019049386
case_034,3,842996,305467,2.759695810022032,5613992,local1_paired_b_plan_move_289_2_69,53.081,310533,308685,5596584,5596584,1.0059866854560475,0.3261704557251116,0.31916747306729076
case_034,4,842996,245907,3.428109000557121,10975236,local1_fixed_4_move_798_2_122,59.679,253639,254462,6260120,6260120,0.9967657253342346,0.36835507154615676,0.31605218421282005
case_034,5,842996,202988,4.1529351488757955,6780872,local1_b_candidate_local1_fixed_8_move_264_0_0_move_273_0_0,56.954,216638,209407,6952904,6952904,1.0345308418534243,0.3581562191439286,0.3183585698484711
case_035,2,169571,117507,1.4430714765928838,156018,local1_paired_b_plan_merge_123_125,38.986,118452,118452,156018,156018,1.0,8.001583471255365e-05,8.001583471255365e-05
case_035,3,169571,113589,1.4928470186373681,1249080,local1_paired_b_plan_merge_1472_1474,40.66,114524,114352,1249080,1249080,1.0015041276059886,0.23378408629832245,0.23378408629832245
case_035,4,169571,105409,1.608695652173913,1551776,local1_paired_b_plan_merge_1854_1855,42.577,105834,105465,1551776,1551776,1.0034987910681268,0.3240679402479127,0.3240679402479127
case_035,5,169571,85514,1.9829618541993124,272694,local1_paired_b_plan_move_155_3_0,37.015,85995,85995,248118,248118,1.0,0.03022419523778913,0.029537954405194362
case_036,2,931510,466068,1.998656848356892,1152,b_candidate_fixed_1,30.235,466068,466068,1152,1152,1.0,0.0,0.0
case_036,3,931510,311345,2.991890025534375,2304,b_candidate_local1_fixed_1_merge_0_1,28.603,311345,311345,2304,2304,1.0,0.0,0.0
case_036,4,931510,233584,3.987901568600589,3456,b_candidate_fixed_2,24.937,233584,233584,3456,3456,1.0,0.0,0.0
case_036,5,931510,187182,4.976493466252097,4608,b_candidate_fixed_1,25.111,187182,187182,4608,4608,1.0,0.0,0.0
case_037,2,210001,106205,1.9773174520973589,729088,local1_b_candidate_local2_a_selected_split_13_1_split_26_1,7.287,107927,107729,729088,729088,1.0018379452143806,0.3420074349442379,0.3382899628252788
case_037,3,210001,72387,2.9010872117921727,2058240,local1_b_candidate_local2_fixed_8_split_5_1_split_1_2,8.57,74011,73071,2058240,2058240,1.0128642005720463,0.36363636363636365,0.36470588235294116
case_037,4,210001,64303,3.265804083790803,2752512,local1_b_candidate_local2_fixed_8_split_0_1_split_6_2,9.274,65878,65279,2752512,2752512,1.0091759984068382,0.34476843910806176,0.346483704974271
case_037,5,210001,54025,3.887107820453494,3049472,local1_b_candidate_local2_fixed_8_split_0_1_move_21_4_5,10.811,72471,54128,3055616,3055616,1.3388819095477387,0.3490566037735849,0.3404255319148936
case_038,2,1364555,708772,1.9252382994813564,7175944,b_candidate_local1_a_selected_split_167_1,73.465,710415,708772,7175944,7175944,1.0023180938298917,0.34368823189743664,0.34368823189743664
case_038,3,1364555,499610,2.7312403674866395,8595748,b_candidate_fixed_16,79.827,499748,499610,8698660,8698660,1.0002762154480496,0.3443090959740744,0.35234130163808175
case_038,4,1364555,390791,3.491776934473926,9484100,local1_b_candidate_local1_a_selected_move_211_2_47_move_205_2_47,79.093,403599,401766,9441092,9441092,1.004562357192993,0.3167558114606225,0.33652361573705325
case_038,5,1364555,303004,4.503422397064065,10706524,local1_paired_b_plan_move_223_4_22,77.924,321219,304042,10703452,10703452,1.0564954841765282,0.34901938719623155,0.3486505441612583
case_039,2,1435262,722358,1.9869123066401977,11382784,local1_b_candidate_local1_a_selected_move_3_1_0_move_0_1_0,64.191,731052,731052,10723328,10723328,1.0,0.2752447552447552,0.2753505933117584
case_039,3,1435262,545805,2.6296241331611108,21016576,local1_b_candidate_local1_fixed_16_move_15_0_0_split_1_1,70.486,550615,546030,21016576,21016576,1.0083969745252093,0.1632870864461046,0.16029882604055495
case_039,4,1435262,425438,3.3736102557834515,22077440,fixed_16,70.721,438148,437875,10788864,10788864,1.0006234656009134,0.3307543520309478,0.20742402610646543
case_039,5,1435262,333553,4.302950355715583,11030528,local1_b_candidate_local1_fixed_48_move_14_4_0_split_14_1,60.983,335425,334691,11079680,11079680,1.0021930676355206,0.22493224932249323,0.1463083604777416
case_040,2,253454,178477,1.420093345361027,717954,local1_paired_b_plan_merge_678_679,31.94,178488,178477,717954,717954,1.0000616325913143,0.24911680457212637,0.24911680457212637
case_040,3,253454,134952,1.8781048076353073,1564672,local1_paired_b_plan_merge_4_8,31.479,135089,135089,1564672,1564672,1.0,0.012020542920029346,0.012020542920029346
case_040,4,253454,152944,1.6571686368867036,3184510,local1_paired_b_plan_move_3023_1_376,40.984,156892,153172,3179902,3179902,1.0242864231060507,0.298132073670477,0.29788940335069847
