case,cores,status,singlecore_makespan,makespan,speedup,added_copy_bytes,v1_makespan,gain_over_v1,selected_source,generation_seconds,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_005,3,ok,95618,100098,0.9552438610162041,1318108,103967,1.038652120921497,v2_memory_441,0.42,2.734,,,,,,,
case_005,4,ok,95618,101830,0.9389963664931749,1209610,117570,1.1545713443975252,v3_idblock_128,0.421,2.76,,,,,,,
case_005,5,ok,95618,101530,0.9417709051511869,1843654,118152,1.1637151580813552,v2_memory_265,0.409,2.792,,,,,,,
case_006,2,ok,82837,48630,1.7034135307423401,413828,104240,2.14353279868394,v3_idblock_64,0.066,0.387,,,,,,,
case_006,3,ok,82837,48630,1.7034135307423401,413828,102645,2.1107341147439853,v3_idblock_64,0.066,0.45,,,,,,,
case_006,4,ok,82837,48630,1.7034135307423401,413828,102645,2.1107341147439853,v3_idblock_64,0.066,0.456,,,,,,,
case_006,5,ok,82837,48630,1.7034135307423401,413828,102645,2.1107341147439853,v3_idblock_64,0.067,0.474,,,,,,,
case_007,2,ok,1012562,555410,1.8230892493833384,1127424,780694,1.4056174717776058,v3_idblock_128,0.459,5.843,,,,,,,
case_007,3,ok,1012562,385570,2.626143112794045,4515840,606998,1.574287418626968,v3_idblock_32,0.464,6.312,,,,,,,
case_007,4,ok,1012562,321058,3.153828903188832,1127424,504539,1.5714886406817459,v3_idblock_128,0.466,5.84,,,,,,,
case_007,5,ok,1012562,242692,4.172210044006395,1127424,460396,1.897038221284591,v3_idblock_128,0.468,5.682,,,,,,,
case_008,2,ok,487605,257495,1.8936484203576769,0,462324,1.7954678731625857,v3_idblock_64,0.099,0.799,,,,,,,
case_008,3,ok,487605,171575,2.841935013842343,0,452783,2.6389800378843074,v3_idblock_32,0.099,0.831,,,,,,,
case_008,4,ok,487605,135279,3.604439713481028,0,463019,3.4226967969899245,v3_idblock_32,0.102,0.856,,,,,,,
case_008,5,ok,487605,112711,4.326152726885574,0,463019,4.108019625413669,v3_idblock_64,0.099,0.876,,,,,,,
case_009,2,ok,153261,148979,1.0287423059625853,648304,159737,1.0722115197443935,v3_idblock_128,0.52,3.7,,,,,,,
case_009,3,ok,153261,148995,1.028631833282996,648304,161865,1.0863787375415281,v3_idblock_128,0.633,3.827,,,,,,,
case_009,4,ok,153261,148995,1.028631833282996,648304,165598,1.1114332695728044,v3_idblock_128,0.635,3.826,,,,,,,
case_009,5,ok,153261,148995,1.028631833282996,648304,168557,1.1312929964092755,v3_idblock_128,0.631,3.914,,,,,,,
case_010,2,ok,86969,86561,1.0047134390776447,582426,111361,1.2865031596215386,v3_idblock_32,0.063,0.373,,,,,,,
case_010,3,ok,86969,86561,1.0047134390776447,582426,119067,1.3755270849458763,v3_idblock_32,0.062,0.398,,,,,,,
case_010,4,ok,86969,86561,1.0047134390776447,582426,119067,1.3755270849458763,v3_idblock_32,0.063,0.404,,,,,,,
case_010,5,ok,86969,86561,1.0047134390776447,582426,119067,1.3755270849458763,v3_idblock_32,0.063,0.416,,,,,,,
case_011,2,ok,184697,187807,0.9834404468417045,1568768,187873,1.000351424600787,v3_idblock_64,0.058,0.511,,,,,,,
case_011,3,ok,184697,143946,1.2830992177622165,5457920,157748,1.0958831784141274,v2_memory_24,0.059,0.572,,,,,,,
case_011,4,ok,184697,141497,1.3053068262931369,5457920,156869,1.1086383456893079,v2_memory_24,0.06,0.583,,,,,,,
case_011,5,ok,184697,137967,1.338704182884313,5457920,156941,1.1375256401893206,v2_memory_24,0.059,0.596,,,,,,,
case_012,2,ok,59088,59969,0.9853090763561173,714280,71005,1.1840284146809186,v2_memory_108,0.104,0.659,,,,,,,
case_012,3,ok,59088,60639,0.9744224014248256,1258820,74413,1.2271475453091245,v2_memory_30,0.104,0.757,,,,,,,
case_012,4,ok,59088,62426,0.9465286899689233,1412970,74417,1.1920834267773044,v2_memory_24,0.105,0.791,,,,,,,
case_012,5,ok,59088,52911,1.1167432102965358,1101806,74417,1.4064561244353726,v2_memory_49,0.105,0.805,,,,,,,
case_013,2,ok,263949,140617,1.877077451517242,122880,225457,1.6033409900652127,v3_idblock_128,0.205,2.101,,,,,,,
case_013,3,ok,263949,95164,2.7736223782102476,122880,184664,1.9404816947585222,v3_idblock_128,0.204,2.133,,,,,,,
case_013,4,ok,263949,71225,3.705847665847666,122880,168167,2.361067041067041,v3_idblock_128,0.206,2.013,,,,,,,
case_013,5,ok,263949,61134,4.31754833644126,122880,168590,2.7577125658389767,v3_idblock_128,0.209,1.977,,,,,,,
case_014,2,ok,17698626,9550188,1.853222784724238,138508340,13164802,1.3784861617383868,v3_idblock_128,4.659,146.113,,,,,,,
case_014,3,ok,17698626,7332532,2.413712752975371,138508340,10390663,1.4170634372956026,v3_idblock_128,4.74,163.485,,,,,,,
case_014,4,ok,17698626,5413603,3.2692877553082487,138508340,9080575,1.6773625624191504,v3_idblock_128,4.735,179.009,,,,,,,
case_014,5,ok,17698626,4711807,3.756228979667461,138508340,7921481,1.6811981051006546,v3_idblock_128,4.718,192.62,,,,,,,
case_015,2,ok,177362,171473,1.0343435992838523,1566636,193432,1.1280609775299901,v2_memory_164,0.103,0.652,,,,,,,
case_015,3,ok,177362,179988,0.9854101384536746,648808,207091,1.1505822610396248,v3_idblock_128,0.103,0.662,,,,,,,
case_015,4,ok,177362,179988,0.9854101384536746,648808,198492,1.1028068537902527,v3_idblock_128,0.107,0.763,,,,,,,
case_015,5,ok,177362,179988,0.9854101384536746,648808,198492,1.1028068537902527,v3_idblock_128,0.105,0.78,,,,,,,
case_016,2,ok,7715523,7749845,0.9955712662640349,15205280,7760348,1.00135525291151,v3_idblock_512,1.119,11.568,,,,,,,
case_016,3,ok,7715523,7749845,0.9955712662640349,15205280,7760348,1.00135525291151,v3_idblock_512,1.141,11.936,,,,,,,
case_016,4,ok,7715523,7749845,0.9955712662640349,15205280,7760348,1.00135525291151,v3_idblock_512,1.158,12.17,,,,,,,
case_016,5,ok,7715523,7749845,0.9955712662640349,15205280,7763117,1.00171255038004,v3_idblock_512,1.233,12.263,,,,,,,
case_017,2,ok,162810,155144,1.049412159026453,362960,170811,1.100983602330738,v3_idblock_128,0.137,0.979,,,,,,,
case_017,3,ok,162810,149823,1.0866822850964137,1746764,176734,1.1796186166342952,v2_memory_66,0.14,1.044,,,,,,,
case_017,4,ok,162810,125584,1.2964231112243598,1702436,177902,1.4165976557523252,v2_memory_77,0.142,1.038,,,,,,,
case_017,5,ok,162810,128234,1.2696320788558417,2362552,180922,1.4108738712042048,v2_memory_40,0.149,1.129,,,,,,,
case_018,2,ok,1004367,558220,1.7992314857941314,10325944,1129318,2.023069757443302,v3_idblock_32,0.298,2.615,,,,,,,
case_018,3,ok,1004367,483864,2.0757216903923417,10325944,825732,1.7065373741381875,v3_idblock_32,0.302,2.555,,,,,,,
case_018,4,ok,1004367,466783,2.1516786172589835,16169804,714733,1.5311890107394657,v2_memory_63,0.298,2.759,,,,,,,
case_018,5,ok,1004367,395743,2.5379273922722576,12528204,624530,1.578120143628567,v2_memory_120,0.307,2.68,,,,,,,
case_019,2,ok,81144,68700,1.1811353711790393,365416,83257,1.2118922852983989,v3_idblock_32,0.062,0.368,,,,,,,
case_019,3,ok,81144,57340,1.415137774677363,365416,83057,1.4485001743983257,v3_idblock_32,0.061,0.375,,,,,,,
case_019,4,ok,81144,57340,1.415137774677363,365416,83057,1.4485001743983257,v3_idblock_32,0.063,0.39,,,,,,,
case_019,5,ok,81144,57340,1.415137774677363,365416,83057,1.4485001743983257,v3_idblock_32,0.063,0.401,,,,,,,
case_020,2,ok,532746,321471,1.6572132478512835,1675264,1031162,3.2076361475840747,v3_idblock_128,0.637,10.196,,,,,,,
case_020,3,ok,532746,233465,2.281909493928426,1675264,1127841,4.830878290107725,v3_idblock_128,0.635,9.273,,,,,,,
case_020,4,ok,532746,233465,2.281909493928426,1675264,1147581,4.915430578459298,v3_idblock_128,0.794,9.792,,,,,,,
case_020,5,ok,532746,233465,2.281909493928426,1675264,1150187,4.926592851176836,v3_idblock_128,0.713,9.385,,,,,,,
case_021,2,ok,6567937,3995901,1.6436685993972324,56463360,4302145,1.07663953636489,v3_idblock_32,0.343,5.709,,,,,,,
case_021,3,ok,6567937,2746591,2.391305076001487,56463360,3172975,1.1552411698720342,v3_idblock_32,0.356,6.257,,,,,,,
case_021,4,ok,6567937,2629922,2.4973885157050284,98535424,2651098,1.0080519498296907,v2_memory_91,0.353,6.311,,,,,,,
case_021,5,ok,6567937,2329464,2.8195056888623307,99745792,2351439,1.0094335005821082,v2_memory_72,0.365,6.474,,,,,,,
case_022,2,ok,56780,52305,1.0855558741994074,167218,67871,1.2976006117961953,v3_idblock_128,0.132,0.843,,,,,,,
case_022,3,ok,56780,41501,1.3681598033782318,1457154,74268,1.7895472398255463,v2_memory_65,0.131,0.913,,,,,,,
case_022,4,ok,56780,52305,1.0855558741994074,167218,76635,1.4651562948092915,v3_idblock_128,0.133,0.903,,,,,,,
case_022,5,ok,56780,52305,1.0855558741994074,167218,81901,1.565835006213555,v3_idblock_128,0.136,1.053,,,,,,,
case_023,2,ok,122614,99541,1.2317939341577842,1470096,124109,1.2468128710782491,v2_reuse_164,0.097,0.633,,,,,,,
case_023,3,ok,122614,116254,1.054707795000602,1941556,129638,1.11512722142894,v2_reuse_110,0.097,0.665,,,,,,,
case_023,4,ok,122614,94325,1.299909886032335,2490732,141052,1.495382984362576,v2_memory_57,0.095,0.729,,,,,,,
case_023,5,ok,122614,121320,1.0106660072535443,293152,141052,1.1626442466205078,v3_idblock_128,0.1,0.751,,,,,,,
case_024,2,ok,2555343,2566859,0.9955135829432002,4849968,2574560,1.0030001647928461,v3_idblock_512,0.392,2.903,,,,,,,
case_024,3,ok,2555343,2566859,0.9955135829432002,4849968,2584750,1.006969997183328,v3_idblock_512,0.488,2.994,,,,,,,
case_024,4,ok,2555343,2566859,0.9955135829432002,4849968,2594192,1.0106484228389638,v3_idblock_512,0.485,3.12,,,,,,,
case_024,5,ok,2555343,2566859,0.9955135829432002,4849968,2605136,1.0149119994514697,v3_idblock_512,0.475,3.408,,,,,,,
case_025,2,ok,4863026,2573888,1.8893697006241141,5420544,3672702,1.4269082415396475,v3_idblock_128,2.022,46.535,,,,,,,
case_025,3,ok,4863026,1675554,2.9023391666278737,5420544,2808579,1.6762091821570657,v3_idblock_128,2.046,53.897,,,,,,,
case_025,4,ok,4863026,1402128,3.4683181564022685,5420544,2358968,1.6824198646628554,v3_idblock_128,2.066,60.905,,,,,,,
case_025,5,ok,4863026,1139358,4.2682159602161915,1340928,2180890,1.9141393662044766,v3_idblock_512,2.04,67.361,,,,,,,
case_026,2,ok,99203,106154,0.9345196601164346,3437808,134839,1.2702206228686626,v2_reuse_71,0.06,0.364,,,,,,,
case_026,3,ok,99203,93428,1.061812304662414,2224964,140741,1.506411354197885,v2_memory_49,0.062,0.394,,,,,,,
case_026,4,ok,99203,93428,1.061812304662414,2224964,140741,1.506411354197885,v2_memory_49,0.062,0.408,,,,,,,
case_026,5,ok,99203,93428,1.061812304662414,2224964,140741,1.506411354197885,v2_memory_49,0.066,0.414,,,,,,,
case_027,2,ok,2363952,2237602,1.0564666996186096,4952064,2272940,1.0157927996131573,v3_idblock_128,0.123,1.189,,,,,,,
case_027,3,ok,2363952,2084174,1.1342392717690557,28968960,2228425,1.0692125513512787,v2_memory_44,0.126,1.228,,,,,,,
case_027,4,ok,2363952,2122892,1.1135526442230692,29157376,2122892,1.0,v1,0.13,1.259,,,,,,,
case_027,5,ok,2363952,1649281,1.4333227630706957,33712128,2028809,1.230117245029804,v2_critical_26,0.126,1.333,,,,,,,
case_028,2,ok,43836040,20808437,2.1066474142195304,326568960,40575154,1.9499376142475284,v3_idblock_128,1.711,21.711,,,,,,,
case_028,3,ok,43836040,14792144,2.963467635252875,326568960,40575154,2.7430204843868475,v3_idblock_128,1.761,21.49,,,,,,,
case_028,4,ok,43836040,12041229,3.640495500916061,326568960,40575154,3.3696854365945534,v3_idblock_128,1.758,21.908,,,,,,,
case_028,5,ok,43836040,10194624,4.299917289740161,326568960,40402701,3.963137924459009,v3_idblock_128,1.698,21.284,,,,,,,
case_029,2,ok,37555,31196,1.203840235927683,1045120,44835,1.4372034876266189,v2_memory_62,0.085,0.602,,,,,,,
case_029,3,ok,37555,32143,1.1683725850107334,1059622,41174,1.28096319571913,v2_memory_41,0.085,0.68,,,,,,,
case_029,4,ok,37555,29318,1.2809536803329014,1074082,41932,1.4302476294426631,v2_memory_24,0.086,0.698,,,,,,,
case_029,5,ok,37555,29437,1.2757753847199103,1074082,41758,1.4185548799130345,v2_memory_24,0.089,0.738,,,,,,,
case_030,2,ok,2808034,1831738,1.532988888148851,25251848,2373764,1.2959080392501547,v3_idblock_128,0.721,23.047,,,,,,,
case_030,3,ok,2808034,1458756,1.9249511227374558,25251848,1885705,1.2926802014867462,v3_idblock_128,0.94,26.152,,,,,,,
case_030,4,ok,2808034,968714,2.898723462239629,25251848,1763252,1.8201987377079303,v3_idblock_128,0.871,25.599,,,,,,,
case_030,5,ok,2808034,967196,2.903272966389439,25251848,1625661,1.6807978941186688,v3_idblock_128,1.088,22.91,,,,,,,
case_031,2,ok,1414369,965666,1.4646565168495111,24473692,1199398,1.2420422796287744,v2_memory_439,0.574,7.726,,,,,,,
case_031,3,ok,1414369,814389,1.736724096224286,28323486,1099150,1.3496621393461847,v2_memory_293,0.659,7.421,,,,,,,
case_031,4,ok,1414369,744312,1.9002367286836703,34046854,938833,1.2613433613860854,v2_reuse_143,0.67,8.062,,,,,,,
case_031,5,ok,1414369,666519,2.122023528211499,30414980,937719,1.4068901261629452,v2_memory_176,0.651,8.025,,,,,,,
case_032,2,ok,41443,25100,1.6511155378486055,494050,48762,1.9427091633466136,v3_idblock_32,0.08,0.526,,,,,,,
case_032,3,ok,41443,25100,1.6511155378486055,494050,47888,1.9078884462151395,v3_idblock_32,0.081,0.6,,,,,,,
case_032,4,ok,41443,25100,1.6511155378486055,494050,48304,1.9244621513944222,v3_idblock_32,0.082,0.643,,,,,,,
case_032,5,ok,41443,25100,1.6511155378486055,494050,48304,1.9244621513944222,v3_idblock_32,0.084,0.652,,,,,,,
case_033,2,ok,1774196,1217345,1.4574307201327479,27562998,1414852,1.162244063926003,v3_idblock_32,0.386,5.35,,,,,,,
case_033,3,ok,1774196,1051435,1.687404356902709,45034292,1128940,1.0737135438709953,v2_critical_107,0.381,4.891,,,,,,,
case_033,4,ok,1774196,866215,2.0482166667628707,42881856,1026743,1.185321196238809,v2_memory_80,0.382,4.892,,,,,,,
case_033,5,ok,1774196,831841,2.1328547162258173,46092492,965910,1.1611714257893035,v2_reuse_64,0.383,5.182,,,,,,,
case_034,2,ok,842996,632041,1.3337679042973478,11267208,710798,1.1246074226197351,v3_idblock_32,0.413,4.883,,,,,,,
case_034,3,ok,842996,574424,1.467550102363411,27218174,629738,1.0962947230617106,v2_reuse_116,0.424,4.878,,,,,,,
case_034,4,ok,842996,543472,1.551130509023464,27798892,595000,1.0948126122412931,v2_reuse_87,0.421,4.985,,,,,,,
case_034,5,ok,842996,524341,1.6077247440120075,28266958,531695,1.0140252240431322,v2_reuse_69,0.425,5.21,,,,,,,
case_035,2,ok,169571,172837,0.9811035831448127,487576,184607,1.0680988445761035,v2_memory_427,0.388,2.35,,,,,,,
case_035,3,ok,169571,159477,1.063294393548913,1283074,186845,1.1716109533036112,v2_memory_184,0.391,2.422,,,,,,,
case_035,4,ok,169571,171766,0.9872209866911962,604736,187076,1.0891328900946637,v2_memory_310,0.391,2.416,,,,,,,
case_035,5,ok,169571,173450,0.9776362063995387,1043738,188552,1.0870683194004036,v2_memory_249,0.4,2.454,,,,,,,
case_036,2,ok,931510,489418,1.9033014723610493,168192,723926,1.4791568761263378,v3_idblock_128,0.236,2.596,,,,,,,
case_036,3,ok,931510,339856,2.740896144249329,168192,557674,1.6409126218162986,v3_idblock_128,0.242,2.518,,,,,,,
case_036,4,ok,931510,277990,3.3508759307888774,699648,491824,1.7692147199539552,v3_idblock_32,0.239,2.488,,,,,,,
case_036,5,ok,931510,202355,4.603345605495293,699648,453979,2.243478046008253,v3_idblock_32,0.245,2.485,,,,,,,
case_037,2,ok,210001,178962,1.1734390541008706,7421952,178962,1.0,v1,0.065,0.742,,,,,,,
case_037,3,ok,210001,148003,1.4188969142517383,7757824,149260,1.0084930710863969,v2_memory_24,0.065,0.792,,,,,,,
case_037,4,ok,210001,143572,1.4626877106956788,7757824,144052,1.0033432702755412,v2_memory_24,0.066,0.843,,,,,,,
case_037,5,ok,210001,144126,1.4570653456003775,7757824,144581,1.0031569598823251,v2_memory_24,0.067,0.88,,,,,,,
case_038,2,ok,1364555,996680,1.3691004133723963,23977732,1271297,1.2755317654613316,v2_memory_422,0.565,9.26,,,,,,,
case_038,3,ok,1364555,800728,1.7041429798883017,23411328,1174942,1.4673422185810912,v2_memory_437,0.725,9.686,,,,,,,
case_038,4,ok,1364555,738877,1.846795880775826,33970828,1042217,1.410541944058348,v2_memory_137,0.709,9.826,,,,,,,
case_038,5,ok,1364555,690532,1.9760923461910527,35504140,962949,1.3945030787856318,v2_memory_109,0.713,10.316,,,,,,,
case_039,2,ok,1435262,1161752,1.2354289039313038,43933696,1161752,1.0,v1,0.429,8.908,,,,,,,
case_039,3,ok,1435262,991429,1.4476699793933807,50233344,994679,1.0032780965656642,v2_memory_162,0.506,9.664,,,,,,,
case_039,4,ok,1435262,914682,1.5691376893827582,49516544,914682,1.0,v1,0.496,9.851,,,,,,,
case_039,5,ok,1435262,942701,1.522499710936978,51466240,942701,1.0,v1,0.504,10.01,,,,,,,
case_040,2,ok,253454,254090,0.9974969498996419,2525082,263553,1.0372427092762406,v2_reuse_497,0.312,1.874,,,,,,,
case_040,3,ok,253454,160779,1.5764123424079015,4831852,276963,1.7226316869740452,v2_memory_95,0.309,1.904,,,,,,,
case_040,4,ok,253454,259008,0.9785566468989375,3875058,288185,1.112649030145787,v2_memory_111,0.312,1.927,,,,,,,
case_040,5,ok,253454,249304,1.0166463434200814,3487680,295681,1.1860258960947276,v2_memory_137,0.326,2.0,,,,,,,
case_041,2,ok,6003957,3760497,1.5965860363670015,54090852,4547526,1.2092885594643474,v3_idblock_128,1.481,45.863,,,,,,,
case_041,3,ok,6003957,2746735,2.185852293723275,54090852,3851149,1.4020824724627603,v3_idblock_128,1.55,52.045,,,,,,,
case_041,4,ok,6003957,2738426,2.192484660896442,54090852,3854987,1.4077382408726764,v3_idblock_128,1.57,57.55,,,,,,,
case_041,5,ok,6003957,2629769,2.2830739125755914,143160344,3479313,1.3230489065769655,v2_memory_512,1.984,63.923,,,,,,,
case_042,2,ok,1686740,1079583,1.562399556124911,19760276,1878825,1.7403247364954801,v3_idblock_32,0.433,5.396,,,,,,,
case_042,3,ok,1686740,720869,2.3398703509236767,19760276,1801215,2.4986717420224758,v3_idblock_32,0.524,5.365,,,,,,,
case_042,4,ok,1686740,720869,2.3398703509236767,19760276,1625690,2.255180899719644,v3_idblock_32,0.542,5.44,,,,,,,
case_042,5,ok,1686740,720869,2.3398703509236767,19760276,1572254,2.1810537004643007,v3_idblock_32,0.537,5.732,,,,,,,
case_043,2,ok,677656,648624,1.0447593675226325,6236888,703197,1.0841365721897431,v2_memory_332,0.737,7.054,,,,,,,
case_043,3,ok,677656,682631,0.992712021575346,2026122,716050,1.0489561710499524,v3_idblock_512,0.939,7.328,,,,,,,
case_043,4,ok,677656,649058,1.0440607773111186,6246216,727981,1.1215962209848735,v2_memory_333,0.899,7.164,,,,,,,
case_043,5,ok,677656,641197,1.056860839960262,5456894,739920,1.1539667216159777,v2_memory_412,1.079,7.707,,,,,,,
case_044,2,ok,154407,97598,1.5820713539211868,213248,99980,1.0244062378327425,v2_reuse_220,0.123,0.688,,,,,,,
case_044,3,ok,154407,103185,1.4964093618258467,1175488,103185,1.0,v1,0.124,0.738,,,,,,,
case_044,4,ok,154407,104367,1.4794618988760815,1235168,104367,1.0,v1,0.126,0.743,,,,,,,
case_044,5,ok,154407,107996,1.4297473980517796,1638400,107996,1.0,v1,0.123,0.769,,,,,,,
case_045,2,ok,125614,111220,1.1294191692141702,348160,220748,1.9847869088293473,v3_idblock_128,0.15,1.264,,,,,,,
case_045,3,ok,125614,111220,1.1294191692141702,348160,264591,2.3789875921596835,v3_idblock_128,0.153,1.337,,,,,,,
case_045,4,ok,125614,111220,1.1294191692141702,348160,269440,2.4225858658514654,v3_idblock_128,0.153,1.427,,,,,,,
case_045,5,ok,125614,111220,1.1294191692141702,348160,271660,2.442546304621471,v3_idblock_128,0.153,1.456,,,,,,,
case_046,2,ok,276455,238289,1.1601668562124143,718976,243241,1.0207814880250452,v2_critical_159,0.088,0.488,,,,,,,
case_046,3,ok,276455,247084,1.1188705055770507,6886560,247520,1.0017645820854446,v3_idblock_64,0.087,0.507,,,,,,,
case_046,4,ok,276455,241210,1.146117490982961,1223456,248834,1.0316073131296382,v2_reuse_81,0.09,0.522,,,,,,,
case_046,5,ok,276455,247084,1.1188705055770507,6886560,248834,1.0070826115814864,v3_idblock_64,0.087,0.535,,,,,,,
case_047,2,ok,326508,325373,1.0034883041924192,860736,335652,1.0315914350606843,v3_idblock_512,1.153,10.132,,,,,,,
case_047,3,ok,326508,325373,1.0034883041924192,860736,335652,1.0315914350606843,v3_idblock_512,1.167,10.094,,,,,,,
case_047,4,ok,326508,325373,1.0034883041924192,860736,334467,1.0279494610800528,v3_idblock_512,1.444,10.59,,,,,,,
case_047,5,ok,326508,325373,1.0034883041924192,860736,358400,1.1015050419057513,v3_idblock_512,1.38,10.676,,,,,,,
case_048,2,ok,222220,218722,1.0159929042345992,150064,227147,1.038519216173956,v2_critical_192,0.173,0.836,,,,,,,
case_048,3,ok,222220,220333,1.008564309477019,283568,225679,1.0242632742258309,v2_reuse_186,0.166,0.842,,,,,,,
case_048,4,ok,222220,223656,0.9935794255463748,329954,229796,1.027452874056587,v3_idblock_128,0.17,0.891,,,,,,,
case_048,5,ok,222220,223316,0.9950921564061689,547386,226490,1.0142130434003833,v2_memory_112,0.171,0.946,,,,,,,
case_049,2,ok,196276,206640,0.9498451413085559,1109274,223011,1.0792247386759581,v2_memory_512,0.449,2.808,,,,,,,
case_049,3,ok,196276,198794,0.9873336217390867,1754982,229315,1.1535307906677263,v2_reuse_461,0.445,2.807,,,,,,,
case_049,4,ok,196276,206813,0.94905059159724,1244200,230552,1.1147848539501868,v3_idblock_128,0.448,2.898,,,,,,,
case_049,5,ok,196276,203701,0.9635495162026696,2990710,224873,1.1039366522501117,v2_memory_123,0.43,2.863,,,,,,,
case_050,2,ok,149690,150995,0.9913573297129044,716656,160234,1.061187456538296,v2_memory_505,0.467,3.005,,,,,,,
case_050,3,ok,149690,149971,0.9981263044188543,707602,167035,1.1137819978529182,v2_memory_488,0.473,3.051,,,,,,,
case_050,4,ok,149690,152482,0.9816896420561115,830370,173120,1.135347122939101,v2_memory_366,0.466,3.025,,,,,,,
case_050,5,ok,149690,154285,0.9702174547104385,1058406,174598,1.1316589428654762,v2_memory_294,0.472,3.077,,,,,,,
case_051,2,ok,607628,616642,0.9853821179874221,7077908,621303,1.0075586807256074,v2_memory_158,0.1,0.636,,,,,,,
case_051,3,ok,607628,617598,0.9838568130078141,7208992,622555,1.0080262565617117,v2_memory_153,0.097,0.628,,,,,,,
case_051,4,ok,607628,617944,0.9833059306344911,4391216,683903,1.1067394456455601,v3_idblock_128,0.101,0.696,,,,,,,
case_051,5,ok,607628,617944,0.9833059306344911,4391216,701573,1.1353342697720181,v3_idblock_128,0.1,0.719,,,,,,,
case_052,2,ok,180301,121885,1.479271444394306,3361418,198083,1.6251630635435041,v2_reuse_72,0.109,0.778,,,,,,,
case_052,3,ok,180301,123820,1.4561540946535294,4171636,166184,1.3421418187691811,v2_reuse_31,0.108,0.823,,,,,,,
case_052,4,ok,180301,103472,1.7425100510282976,4270942,167148,1.6153935364156486,v2_reuse_24,0.11,0.875,,,,,,,
case_052,5,ok,180301,105737,1.7051836159527884,4270942,167148,1.5807900734842109,v2_reuse_24,0.109,0.872,,,,,,,
case_053,2,ok,1472686,1428519,1.0309180346918732,7907328,1428519,1.0,v1,0.975,9.235,,,,,,,
case_053,3,ok,1472686,1428465,1.030957006296969,8457396,1428465,1.0,v1,1.008,9.487,,,,,,,
case_053,4,ok,1472686,1408364,1.045671431533325,9050976,1408364,1.0,v1,1.257,9.681,,,,,,,
case_053,5,ok,1472686,1302010,1.1310865507945407,8167090,1432692,1.1003694288062305,v2_reuse_334,1.273,10.034,,,,,,,
case_054,2,ok,815051,815359,0.9996222522839633,1603724,896342,1.0993218937915692,v3_idblock_512,1.316,13.226,,,,,,,
case_054,3,ok,815051,815359,0.9996222522839633,1603724,896342,1.0993218937915692,v3_idblock_512,1.367,13.537,,,,,,,
case_054,4,ok,815051,815359,0.9996222522839633,1603724,895872,1.098745460588526,v3_idblock_512,1.396,13.581,,,,,,,
case_054,5,ok,815051,815359,0.9996222522839633,1603724,883485,1.0835533795542822,v3_idblock_512,1.667,14.039,,,,,,,
case_055,2,ok,118835,109152,1.088711155086485,1105414,133020,1.2186675461741425,v3_idblock_32,0.12,0.758,,,,,,,
